V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
,,0.0,0.0,,0.0,,46.7,,0.0,2.0,,3.013,1.125,9.311,0.0,0.984,1.116,0.0,0.0,0.0,,1.0,,0.0,0.0,2.136,0.045,,0.0,1.481,0.0,0.0,3.0,0.0,,2.208,1.0,,,0.0,1
,1.89,0.0,0.0,2.0,1.0,0.0,,,,,0.0,3.764,1.591,10.691,16.0,1.003,,,0.0,0.0,,2.0,,,0.0,2.407,,,0.0,,,0.0,2.0,,,,2.0,,,,1
,2.228,2.0,,4.0,0.0,2.0,58.3,,,2.0,,,1.013,10.917,6.0,1.037,1.07,0.0,,,1.377,,0.0,0.0,,,0.0,0.0,24.788,,,,2.0,0.0,,2.8,2.0,9.511,0.0,,1
,2.3906,,,,0.0,0.0,28.6,,1.0,0.0,0.0,,1.125,,0.0,,,,,0.0,,1.0,,,,,0.041,,,1.481,0.0,0.0,,0.0,,,1.0,7.32,0.0,0.0,1
,2.2821,,,,,0.0,,1.0,0.0,,0.0,,1.409,,,,,,0.0,0.0,1.129,,,,,,,,0.0,,0.0,0.0,6.0,3.0,3.219,,,7.385,0.0,,1
,,0.0,0.0,2.0,0.0,0.0,40.0,,2.0,,-0.186,3.329,0.762,10.226,6.0,1.015,1.129,0.0,0.0,0.0,1.216,3.0,,,0.0,2.424,,0.0,22.106,,2.0,0.0,,1.0,3.673,,1.0,,,,1
,,,0.0,,0.0,,,,0.0,,,,0.875,9.54,,1.047,,,0.0,0.0,1.35,,0.0,1.0,0.0,2.175,,0.0,,,0.0,0.0,,,,2.569,1.0,8.812,0.0,2.0,1
4.651,,2.0,,,,,,0.0,,0.0,,3.349,,9.773,2.0,,,,,0.0,1.331,,0.0,1.0,,2.278,0.046,,,,,0.0,,0.0,4.116,2.785,1.0,,0.0,1.0,1
4.923,,,0.0,2.0,0.0,2.0,,0.0,,2.0,0.014,,0.664,,2.0,1.018,1.097,0.0,0.0,0.0,1.327,,,0.0,0.0,2.376,-0.008,,10.934,1.057,0.0,1.0,,1.0,4.009,,,8.695,0.0,0.0,1
,2.2062,2.0,0.0,,0.0,,25.0,,0.0,,0.0,2.889,,,0.0,1.037,,0.0,0.0,,1.28,0.0,0.0,0.0,0.0,1.618,-0.57,0.0,0.0,,,,,,,2.806,0.0,8.243,,2.0,1
,3.0313,0.0,0.0,,0.0,2.0,,3.0,,0.0,0.0,,1.185,9.911,,0.966,,0.0,,0.0,,1.0,,,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,3.669,1.867,0.0,8.087,0.0,,1
,,1.0,0.0,,,2.0,31.6,0.0,2.0,4.0,0.0,,1.16,,,,1.136,0.0,,0.0,1.244,1.0,,0.0,,2.311,-0.008,,,1.833,0.0,2.0,3.0,,,3.114,2.0,9.499,,,1
5.072,2.4738,0.0,0.0,,0.0,,,0.0,,0.0,,,,10.481,,1.015,1.104,,,0.0,1.267,2.0,0.0,0.0,0.0,,0.0,,,,0.0,,0.0,2.0,3.827,2.708,,8.803,,,1
4.912,2.3426,0.0,,0.0,0.0,4.0,48.1,0.0,,0.0,0.0,,0.648,,6.0,0.998,,0.0,0.0,,1.281,,0.0,,,2.314,0.0,0.0,,,0.0,2.0,0.0,2.0,3.733,,,8.658,0.0,,1
5.125,,,,0.0,1.0,0.0,,5.0,0.0,,0.0,2.821,1.299,,0.0,0.96,,0.0,,0.0,1.246,0.0,0.0,0.0,,,,0.0,0.0,2.097,0.0,,,,,1.76,0.0,7.401,,0.0,1
5.0,3.756,4.0,0.0,,,0.0,20.0,,0.0,,0.0,3.4,0.722,9.657,,1.212,1.121,0.0,0.0,0.0,1.407,0.0,,0.0,,2.0,,0.0,,0.8,,0.0,,,4.385,3.539,0.0,9.115,0.0,4.0,1
,4.6399,,0.0,0.0,2.0,0.0,,2.0,,,0.0,,0.811,10.505,0.0,1.199,,0.0,0.0,2.0,1.392,0.0,0.0,,0.0,2.303,-0.086,0.0,,1.411,,,,0.0,,,0.0,9.531,0.0,6.0,1
,4.8079,2.0,0.0,0.0,,,25.0,2.0,,0.0,0.0,,,10.505,,1.27,,,,2.0,1.138,,,,,2.303,,,0.0,1.411,,0.0,,,6.925,,0.0,,,,1
,3.4355,0.0,,0.0,,,28.6,,,,0.0,,,,,,,0.0,0.0,,,0.0,,0.0,0.0,,0.038,0.0,0.0,,,0.0,4.0,1.0,,,1.0,,,0.0,1
4.343,,0.0,1.0,,0.0,0.0,,0.0,2.0,0.0,,3.044,1.5,,0.0,1.088,1.201,0.0,,,,0.0,,0.0,,,-0.099,0.0,,,0.0,,,4.0,,,,8.058,,0.0,1
,,2.0,0.0,,0.0,0.0,24.1,0.0,,2.0,-0.804,,2.074,10.071,2.0,1.014,,,,,1.233,0.0,0.0,0.0,,,-0.002,0.0,,3.255,,0.0,2.0,4.0,3.856,2.81,,,0.0,,1
5.262,,,0.0,,,0.0,27.7,,,0.0,,4.111,3.113,10.545,,,1.146,,0.0,,,,,,0.0,,0.0,,12.646,,,0.0,0.0,,4.415,,,,,,1
5.333,,,,0.0,,,30.2,4.0,0.0,,0.0,,2.205,10.331,0.0,,,,0.0,0.0,1.366,,,0.0,,,0.0,0.0,,1.951,,0.0,0.0,,10.319,1.554,0.0,14.005,0.0,0.0,1
4.732,2.9815,0.0,0.0,,0.0,1.0,47.4,1.0,0.0,0.0,1.121,,,,,,1.109,,0.0,,,1.0,,0.0,0.0,2.194,,0.0,,,0.0,0.0,0.0,0.0,,,0.0,8.078,,,1
,,,,0.0,,,42.9,3.0,0.0,0.0,,3.075,,9.863,,,1.119,,0.0,,1.32,1.0,0.0,0.0,0.0,,-0.023,0.0,0.0,,,0.0,,0.0,3.714,,0.0,,0.0,,1
4.828,,0.0,,,,,45.5,1.0,,0.0,0.0,3.188,1.261,9.749,0.0,0.968,,0.0,,,,1.0,0.0,0.0,,2.247,,,0.0,1.436,0.0,,0.0,0.0,3.665,1.983,,,,0.0,1
4.641,2.7973,,0.0,0.0,,,,2.0,,0.0,0.0,,1.261,9.714,,0.966,,0.0,,0.0,1.279,,0.0,0.0,0.0,2.214,0.012,,0.0,1.783,,,,0.0,,,,8.015,,,1
,,0.0,0.0,,,2.0,,,0.0,,,,1.261,9.715,0.0,,1.121,0.0,,,1.283,1.0,0.0,0.0,,2.222,,0.0,0.0,,,,0.0,,,1.833,0.0,8.015,,,1
4.828,3.1972,,,,,,50.0,,0.0,0.0,0.0,3.219,1.261,9.749,,0.971,1.104,0.0,0.0,0.0,,1.0,0.0,,,2.247,0.013,0.0,,,,0.0,0.0,0.0,3.687,2.133,,,0.0,,1
4.732,,1.0,0.0,0.0,0.0,,50.0,,0.0,,0.933,,1.187,,,0.985,,0.0,0.0,0.0,1.395,1.0,,,0.0,2.194,,,,1.659,0.0,,,0.0,6.881,2.12,,11.597,0.0,1.0,1
4.517,2.8827,,,,0.0,1.0,,,0.0,,,3.84,,,0.0,,1.094,0.0,0.0,0.0,,,1.0,0.0,0.0,2.149,,,,2.036,0.0,0.0,,,6.872,2.046,,11.589,0.0,1.0,1
,3.2349,,,0.0,,2.0,50.0,0.0,0.0,0.0,,3.373,0.875,9.54,0.0,1.025,,,0.0,0.0,,,,1.0,0.0,,,0.0,0.0,,,2.0,,0.0,,2.444,0.0,8.792,0.0,,1
,,2.0,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,,3.373,0.875,,,1.025,1.094,,0.0,,1.372,1.0,0.0,,,2.17,,0.0,0.0,1.14,0.0,,0.0,,3.955,2.444,0.0,8.792,0.0,2.0,1
,3.3007,2.0,,0.0,0.0,2.0,,0.0,0.0,,0.0,,0.875,9.579,,,1.094,0.0,,0.0,1.374,1.0,0.0,,0.0,2.194,,,0.0,,0.0,,0.0,0.0,4.034,,0.0,8.794,0.0,2.0,1
4.562,,,0.0,0.0,,2.0,50.0,0.0,,0.0,0.0,4.225,0.875,,,,,0.0,,0.0,1.482,,,0.0,0.0,,,1.0,,,,,0.0,0.0,6.886,,0.0,12.272,0.0,,1
,3.3045,2.0,0.0,,0.0,3.0,46.7,1.0,,0.0,0.0,3.444,,,,1.012,,,0.0,0.0,,,0.0,,0.0,,,0.0,,1.06,,2.0,0.0,0.0,4.005,,,8.857,0.0,2.0,1
,,,,,,3.0,46.7,1.0,0.0,,0.0,3.444,,,0.0,1.012,1.103,,0.0,0.0,,1.0,0.0,1.0,,,-0.025,0.0,,,,2.0,0.0,,4.025,2.358,,8.859,0.0,2.0,1
4.642,3.0494,,,2.0,,2.0,,1.0,0.0,2.0,0.0,,1.187,,0.0,0.976,,,,,1.275,,0.0,0.0,0.0,2.2,-0.024,,,,0.0,1.0,,,3.634,,,8.001,0.0,0.0,1
4.675,2.2988,,0.0,2.0,0.0,2.0,50.0,0.0,0.0,4.0,0.0,,0.0,9.971,,0.98,1.107,0.0,0.0,0.0,1.315,2.0,0.0,,1.0,,0.001,0.0,0.0,,0.0,2.0,,1.0,3.648,,1.0,,0.0,,1
,,2.0,0.0,1.0,0.0,,,,,2.0,0.0,,,9.833,0.0,1.029,,0.0,,,1.332,1.0,,,0.0,2.246,-0.025,,,1.06,,3.0,2.0,2.0,4.007,2.58,1.0,8.863,0.0,2.0,1
4.807,,,0.0,1.0,0.0,,42.9,0.0,,2.0,,3.453,0.881,9.833,,,1.117,0.0,,0.0,1.334,,,,0.0,2.246,-0.025,,0.0,,0.0,,,2.0,,,,8.863,,,1
4.649,,0.0,,7.0,,3.0,,,,10.0,,,,,0.0,,,0.0,0.0,,,,0.0,0.0,,,0.0,,0.0,,0.0,3.0,,,,,3.0,8.678,0.0,,1
,,0.0,0.0,2.0,,,37.5,,,4.0,0.0,3.288,1.185,9.911,4.0,,1.14,,,0.0,1.225,1.0,0.0,0.0,0.0,2.267,,,20.295,1.563,0.0,,,,,,,,0.0,,1
4.965,3.6277,1.0,0.0,,,3.0,37.5,,,,,,1.16,,,,1.137,0.0,1.0,0.0,,1.0,,,0.0,2.305,-0.008,,20.482,1.553,0.0,,4.0,2.0,3.969,,2.0,8.892,,1.0,1
,3.9386,1.0,,,,,,0.0,,,0.0,3.761,,10.456,8.0,,1.15,,,,1.217,1.0,,,0.0,2.38,0.001,0.0,41.432,1.74,0.0,4.0,,,4.048,3.627,3.0,9.191,,1.0,1
,3.5714,,,,0.0,2.0,,,2.0,,0.0,,1.185,,,,1.121,,,0.0,1.273,1.0,,,0.0,,0.015,0.0,20.286,1.563,0.0,,2.0,0.0,3.988,3.144,1.0,,0.0,,1
5.04,,0.0,0.0,2.0,0.0,,,0.0,4.0,4.0,0.0,3.513,1.258,10.159,8.0,1.087,1.141,0.0,,,1.204,,0.0,0.0,0.0,,0.005,,40.909,,0.0,2.0,,0.0,3.946,3.611,2.0,8.854,0.0,0.0,1
,,,,3.0,,3.0,36.8,,,,0.0,,1.23,10.309,8.0,1.067,,,,0.0,1.216,1.0,,0.0,0.0,2.351,,0.0,41.436,1.581,0.0,2.0,4.0,,,3.462,2.0,8.914,0.0,,1
5.006,3.7359,,,2.0,0.0,3.0,36.8,,,5.0,,,,,,1.067,1.14,,,0.0,1.216,,0.0,,0.0,2.338,-0.002,0.0,,1.873,,2.0,4.0,0.0,3.936,,,8.914,0.0,0.0,1
4.895,3.4879,1.0,0.0,1.0,0.0,3.0,,1.0,2.0,2.0,0.0,3.512,1.16,10.099,,1.043,1.124,,1.0,,1.278,1.0,0.0,,0.0,,,,,1.696,0.0,2.0,,0.0,3.974,3.01,,8.886,0.0,,1
,,1.0,0.0,1.0,1.0,3.0,41.2,1.0,2.0,3.0,0.0,3.76,,,,,,0.0,,,1.15,1.0,0.0,1.0,,2.403,0.001,,20.484,1.679,0.0,2.0,2.0,,,4.026,,9.077,,,1
5.006,3.7801,,,,0.0,3.0,37.5,0.0,4.0,4.0,0.0,3.703,1.23,10.309,,1.108,,,,,,1.0,0.0,1.0,,,,,41.044,1.873,0.0,3.0,,0.0,4.032,,2.0,,0.0,1.0,1
,3.54,2.0,,1.0,,3.0,,0.0,,2.0,0.0,3.647,,10.099,,1.084,1.117,0.0,,0.0,,,0.0,1.0,0.0,,-0.008,,,,0.0,,,0.0,4.073,3.202,1.0,,0.0,,1
,3.5995,2.0,0.0,1.0,0.0,,,,,2.0,,,1.16,10.099,,1.084,1.117,,1.0,0.0,1.299,1.0,0.0,1.0,,,-0.008,0.0,20.422,1.602,0.0,,,,4.057,3.202,,9.118,0.0,,1
5.098,,0.0,,10.0,0.0,2.0,,0.0,,8.0,0.011,3.695,,10.386,,0.99,1.123,,0.0,,1.287,2.0,,,1.0,2.358,,,0.0,2.298,,2.0,4.0,,,2.25,,,,,1
,3.0583,0.0,0.0,,0.0,2.0,,1.0,1.0,0.0,1.014,3.217,1.185,,,0.987,,,0.0,0.0,,1.0,,0.0,0.0,2.236,,,0.0,1.74,,1.0,0.0,,3.69,,,,,,1
4.947,,,0.0,,0.0,2.0,40.0,,,,0.0,3.266,1.455,9.974,3.0,0.981,,,0.0,,1.253,1.0,0.0,,0.0,2.282,,,,,0.0,1.0,0.0,1.0,,2.197,,8.152,,0.0,1
4.805,2.8459,0.0,0.0,0.0,,,40.0,2.0,1.0,,0.0,3.266,,9.947,2.0,0.981,1.125,,,0.0,1.25,1.0,0.0,,,2.251,-0.007,0.0,0.0,2.041,,,,,,,,8.148,,0.0,1
,2.9274,,0.0,0.0,2.0,2.0,,,,,0.0,,1.571,10.843,,0.974,1.129,,,,,1.0,0.0,,0.0,,,,0.0,,,1.0,0.0,1.0,,2.089,,8.48,0.0,,1
,1.9089,,,,0.0,,36.7,,,,0.0,3.74,,,,0.971,,,0.0,,,1.0,0.0,0.0,0.0,,,,,6.687,,1.0,,1.0,3.657,,0.0,8.397,0.0,0.0,1
5.466,,0.0,,0.0,,3.0,37.2,6.0,,,0.0,3.66,1.494,10.995,,0.972,1.13,0.0,0.0,0.0,,1.0,0.0,0.0,,2.436,,,,,0.0,1.0,0.0,1.0,3.798,2.029,,,,0.0,1
5.422,,,0.0,0.0,,,,6.0,1.0,,,3.551,1.161,10.929,3.0,0.974,,0.0,,0.0,1.265,1.0,,0.0,0.0,2.417,,,0.0,2.084,0.0,1.0,0.0,,3.799,,0.0,,,0.0,1
5.102,,,,0.0,,3.0,38.7,,1.0,0.0,,,,,,,1.127,,0.0,,1.26,,,0.0,,2.358,-0.002,0.0,0.0,,0.0,1.0,0.0,,3.765,,0.0,8.348,0.0,0.0,1
5.375,,,,0.0,,3.0,39.3,,1.0,0.0,,3.351,,10.524,3.0,0.978,1.126,,,,1.266,,0.0,0.0,0.0,2.368,0.004,0.0,,1.671,,,0.0,1.0,3.766,,0.0,,,0.0,1
4.958,3.1448,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,,3.272,1.16,,,0.981,1.125,,,0.0,1.268,1.0,0.0,0.0,0.0,,-0.007,0.0,0.0,,0.0,,0.0,1.0,3.731,2.212,0.0,,0.0,,1
5.489,3.563,,0.0,,2.0,,37.2,7.0,,,0.0,,1.194,11.033,4.0,0.972,1.13,0.0,,,1.253,1.0,0.0,,0.0,2.463,,,,,,1.0,0.0,1.0,3.852,2.039,,,0.0,0.0,1
,,0.0,,,2.0,,,7.0,2.0,,,3.678,1.194,11.033,,,,0.0,0.0,,1.237,1.0,0.0,0.0,0.0,2.463,,0.0,0.0,1.828,,,0.0,2.0,,2.275,,,,,1
4.709,,0.0,,0.0,0.0,,,0.0,1.0,0.0,0.0,,0.544,10.149,,0.986,,0.0,,0.0,,,,,,2.259,-0.001,0.0,0.0,,0.0,1.0,0.0,1.0,,2.179,0.0,,0.0,0.0,1
4.817,,0.0,,,0.0,,39.4,,2.0,0.0,0.0,,,10.26,3.0,,1.126,0.0,0.0,0.0,,2.0,0.0,,0.0,2.301,0.0,,0.0,,,,0.0,0.0,3.665,,,,,0.0,1
,2.7759,,0.0,,,2.0,,2.0,,0.0,0.0,,,,,0.984,1.131,0.0,0.0,,1.217,,0.0,0.0,,,0.0,0.0,,3.574,0.0,2.0,0.0,0.0,,1.958,,,,0.0,1
,,,0.0,,1.0,3.0,37.9,3.0,2.0,0.0,0.0,3.437,,10.559,5.0,,,,0.0,,1.23,,0.0,,,,,0.0,0.0,,0.0,2.0,,1.0,3.774,2.288,,8.414,,,1
,,0.0,,2.0,,2.0,38.9,,3.0,,,3.37,1.273,,,,1.132,0.0,,0.0,1.21,1.0,0.0,0.0,,,-0.008,,20.612,1.602,,2.0,,0.0,3.861,,,8.551,,0.0,1
4.965,3.6001,0.0,0.0,1.0,0.0,3.0,38.9,1.0,,3.0,0.0,,,10.099,,1.041,,0.0,1.0,0.0,,1.0,0.0,,0.0,2.305,-0.008,0.0,20.537,1.553,0.0,,,,3.88,,1.0,,0.0,0.0,1
4.958,3.552,0.0,,1.0,0.0,3.0,38.9,,3.0,3.0,,,1.16,10.099,,1.041,,0.0,1.0,0.0,,,,0.0,0.0,2.303,,0.0,20.514,1.602,,2.0,,,3.876,3.182,1.0,8.601,0.0,,1
,,,,1.0,0.0,3.0,,,3.0,,0.0,3.375,,10.099,,,,,,0.0,,,0.0,0.0,,,,0.0,20.318,1.696,,,2.0,,,3.182,,8.601,,0.0,1
,3.8233,0.0,0.0,,,4.0,,,5.0,4.0,0.0,,1.45,10.639,,1.043,1.142,0.0,2.0,0.0,1.196,,0.0,0.0,0.0,2.417,0.0,,,,0.0,3.0,,1.0,,3.265,,9.052,,0.0,1
4.732,3.3162,,,,0.0,2.0,,0.0,1.0,0.0,0.0,3.214,0.875,9.579,2.0,,1.108,0.0,0.0,0.0,1.296,1.0,,1.0,,2.194,0.046,0.0,,,0.0,2.0,0.0,,,,0.0,,0.0,1.0,1
4.596,,1.0,,0.0,0.0,2.0,46.2,0.0,1.0,0.0,,,0.875,9.54,,1.023,,,0.0,0.0,1.3,1.0,0.0,1.0,0.0,,0.046,0.0,0.0,,0.0,2.0,,1.0,,,,,,,1
,,,0.0,0.0,0.0,2.0,46.2,,1.0,0.0,0.0,3.796,0.875,,,,1.1,,0.0,0.0,,1.0,1.0,0.0,0.0,,0.045,1.0,,1.14,,,0.0,,6.879,2.51,0.0,11.593,0.0,,1
,3.2243,1.0,0.0,0.0,0.0,,,,,0.0,0.0,3.796,0.875,,2.0,1.016,1.1,,,,1.355,1.0,,0.0,0.0,,,,,1.069,,2.0,0.0,1.0,,2.51,,11.593,,1.0,1
4.732,,,0.0,,,,46.2,0.0,1.0,,,3.796,0.875,9.579,2.0,1.016,1.1,0.0,0.0,0.0,1.351,,1.0,0.0,,2.194,0.045,1.0,0.0,0.854,,2.0,0.0,,,,0.0,,,,1
,2.6198,2.0,,0.0,,2.0,45.5,,,0.0,,4.594,2.305,9.896,,,1.098,0.0,0.0,,,,0.0,,,2.208,0.001,,0.0,4.243,,,0.0,,10.695,2.326,,,,,1
4.807,3.3155,,,0.0,0.0,,43.8,,1.0,,0.0,,0.881,,,1.012,1.113,,,,1.296,1.0,0.0,,0.0,,-0.025,,,1.06,0.0,,0.0,,3.921,2.568,,,0.0,,1
4.807,3.3875,2.0,0.0,0.0,0.0,,,,1.0,0.0,,,0.881,9.833,2.0,,1.103,0.0,,0.0,,,0.0,1.0,,2.246,,,0.0,1.06,,3.0,,1.0,,2.802,0.0,,0.0,2.0,1
4.807,,2.0,0.0,,,3.0,46.2,0.0,1.0,0.0,0.0,,0.881,,2.0,,1.088,0.0,0.0,0.0,1.415,,1.0,0.0,0.0,2.246,-0.025,,,1.06,0.0,3.0,0.0,1.0,,2.5,,,0.0,2.0,1
,,2.0,,0.0,0.0,,46.2,,1.0,0.0,0.0,,,9.863,2.0,1.048,,,,,1.318,1.0,0.0,1.0,0.0,2.264,-0.026,0.0,,0.95,,,0.0,1.0,4.068,2.802,0.0,8.872,0.0,2.0,1
4.912,,2.0,0.0,0.0,,,,,1.0,0.0,0.0,3.462,0.881,,2.0,,1.103,,0.0,0.0,1.317,1.0,0.0,1.0,0.0,,-0.026,0.0,0.0,,,3.0,0.0,1.0,,2.802,,,0.0,2.0,1
4.807,,2.0,0.0,0.0,,3.0,46.2,,1.0,,,3.462,0.881,9.833,,1.048,,0.0,,0.0,,1.0,0.0,,0.0,2.246,,,0.0,,,3.0,0.0,1.0,4.05,2.802,,,,,1
4.732,,2.0,,0.0,,3.0,46.2,0.0,1.0,,,3.462,0.881,,2.0,,1.103,0.0,0.0,,,1.0,,1.0,0.0,2.236,-0.026,,0.0,,0.0,3.0,0.0,,3.998,,,8.868,0.0,2.0,1
,3.8133,,,,,,40.0,0.0,,2.0,0.0,3.715,,10.277,6.0,1.1,,,1.0,0.0,1.261,1.0,,,,2.353,0.005,,20.509,1.513,,4.0,2.0,1.0,,3.407,,,0.0,,1
4.562,1.9651,0.0,0.0,0.0,,2.0,,,,0.0,,3.609,,,,0.983,1.107,0.0,0.0,0.0,1.296,,,0.0,,2.194,0.0,,0.0,4.13,,0.0,0.0,0.0,,1.989,0.0,8.536,,0.0,1
4.962,2.3618,,0.0,0.0,0.0,,54.2,0.0,1.0,0.0,0.075,,0.544,,4.0,,1.095,0.0,0.0,0.0,,2.0,,,,2.307,,0.0,11.846,,,0.0,,,3.755,2.286,0.0,8.63,0.0,,1
,3.0954,,0.0,,,2.0,57.1,,0.0,4.0,0.0,3.292,,,,,1.101,,0.0,,1.35,,0.0,0.0,0.0,2.214,0.015,,,,,,2.0,,,,2.0,8.435,0.0,0.0,1
5.267,,4.0,0.0,,0.0,,,0.0,0.0,,,4.005,1.197,,0.0,,1.085,,,0.0,,,,,,,,0.0,0.0,1.254,,4.0,,0.0,4.254,3.103,2.0,9.543,,,1
,3.0922,2.0,,,,3.0,36.0,,2.0,,-0.393,3.83,1.831,10.363,2.0,1.037,,0.0,0.0,0.0,,1.0,0.0,,,,,,11.353,,,3.0,3.0,1.0,4.051,2.659,,,,2.0,1
5.387,2.1249,,,7.0,0.0,9.0,44.2,,5.0,,,4.622,,11.344,12.0,1.056,,,0.0,,1.296,3.0,0.0,1.0,,,0.0,0.0,35.742,5.31,,,4.0,3.0,,2.823,2.0,10.284,0.0,,1
4.994,3.2017,0.0,0.0,,0.0,,,,,,-0.425,,1.805,,,0.995,1.132,0.0,0.0,0.0,,1.0,,0.0,0.0,,-0.001,,,2.668,,1.0,0.0,1.0,,,1.0,8.49,,,1
4.975,,0.0,0.0,,0.0,2.0,,2.0,,1.0,-0.432,3.525,,10.222,,,,0.0,,,1.222,1.0,0.0,,0.0,2.311,,0.0,11.023,,,1.0,,1.0,3.713,,,,,0.0,1
,3.4872,0.0,,2.0,,,47.4,1.0,,5.0,0.0,3.533,,,2.0,1.033,1.118,0.0,0.0,,1.275,1.0,0.0,0.0,,2.294,-0.002,0.0,,2.223,0.0,,4.0,,,2.923,,8.667,,,1
,2.125,0.0,,,0.0,0.0,,1.0,0.0,,0.0,,1.125,9.311,0.0,0.961,1.138,0.0,0.0,,1.199,1.0,,0.0,,2.136,0.034,0.0,0.0,1.481,1.0,,,,3.15,1.542,,7.158,0.0,,1
4.0,2.0,0.0,0.0,0.0,0.0,,33.3,,0.0,,,,0.0,8.623,0.0,0.961,1.138,0.0,0.0,,1.167,,0.0,,,,0.103,,,0.667,0.0,,0.0,0.0,3.003,1.5,0.0,6.76,0.0,0.0,1
4.0,2.2551,0.0,0.0,,,0.0,37.5,0.0,,0.0,0.0,2.618,0.0,,0.0,0.964,,,0.0,0.0,1.226,,0.0,,,2.0,0.112,,0.0,,,,0.0,,3.175,,0.0,7.081,0.0,0.0,1
,,6.0,0.0,0.0,0.0,0.0,,,,0.0,,,,10.434,,1.043,1.091,,0.0,,1.534,1.0,,1.0,0.0,2.414,,,0.0,0.873,0.0,0.0,0.0,0.0,6.951,2.155,0.0,13.179,,6.0,1
,,1.0,0.0,,,0.0,,0.0,0.0,0.0,,2.995,0.802,9.183,0.0,0.979,1.135,0.0,,,,,,,0.0,2.101,,,0.0,,,0.0,,,3.658,,,,,1.0,1
,,,0.0,0.0,,0.0,,,0.0,0.0,,4.816,0.827,10.135,,0.999,,,0.0,0.0,1.457,,1.0,,,2.247,,1.0,0.0,1.244,0.0,0.0,0.0,,6.915,,0.0,12.953,0.0,4.0,1
5.401,3.3983,6.0,0.0,,0.0,6.0,34.6,3.0,,0.0,,4.883,,11.058,5.0,,,0.0,,0.0,1.391,1.0,,,,2.466,,0.0,,,0.0,6.0,0.0,,10.323,2.159,0.0,,,,1
,3.4588,2.0,,1.0,0.0,,31.0,1.0,,,0.0,3.931,1.693,10.742,,1.038,,0.0,,0.0,1.273,,,0.0,,2.357,0.0,0.0,,,,,2.0,,,,,,,,1
5.236,3.8407,5.0,0.0,,,,46.2,0.0,1.0,0.0,0.0,5.017,,10.434,2.0,1.086,1.051,0.0,0.0,0.0,1.542,,1.0,,0.0,,,,0.0,0.873,,,,1.0,,,0.0,,,5.0,1
5.459,3.6981,0.0,0.0,0.0,2.0,4.0,37.5,,3.0,0.0,-1.093,3.762,1.162,11.1,8.0,0.993,,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,2.467,,,,,,,0.0,,3.883,,0.0,8.814,,,1
5.295,3.5985,,0.0,,,4.0,,,,0.0,,,,,11.0,1.063,1.116,0.0,0.0,,,1.0,,,0.0,2.394,,,,3.082,0.0,3.0,,,4.432,2.794,0.0,,0.0,,1
,2.343,0.0,,0.0,,,50.0,1.0,,,0.0,,,,0.0,0.971,1.104,,,0.0,1.322,2.0,,0.0,0.0,,,0.0,,2.434,0.0,0.0,0.0,0.0,,1.893,,8.539,0.0,,1
,2.4193,,,,0.0,4.0,,,0.0,0.0,0.0,3.66,0.703,,0.0,,,0.0,0.0,0.0,1.324,2.0,0.0,,,2.374,0.0,,,2.706,0.0,0.0,0.0,,,1.875,0.0,8.682,0.0,0.0,1
4.732,,0.0,0.0,,0.0,4.0,44.8,,0.0,,0.0,3.617,,,,0.983,,,,,,2.0,0.0,0.0,0.0,2.275,,0.0,,3.095,0.0,2.0,,4.0,3.694,2.144,,,0.0,0.0,1
,2.1018,,0.0,0.0,1.0,4.0,45.0,0.0,,,,3.889,0.548,10.936,,,1.114,0.0,0.0,0.0,1.259,3.0,,0.0,,2.488,,,,2.321,0.0,2.0,0.0,2.0,3.787,2.171,0.0,8.859,0.0,,1
4.961,2.4328,2.0,0.0,0.0,0.0,6.0,48.1,0.0,,0.0,,,,,6.0,,,,,0.0,,,0.0,,,,0.0,0.0,,,0.0,4.0,,2.0,,2.572,0.0,9.249,0.0,2.0,1
5.221,2.7448,6.0,,0.0,0.0,10.0,48.1,0.0,2.0,0.0,,4.379,0.74,,6.0,,,,,0.0,,2.0,0.0,1.0,,2.449,0.0,,,,,8.0,,2.0,4.183,2.802,,9.891,,,1
4.887,,,0.0,2.0,0.0,6.0,,0.0,,4.0,0.0,,,,0.0,,,0.0,,0.0,1.32,,,,,2.329,0.0,0.0,0.0,,0.0,,,4.0,,2.337,2.0,,,2.0,1
,,0.0,0.0,0.0,2.0,8.0,40.4,8.0,2.0,0.0,,,1.006,11.361,8.0,0.979,,,0.0,0.0,,2.0,,0.0,0.0,,0.0,0.0,0.0,3.688,0.0,,0.0,2.0,3.872,2.133,,9.14,,0.0,1
4.887,1.7855,,,2.0,0.0,0.0,,,,,0.0,,,10.577,,,1.145,0.0,0.0,,,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,,4.0,,,4.0,3.374,,,8.174,,,1
5.511,,,0.0,,,4.0,45.5,2.0,,0.0,,3.741,0.732,,,,1.113,0.0,0.0,,,2.0,0.0,0.0,0.0,,,,0.0,2.731,,2.0,0.0,,,,0.0,8.784,0.0,0.0,1
