V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,class
,3.2017,,0.0,,,2.0,,,2.0,,-0.425,3.582,,,,,,,0.0,,,,,0.0,,,,,,,0.0,,,,,,,8.49,,0.0,1
4.975,3.2319,,,,0.0,2.0,,,2.0,,,3.525,,,6.0,,,,,,,,0.0,,0.0,,0.001,0.0,,,0.0,,0.0,1.0,,,,8.464,0.0,,1
,,,,,0.0,,,,2.0,5.0,,,,,,,1.118,,,,,,0.0,,,,,0.0,19.925,2.223,,,,0.0,3.783,,2.0,,0.0,0.0,1
,,0.0,0.0,,0.0,,33.3,,,0.0,,2.843,1.125,9.311,,,,,,,1.199,,,,0.0,2.136,,,,,1.0,,0.0,0.0,,1.542,0.0,7.158,0.0,,1
,2.0,,,0.0,,0.0,,0.0,0.0,,,,,8.623,,0.961,,,,0.0,1.167,1.0,,0.0,0.0,,,,,,,,,,,1.5,,6.76,,0.0,1
,2.2551,,0.0,,,0.0,,0.0,,,,2.618,,,0.0,0.964,1.13,,,0.0,,,,,,2.0,0.112,,0.0,0.667,0.0,,,,3.175,,0.0,,0.0,0.0,1
,,6.0,,0.0,,,33.3,0.0,,,,,0.799,10.434,,,,,,,,1.0,,,,2.414,0.004,,0.0,,,,0.0,,,2.155,,,,,1
,,,,,0.0,0.0,,0.0,,,,,0.802,,,,,0.0,,,1.23,,0.0,,,2.101,,,,0.975,,0.0,,,,,,7.988,,1.0,1
4.814,,4.0,,,0.0,0.0,33.3,,0.0,0.0,0.0,,0.827,10.135,,0.999,,,0.0,0.0,,1.0,1.0,0.0,0.0,,,1.0,,,,,,,,1.861,0.0,,,,1
5.401,,,0.0,,0.0,6.0,34.6,,,,,,,11.058,,,,0.0,,,,1.0,0.0,1.0,,2.466,0.0,,0.0,3.079,0.0,,0.0,0.0,,,,14.019,0.0,,1
5.276,,2.0,,,0.0,,,,,,0.0,3.931,,,,1.038,1.127,0.0,1.0,,,,,0.0,,2.357,,0.0,21.265,,0.0,,2.0,,,2.822,,,,,1
5.236,3.8407,,0.0,0.0,,,,,,0.0,0.0,,0.799,10.434,2.0,1.086,,0.0,,,1.542,,,,,2.414,0.004,,,,,,,,,,,13.184,,5.0,1
,,,,,,4.0,,6.0,,,-1.093,,,,,0.993,,0.0,,,,,0.0,0.0,,,0.0,,,,0.0,,,2.0,3.883,,,,,0.0,1
,3.5985,,,,,,,0.0,,,-0.016,4.233,1.846,,,1.063,1.116,,,0.0,1.297,1.0,,,,,,,,3.082,0.0,,,0.0,4.432,2.794,,,0.0,,1
,2.343,0.0,,0.0,0.0,,50.0,,,,0.0,,0.816,,,,,0.0,,,,2.0,,,0.0,2.307,,,,,,,,0.0,,1.893,0.0,8.539,,,1
,,0.0,0.0,0.0,0.0,,,,,,,3.66,,,0.0,,,,0.0,,1.324,,,,,,,0.0,,,,,,,3.771,1.875,,,,0.0,1
4.732,2.1649,,,2.0,,,,,,4.0,,3.617,0.648,,0.0,,1.12,0.0,,,,,0.0,,,2.275,,,,,0.0,,,,3.694,,,,,,1
5.611,,,0.0,0.0,,4.0,,,2.0,,0.0,,,,4.0,,,0.0,0.0,0.0,,,,,,,,,0.0,,,2.0,,,,2.171,,,,,1
4.961,,2.0,,,,6.0,48.1,0.0,,0.0,0.0,,,,6.0,,,0.0,0.0,0.0,,,0.0,,,2.349,,,0.0,,,,,,,2.572,,,,2.0,1
5.221,2.7448,6.0,,,,10.0,,,,0.0,,,0.74,10.991,,,,,,0.0,1.336,,0.0,,0.0,2.449,,0.0,,,,,0.0,,,2.802,,,0.0,,1
,2.291,2.0,,2.0,,,,,,,,,0.732,10.577,,1.005,1.116,0.0,0.0,,,,,1.0,,2.329,0.0,,,,,,4.0,,,,,,0.0,2.0,1
5.415,,,0.0,,2.0,8.0,40.4,8.0,,,,,,,,0.979,1.124,0.0,,,1.277,2.0,,,,,0.0,0.0,,,,2.0,0.0,2.0,3.872,,0.0,,,0.0,1
4.887,1.7855,0.0,,,,0.0,31.9,,,,,3.616,,,0.0,0.97,1.145,,,,,2.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,0.0,1
,,0.0,0.0,,1.0,,45.5,,,0.0,0.0,3.741,,10.806,,,1.113,,,,,,0.0,0.0,,2.42,0.0,0.0,0.0,,,,0.0,,,,,8.784,,,1
5.076,,0.0,,,,,,1.0,,0.0,-0.185,,,,10.0,0.989,,0.0,0.0,0.0,1.25,2.0,,,,2.372,,,,,0.0,,,,,,0.0,,,,1
,2.6715,,,,1.0,4.0,,,,0.0,-0.741,,,10.978,,1.02,1.11,0.0,,0.0,,2.0,,,,,,,12.298,2.211,,,0.0,1.0,,2.562,,9.362,,,1
,2.6742,4.0,,,1.0,,45.5,2.0,2.0,0.0,,,,,,1.019,,,,,,,1.0,,0.0,2.475,,,,2.978,0.0,,0.0,,,,0.0,,0.0,,1
,2.9434,0.0,,,,,,0.0,0.0,,,3.347,,10.084,,0.982,,,0.0,,1.321,,0.0,0.0,,,0.004,0.0,0.0,1.075,,,2.0,,,,,8.48,0.0,0.0,1
,,,,,0.0,4.0,45.5,,,6.0,,,,10.265,,,1.121,,0.0,,,3.0,,,0.0,2.39,,,,,,,,,3.918,,,8.577,,,1
,3.0152,0.0,,,,,45.5,,,6.0,0.0,3.429,0.73,,0.0,0.988,,,0.0,,,3.0,,0.0,,,,0.0,0.0,1.098,0.0,,4.0,4.0,,2.222,,,,0.0,1
4.933,,,0.0,,,,,0.0,0.0,,,,,10.465,,,,0.0,,,,4.0,,,,,0.0,0.0,0.0,,,2.0,,,,1.951,1.0,,0.0,0.0,1
,,2.0,,,0.0,,52.6,0.0,,,0.0,,,10.418,,,1.093,,0.0,0.0,,,,1.0,,,,0.0,,,,,,,4.122,,0.0,9.163,,2.0,1
4.861,,,,,,,45.5,,,,0.0,3.186,,9.863,0.0,0.968,,,,,1.3,3.0,0.0,,0.0,2.303,,,0.0,,,0.0,,,3.657,1.733,,,,0.0,1
4.802,2.1315,,0.0,,0.0,,,0.0,,,,,0.0,9.805,,,,0.0,,0.0,,,0.0,0.0,,,0.012,,,,,0.0,,,,,,7.805,0.0,,1
4.783,2.289,,,,0.0,,,1.0,,0.0,,3.072,,,,,,,0.0,,1.324,,,,,2.413,0.012,,,,,0.0,0.0,0.0,,1.704,,,,0.0,1
,,,,0.0,0.0,,45.5,,,0.0,,,0.0,10.284,,0.968,,,,0.0,,6.0,,0.0,0.0,,,,,,,0.0,0.0,,,,0.0,8.066,,0.0,1
,,0.0,,,,,53.8,0.0,2.0,,,,,,,,,0.0,,,,,,,,2.518,,0.0,,1.322,,1.0,,,3.966,,,8.965,,,1
,2.4429,0.0,,0.0,,4.0,,0.0,,,,3.578,,10.289,4.0,1.003,,,0.0,0.0,,2.0,0.0,0.0,,,,,,,,,0.0,,,2.476,0.0,,0.0,,1
5.393,,0.0,0.0,0.0,,,47.4,,,,,,,,,0.969,1.109,0.0,,0.0,1.317,2.0,,,,,,,,,0.0,0.0,,,3.697,,,,0.0,,1
5.124,,,,0.0,,,,,4.0,,,4.148,,,10.0,,,,,,,,0.0,0.0,,,0.0,0.0,,3.93,0.0,,,,3.882,,0.0,,,,1
4.835,2.2543,0.0,0.0,,,,,,,,0.0,3.666,0.0,,0.0,,,,,,,,,,1.0,2.417,,0.0,,2.345,,0.0,,,3.942,1.944,,8.839,,0.0,1
4.802,,,0.0,4.0,,,,,2.0,,-0.538,3.601,,10.297,3.0,1.027,,,0.0,,1.245,3.0,0.0,0.0,,,,0.0,,2.684,,,4.0,2.0,,,,8.751,0.0,,1
,2.9714,,0.0,3.0,0.0,,,,,6.0,0.0,,,,,,1.137,0.0,1.0,,1.273,3.0,0.0,,,2.375,,0.0,20.668,,,1.0,,,,2.875,,8.841,,0.0,1
,3.0701,0.0,,1.0,,0.0,,0.0,0.0,,,,,,,,,,,0.0,,,,0.0,,,0.045,0.0,,,,0.0,,,3.599,,,,,,1
,,,,,,0.0,,,,3.0,0.0,,,9.183,0.0,,,0.0,0.0,,1.253,,,0.0,,2.101,,,0.0,,,0.0,,,3.587,2.381,,7.838,0.0,0.0,1
4.414,,0.0,0.0,,,,38.5,0.0,0.0,3.0,,,0.802,9.183,0.0,,1.141,,0.0,,1.252,,,0.0,0.0,2.101,-0.081,,0.0,0.975,,,,2.0,,2.381,2.0,,0.0,,1
,,,0.0,,,0.0,,,,,,2.883,,9.183,0.0,0.998,,0.0,,,,,0.0,,,2.101,-0.081,0.0,,0.975,0.0,1.0,,2.0,,2.381,,,0.0,,1
,,,0.0,1.0,,,,,1.0,3.0,0.0,,0.629,,2.0,,1.109,,0.0,0.0,,3.0,,0.0,,,0.004,0.0,0.0,1.075,0.0,,3.0,1.0,,,,,,,1
,,1.0,,2.0,0.0,,,,,4.0,,3.678,,,0.0,,,,,,1.366,6.0,0.0,0.0,1.0,2.414,,0.0,,,0.0,,,1.0,,,,,0.0,0.0,1
5.29,3.4786,,0.0,,,0.0,,5.0,,,0.0,,,,,1.002,1.136,0.0,,,,1.0,,,0.0,,,0.0,0.0,3.196,,,,0.0,4.699,,,9.633,0.0,,1
,2.2838,0.0,0.0,,,4.0,41.5,,,,0.556,3.887,1.048,,,0.982,1.128,,,,1.281,,0.0,,0.0,,,,,3.585,,2.0,,,,,3.0,,0.0,0.0,1
,,3.0,,,,2.0,,0.0,0.0,,0.0,,,,0.0,,,0.0,,,1.438,3.0,0.0,,,2.38,-0.001,,,,,0.0,,,,2.25,2.0,,0.0,0.0,1
,,,0.0,5.0,,,,1.0,3.0,,,,,,,,1.111,,,,,11.0,0.0,,,2.666,,0.0,,3.124,,5.0,8.0,1.0,,,,,1.0,,1
,3.2718,1.0,,6.0,,,,,,,0.0,3.665,,,,,,0.0,,0.0,1.232,,,,,,,0.0,,,,,3.0,,3.939,,,8.797,0.0,0.0,1
,2.5536,,,3.0,0.0,3.0,50.0,,,3.0,,,,,,,,,0.0,,1.313,2.0,,,,2.327,,0.0,,2.096,0.0,,2.0,,3.765,,1.0,8.528,,,1
,,2.0,0.0,0.0,,3.0,,0.0,0.0,0.0,,,,10.338,,,,0.0,,,1.352,,,,,,0.0,,0.0,2.758,,,,0.0,3.926,,,,,,1
3.618,3.2048,,0.0,,,,,,,0.0,0.0,,,8.412,0.0,0.983,1.083,,,,,1.0,,0.0,0.0,2.0,-0.214,,,,0.0,0.0,0.0,,4.034,1.967,,,0.0,,1
,,,,0.0,1.0,0.0,25.0,2.0,,,0.0,,0.722,,,1.078,,,0.0,1.0,,,0.0,0.0,0.0,2.0,0.389,,,,0.0,,,,,3.117,,,0.0,3.0,1
,,,0.0,,,0.0,32.7,,8.0,,-1.343,,,,32.0,,1.14,0.0,,0.0,1.18,0.0,,,,,,,,,0.0,,0.0,,,,,,0.0,0.0,1
,,,,,0.0,,,,1.0,,,,,9.762,,,1.141,,,0.0,,0.0,,,,1.98,0.0,,9.874,,,,,,,1.905,1.0,,,,1
4.17,,1.0,,,,,,,0.0,,,2.767,0.971,8.597,0.0,1.027,1.183,,,0.0,1.193,0.0,,,,,,0.0,0.0,,0.0,,1.0,,3.849,,3.0,,,,1
5.382,,0.0,0.0,,,,44.4,2.0,0.0,0.0,,,,,0.0,,,,,,,1.0,0.0,0.0,,,,,,,0.0,,0.0,,,4.417,,,0.0,,1
4.796,,,0.0,2.0,,,37.5,0.0,2.0,4.0,,,,,,1.039,1.14,0.0,1.0,0.0,,,,0.0,,2.243,,0.0,20.206,,,,,,3.837,,,,,,1
4.923,,0.0,0.0,1.0,,,40.0,,,2.0,,,,9.911,,,,,1.0,,1.213,1.0,0.0,,0.0,,,,20.135,,,,,1.0,,3.333,1.0,8.518,,,1
,3.3148,0.0,0.0,,,,38.9,,,,,3.37,,9.947,6.0,,1.132,0.0,,,,,0.0,,,2.251,-0.008,,,,0.0,,2.0,0.0,3.834,2.985,,8.549,0.0,0.0,1
,,,,2.0,0.0,,,1.0,,,0.0,3.375,1.16,,,,,,,,,,0.0,,0.0,,-0.008,,,,,,,,,,1.0,,0.0,,1
4.856,,,0.0,0.0,,,42.1,,,,,,,10.15,2.0,,,0.0,,,,,,,,,,,,2.83,,,0.0,,,,,,0.0,2.0,1
,2.8994,,,3.0,,,,,2.0,3.0,,,,10.403,6.0,1.001,,0.0,0.0,0.0,,,,0.0,,,0.001,,,,,1.0,,1.0,,2.542,,,,,1
,,,,2.0,0.0,4.0,,0.0,,,,3.872,,,8.0,1.012,1.118,0.0,,,,,,,0.0,2.426,,0.0,24.454,2.676,0.0,,,,4.738,,,,0.0,,1
,,,0.0,,0.0,,,0.0,,,,3.772,,,3.0,1.025,1.132,,,,,,0.0,1.0,,2.292,0.001,0.0,11.247,2.902,,,,,,,,,0.0,,1
,,,,6.0,,,46.2,0.0,,8.0,,,,,,1.01,,,0.0,0.0,,2.0,,,,,,0.0,,3.574,,,6.0,2.0,,,,,,,1
,,,,,,,,0.0,0.0,,,,,10.384,0.0,,1.09,,,0.0,1.355,,0.0,0.0,0.0,,-0.001,0.0,,1.305,0.0,,0.0,0.0,,1.859,,,,,1
,2.6152,3.0,,,,2.0,45.0,,,2.0,-1.233,3.998,,,6.0,,1.116,0.0,,0.0,,3.0,0.0,0.0,0.0,,0.0,0.0,,2.276,,0.0,,,,,,,,3.0,1
,,,0.0,,1.0,7.0,,,,,,4.337,,,9.0,,1.122,,,,1.275,,,0.0,,,,0.0,,2.313,1.0,,6.0,,,,3.0,9.415,,0.0,1
,,1.0,,11.0,,7.0,,,,12.0,,,0.917,11.157,,1.001,1.124,0.0,,0.0,,4.0,0.0,1.0,1.0,2.489,,,,,,3.0,,,4.065,2.229,,,0.0,1.0,1
4.593,,0.0,0.0,,0.0,0.0,,,,2.0,0.0,,,,,,1.149,0.0,0.0,,1.17,1.0,,0.0,,,,,,2.298,,,,,3.265,,1.0,7.58,,,1
4.768,,,0.0,2.0,,,,,1.0,,,,,,,,,,0.0,,1.278,1.0,0.0,0.0,,2.262,,,10.844,,0.0,,,,,2.515,2.0,8.644,0.0,,1
5.115,,,,6.0,,4.0,53.3,,,,,,,10.947,6.0,1.013,1.103,0.0,0.0,,1.3,,0.0,0.0,,2.529,0.0,0.0,24.736,2.583,0.0,,8.0,,,,2.0,,,0.0,1
5.28,2.0284,,,,,,,0.0,,,-0.647,,,,10.0,,,0.0,,,1.327,,,,,,,1.0,,2.585,1.0,,,,6.881,,1.0,11.664,0.0,1.0,1
,,,,8.0,0.0,,,0.0,2.0,16.0,,,1.709,,,,,0.0,1.0,,1.289,,0.0,,,,0.0,,21.618,,0.0,,,0.0,4.09,,,,,,1
5.003,,1.0,,,,6.0,37.1,3.0,,15.0,,,,,,1.03,,,1.0,0.0,,,,,0.0,2.38,0.0,0.0,,,0.0,6.0,,,,,5.0,,,,1
5.421,,,,,0.0,,52.6,,,,,,0.638,,15.0,,,,,,,7.0,,,0.0,,,,,3.126,,5.0,,3.0,,2.561,1.0,11.671,,1.0,1
5.468,2.0989,,0.0,,0.0,9.0,,,6.0,,-1.693,4.31,,11.288,,,1.108,0.0,,,1.261,,,,,,,0.0,,,0.0,5.0,,,,,,,0.0,,1
,,,0.0,,1.0,,42.9,,0.0,,,,,,,,,,,0.0,1.3,3.0,0.0,0.0,0.0,,0.001,,0.0,,,1.0,,,3.792,1.904,,8.475,0.0,0.0,1
,,,,,,,,1.0,,,,,,,0.0,,,,,,1.376,,0.0,,0.0,1.732,,,,1.0,0.0,0.0,0.0,,4.118,3.417,0.0,,,3.0,1
3.414,,,0.0,0.0,,,,,,,,,,,,1.014,,,0.0,,1.5,0.0,,,0.0,1.618,-0.501,0.0,0.0,,,,,0.0,,,,,,,1
,,3.0,0.0,,0.0,,27.3,,0.0,0.0,0.0,,,8.815,0.0,,1.136,0.0,,,,,0.0,,,,-0.226,0.0,0.0,,,0.0,,,,2.778,0.0,,,3.0,1
4.517,,,,,0.0,,,1.0,0.0,,,,,,,,1.129,,0.0,,,1.0,,,0.0,,-0.024,,,,,1.0,,1.0,3.562,1.963,,7.899,0.0,0.0,1
,2.7306,,0.0,,2.0,,,,0.0,,,3.271,1.124,10.724,0.0,0.972,,,,,1.2,,0.0,0.0,,,,0.0,0.0,,0.0,,,4.0,3.487,,,,0.0,,1
5.018,2.6755,,0.0,,,,,,4.0,,,,1.125,,8.0,,,0.0,,,,,,,,,,,,2.158,,0.0,0.0,2.0,,,,8.915,,0.0,1
,,,,,,,,0.0,,,0.682,,,10.012,,,,,,,,,0.0,,,2.364,,,,,0.0,,,,3.945,,,8.71,0.0,,1
5.014,,1.0,,,0.0,,57.1,0.0,,0.0,,3.647,,10.384,0.0,0.981,1.075,,,,1.419,,0.0,,0.0,2.469,-0.001,,0.0,,0.0,0.0,0.0,,,1.885,0.0,,,0.0,1
,,1.0,,,,0.0,30.0,0.0,,2.0,0.0,2.965,,9.067,,1.016,,0.0,0.0,0.0,,1.0,,0.0,,,,0.0,0.0,0.956,,0.0,,,,,,,,0.0,1
5.697,2.6497,,,,1.0,1.0,41.4,1.0,,,-1.903,,0.972,,,,,0.0,0.0,0.0,1.235,2.0,0.0,,,,,,,,,0.0,2.0,,,,,8.806,0.0,,1
,,,0.0,,,,,,0.0,,,3.51,1.842,,,,1.141,,,0.0,,,0.0,0.0,,,-0.001,0.0,,,0.0,0.0,,,,,,8.212,,0.0,1
,,,,0.0,,,,,,,,,0.722,,0.0,,,,,0.0,,,,0.0,0.0,,,,,,0.0,,,2.0,3.224,,,7.03,0.0,,1
4.214,2.904,,,,,0.0,,,,,,,,,0.0,,1.171,,,,,0.0,,,0.0,,,,,,,,2.0,,,,,,0.0,0.0,1
,,0.0,0.0,,,,,,0.0,0.0,,2.715,1.95,,,,,,0.0,,1.083,,,,,,,,,,0.0,,4.0,,,,3.0,,,0.0,1
,,,0.0,4.0,,0.0,,,0.0,0.0,,3.063,,,,0.985,1.175,,,0.0,1.104,,,,0.0,1.919,-0.024,,0.0,,0.0,0.0,6.0,,,2.2,4.0,7.275,,,1
,3.6943,,0.0,,,,25.0,3.0,,0.0,,2.62,,,3.0,,1.156,0.0,0.0,,,0.0,,0.0,,,,,,,,,,1.0,3.31,,,7.266,0.0,0.0,1
,,,0.0,,0.0,0.0,,,1.0,,,,,8.394,0.0,0.997,,,,,,,0.0,0.0,,,0.136,0.0,,,,0.0,3.0,,,,,,,,1
,,,0.0,0.0,,,,2.0,0.0,0.0,,,,,0.0,0.963,1.137,,0.0,,,,0.0,0.0,,1.975,,0.0,0.0,7.718,,0.0,0.0,,3.349,,0.0,8.202,,,1
,,0.0,,,,0.0,,0.0,,,,,,,0.0,,,,,0.0,1.171,,,,0.0,1.902,,,,,,,,4.0,3.496,3.528,4.0,7.753,,0.0,1
,3.9147,,0.0,,,,,3.0,0.0,,0.0,,,10.56,,0.963,,0.0,,0.0,1.271,,,0.0,,2.121,0.0,,,,0.0,,,,,1.552,,,0.0,,1
,,1.0,,0.0,,,23.1,,,0.0,,,,10.091,,,,0.0,,0.0,,,,0.0,0.0,,0.015,,11.347,1.836,0.0,0.0,0.0,0.0,4.415,,,,,0.0,1
,4.6932,,0.0,,,0.0,,0.0,,,,3.144,1.406,,9.0,1.041,,,,,,0.0,0.0,0.0,,,,,,1.309,,0.0,,,4.421,3.038,,,0.0,,1
5.271,,,0.0,0.0,0.0,0.0,30.0,6.0,,,0.0,,,,,,1.142,,,0.0,,,0.0,0.0,,,0.0,,,3.847,,,,0.0,,,,9.317,0.0,,1
5.262,,,,0.0,,,,,0.0,,,,2.733,,0.0,0.962,1.135,0.0,,0.0,1.299,,0.0,1.0,,2.257,,0.0,0.0,,0.0,0.0,,,4.278,,,,,,1
4.807,,,,,,3.0,,1.0,0.0,5.0,,3.099,,9.833,0.0,,,0.0,,,1.254,,,,,,-0.025,,,,0.0,,,,,2.333,,8.111,,0.0,1
4.807,3.2147,,0.0,,0.0,,40.0,2.0,0.0,3.0,0.0,,,,0.0,,1.129,,0.0,,,,,0.0,,2.246,,,,1.06,,1.0,2.0,2.0,,,,,,,1
,2.1379,,,,0.0,,,0.0,0.0,4.0,,,1.039,,,0.977,,,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,3.774,,2.0,4.0,,,,2.0,8.803,,,1
,,,,,,,,,2.0,,-0.89,,1.258,10.136,,1.008,1.13,,,0.0,,1.0,0.0,,,2.288,,,,,,1.0,,,3.733,2.667,,,,0.0,1
5.201,3.8748,0.0,,,,,,,,,-3.157,3.707,,10.498,,1.092,1.129,,1.0,,1.174,1.0,0.0,0.0,0.0,2.404,-0.001,0.0,,,,,2.0,,,,1.0,8.937,,0.0,1
,,,0.0,0.0,,16.0,,24.0,,,,,,,,0.988,1.129,0.0,,,1.236,4.0,,0.0,,2.467,,,,,0.0,,,4.0,3.897,,0.0,10.292,,,1
5.375,,,,1.0,,3.0,33.3,1.0,3.0,2.0,,3.564,,,6.0,,,,0.0,,,,,0.0,0.0,,,,,,,,,3.0,,3.16,,9.542,,0.0,1
,,,0.0,,0.0,,,1.0,,,0.0,,,,,,,0.0,,,,1.0,,1.0,0.0,,,,,,0.0,,,3.0,4.742,3.207,1.0,,0.0,,1
,2.6317,,,0.0,0.0,,,,4.0,0.0,,,,,,1.03,1.105,,,0.0,,,,,0.0,2.42,,0.0,,,0.0,,0.0,,4.737,,,9.671,,,1
,2.2586,,,0.0,,,,1.0,,,-0.589,3.389,0.799,,,1.012,,,0.0,,1.195,,0.0,0.0,,,,,,1.197,,0.0,,,3.686,2.611,,8.289,0.0,0.0,1
,1.7937,,0.0,6.0,,,,,0.0,,,3.673,,,,,,,0.0,,,2.0,,,0.0,,,,,3.872,0.0,,,,,,,,,0.0,1
5.665,,,,0.0,,,,0.0,,0.0,0.0,,0.432,,,0.976,,,,,,,,,0.0,,0.0,,,1.839,0.0,,0.0,,4.433,,,,0.0,,1
5.307,3.0431,10.0,,0.0,,,52.2,,1.0,,,5.701,0.719,11.156,4.0,1.089,1.03,0.0,,0.0,,,,,0.0,,0.0,,0.0,3.176,,,,0.0,,,0.0,13.877,,,1
,,,,0.0,6.0,,40.0,,3.0,,,4.889,,12.308,12.0,,1.125,0.0,,0.0,1.283,,,0.0,0.0,,0.0,,,,,3.0,,,3.956,2.0,,,,0.0,1
,1.5321,0.0,,,,,48.4,,0.0,4.0,,,0.541,11.432,,,1.108,0.0,,,1.315,4.0,,,,,,0.0,,5.586,,,4.0,,3.805,,1.0,,0.0,0.0,1
,,0.0,,,1.0,2.0,48.3,0.0,3.0,0.0,-1.283,3.768,0.922,10.779,8.0,,1.108,,,0.0,,2.0,0.0,,,2.461,,,11.372,,,0.0,0.0,,,2.662,0.0,8.81,,0.0,1
,2.6779,,,,0.0,,,,,,0.0,,,11.255,,,,0.0,,,,,,,0.0,2.416,,,,4.149,,4.0,4.0,6.0,,,,,0.0,,1
,,,,,,,53.3,,,,-5.135,,,,18.0,,,,0.0,0.0,,,0.0,,,,,,49.639,,,,,,,2.932,0.0,,,4.0,1
5.995,,6.0,0.0,,,,39.1,,,,,,,11.51,,,,,,0.0,,3.0,,,0.0,2.789,0.0,0.0,22.691,1.075,,,0.0,,4.405,3.355,,9.839,,6.0,1
,,,0.0,,,0.0,,,3.0,,,,,,8.0,,,0.0,,,1.237,,0.0,,,2.596,0.0,,23.572,1.434,,,,,,,,8.688,,,1
,,,0.0,0.0,0.0,,54.5,,,0.0,,,,,,0.974,,0.0,0.0,,1.369,7.0,,0.0,0.0,2.471,0.001,0.0,,,,0.0,0.0,,,1.806,0.0,,0.0,,1
,,4.0,,,0.0,,35.3,,,,,,1.016,11.356,,,1.119,0.0,,0.0,,,,1.0,,2.477,,,45.487,,,,,,,,,10.384,,,1
,2.6275,0.0,,0.0,0.0,,50.0,0.0,,0.0,,,,,2.0,1.003,,0.0,0.0,,1.29,,,,0.0,,,,,2.131,0.0,,0.0,,,,,8.701,,,1
5.369,,5.0,0.0,2.0,1.0,0.0,37.0,1.0,2.0,,,,,,,,1.115,0.0,,0.0,,,,0.0,0.0,,,,,2.749,,,3.0,,,2.77,1.0,,0.0,4.0,1
4.303,3.5568,,1.0,,0.0,,,,,,0.0,,0.862,9.067,0.0,,1.199,,0.0,0.0,1.194,,,0.0,,,0.15,,0.0,,0.0,0.0,,,,2.694,4.0,,0.0,0.0,1
,2.8292,,0.0,0.0,2.0,,30.0,4.0,,1.0,0.0,,,,2.0,,,0.0,,0.0,,,0.0,,,2.394,,,,,,0.0,,,,,,,,,1
,,,0.0,,,,,0.0,,,,,,,0.0,0.99,,0.0,,,,2.0,,0.0,,,0.0,,,,,,,0.0,,1.85,2.0,9.806,,0.0,1
,2.368,,0.0,,,,28.6,0.0,,,,2.647,,,,,1.149,,0.0,,,1.0,,,,,,0.0,,,0.0,0.0,,0.0,,2.167,,,,0.0,1
,3.6508,0.0,,,,,,0.0,0.0,,,,0.881,9.803,0.0,1.041,,0.0,,0.0,,1.0,,0.0,0.0,,,,0.0,0.95,0.0,0.0,0.0,6.0,3.775,,,8.228,,0.0,1
4.732,,0.0,,,0.0,,25.0,,,3.0,,,0.881,9.803,,,1.177,0.0,0.0,,,,,,,,-0.029,0.0,30.54,,,0.0,0.0,,,,,,0.0,0.0,1
,,,,,6.0,,,,6.0,,,4.908,,12.308,,,,0.0,,0.0,,,,,0.0,,0.0,,,3.898,0.0,,,,,,,,,,1
,2.2234,,0.0,,,0.0,,0.0,,6.0,1.397,,0.0,,,,1.145,,,,,,0.0,,0.0,2.291,,,,1.145,,,,,,,2.0,7.886,,,1
,,0.0,0.0,,,0.0,30.0,,,,,,0.0,9.728,0.0,,1.154,,0.0,,,3.0,,0.0,,,-0.021,0.0,,,0.0,0.0,,,3.369,,2.0,,0.0,0.0,1
,,0.0,0.0,4.0,,6.0,42.3,,4.0,8.0,,4.241,1.776,11.051,,1.004,,0.0,,0.0,1.267,,0.0,0.0,,2.392,,,45.646,4.905,0.0,,,2.0,,,2.0,,0.0,,1
,,,,16.0,,7.0,42.4,,5.0,14.0,-1.123,,,,5.0,,1.121,0.0,,0.0,,,,,,,,,,4.374,0.0,4.0,,,,2.444,,,,1.0,1
,,2.0,,,0.0,8.0,,,4.0,20.0,,4.79,0.774,,,,,0.0,,,,,0.0,,0.0,,,,49.391,,,6.0,18.0,,,2.543,6.0,,0.0,,1
,,,1.0,11.0,,7.0,47.2,1.0,,11.0,0.0,,,10.931,6.0,1.02,1.117,0.0,,0.0,,,0.0,0.0,0.0,2.418,0.0,,,,,,,,3.956,2.594,,,0.0,,1
5.325,3.1038,,0.0,2.0,0.0,,,0.0,,2.0,-1.249,4.049,,10.761,,,1.095,0.0,0.0,0.0,1.331,,0.0,1.0,,2.534,,,,,,,,,,,,,0.0,,1
,,,0.0,,,2.0,47.1,,1.0,0.0,,,,,,,1.107,,0.0,0.0,,,,1.0,,,-0.007,0.0,,,,,,,3.922,,0.0,,,,1
,,,0.0,,,0.0,30.8,,,2.0,,3.243,,,4.0,0.998,,,0.0,0.0,1.141,1.0,0.0,,,2.251,,,10.518,,,,1.0,3.0,3.446,2.621,1.0,,0.0,,1
,1.1349,,1.0,,,0.0,,,,,,1.544,0.0,,0.0,1.015,1.235,1.0,,0.0,0.863,,,,0.0,,,0.0,0.0,,,0.0,,,,,2.0,4.917,,,1
4.214,,0.0,,0.0,0.0,,,,0.0,,,,,8.755,,,1.138,0.0,,,,0.0,0.0,0.0,,1.902,,,,,,,,,,,0.0,7.038,,,1
