COMPACTNESS,CIRCULARITY,DISTANCE_CIRCULARITY,RADIUS_RATIO,PR_AXIS_ASPECT_RATIO,MAX_LENGTH_ASPECT_RATIO,SCATTER_RATIO,ELONGATEDNESS,PR_AXIS_RECTANGULARITY,MAX_LENGTH_RECTANGULARITY,SCALED_VARIANCE_MAJOR,SCALED_VARIANCE_MINOR,SCALED_RADIUS_OF_GYRATION,SKEWNESS_ABOUT_MAJOR,SKEWNESS_ABOUT_MINOR,KURTOSIS_ABOUT_MAJOR,KURTOSIS_ABOUT_MINOR,HOLLOWS_RATIO,class
88.0,39.0,70.0,,,7.0,148.0,44.0,19.0,,167.0,,,,5.0,13.0,193.0,201.0,bus
91.0,,101.0,,,,,34.0,,,219.0,574.0,199.0,,5.0,,186.0,194.0,opel
91.0,36.0,,162.0,61.0,8.0,,,19.0,,163.0,,137.0,63.0,,31.0,,200.0,saab
80.0,44.0,,,,,151.0,,,,170.0,333.0,,80.0,,16.0,180.0,,bus
,,105.0,212.0,64.0,,,33.0,23.0,,212.0,602.0,162.0,,2.0,7.0,193.0,,opel
,52.0,,,67.0,9.0,189.0,35.0,22.0,161.0,,,240.0,72.0,2.0,,,195.0,opel
87.0,42.0,70.0,139.0,59.0,7.0,149.0,,19.0,,177.0,327.0,156.0,78.0,,,185.0,,bus
94.0,37.0,72.0,146.0,60.0,,133.0,,,,161.0,262.0,128.0,,2.0,,192.0,,van
97.0,,75.0,,,,171.0,,,,,450.0,,,,6.0,197.0,199.0,bus
96.0,45.0,101.0,201.0,,9.0,,,,,218.0,552.0,,73.0,,19.0,,197.0,saab
106.0,53.0,,154.0,,4.0,237.0,,,164.0,,838.0,,82.0,4.0,17.0,,,bus
111.0,50.0,,199.0,,11.0,,,,156.0,223.0,663.0,,68.0,,9.0,190.0,200.0,saab
96.0,39.0,,,,8.0,134.0,52.0,18.0,,160.0,,139.0,,7.0,20.0,,184.0,van
,,96.0,,,9.0,198.0,33.0,,150.0,,586.0,191.0,,4.0,,190.0,,saab
88.0,42.0,64.0,151.0,62.0,8.0,130.0,51.0,,142.0,150.0,,,,3.0,,203.0,,van
87.0,44.0,,,,10.0,,35.0,22.0,141.0,214.0,535.0,,,2.0,,187.0,,opel
,54.0,96.0,,,12.0,218.0,,24.0,,,694.0,217.0,71.0,2.0,21.0,187.0,198.0,saab
,37.0,52.0,,54.0,6.0,115.0,58.0,,,135.0,196.0,144.0,,11.0,,186.0,,van
85.0,43.0,,,56.0,,,,19.0,145.0,166.0,319.0,171.0,,6.0,11.0,179.0,182.0,bus
107.0,,,213.0,,11.0,,,25.0,172.0,221.0,709.0,216.0,70.0,,7.0,187.0,,saab
,,,126.0,52.0,9.0,,53.0,18.0,,,,119.0,71.0,2.0,13.0,191.0,190.0,van
,52.0,100.0,203.0,62.0,10.0,217.0,31.0,,,,,214.0,72.0,,4.0,,197.0,saab
,,,,59.0,7.0,163.0,,,,189.0,,,,7.0,13.0,,192.0,saab
85.0,43.0,,120.0,,,,,,145.0,,,174.0,87.0,,,,181.0,bus
86.0,,,150.0,64.0,9.0,138.0,48.0,18.0,,,285.0,,69.0,6.0,0.0,192.0,,van
100.0,,104.0,,52.0,10.0,,,23.0,,217.0,,193.0,69.0,5.0,,188.0,,opel
,46.0,,,,6.0,,34.0,22.0,147.0,,,174.0,73.0,,,194.0,197.0,bus
87.0,41.0,76.0,,67.0,7.0,,45.0,19.0,140.0,171.0,327.0,152.0,,7.0,13.0,188.0,,bus
,40.0,53.0,114.0,,6.0,132.0,53.0,18.0,140.0,142.0,247.0,157.0,,8.0,,176.0,183.0,van
85.0,,,,55.0,,,55.0,17.0,,137.0,219.0,144.0,64.0,,,,201.0,opel
111.0,53.0,108.0,211.0,,11.0,,32.0,23.0,,,,216.0,64.0,,2.0,196.0,205.0,saab
103.0,,100.0,185.0,,11.0,216.0,31.0,,,219.0,684.0,219.0,,15.0,11.0,186.0,194.0,opel
92.0,,76.0,,71.0,6.0,,,,131.0,,350.0,,72.0,6.0,14.0,195.0,,bus
88.0,41.0,,147.0,62.0,8.0,146.0,,,,169.0,318.0,161.0,,4.0,,,,van
84.0,38.0,60.0,128.0,56.0,,132.0,50.0,18.0,130.0,148.0,261.0,,,,4.0,185.0,188.0,opel
,44.0,80.0,191.0,66.0,6.0,162.0,40.0,20.0,143.0,,,,66.0,13.0,11.0,,,opel
,47.0,,205.0,71.0,7.0,176.0,36.0,21.0,152.0,,,,,7.0,,198.0,201.0,bus
104.0,52.0,,206.0,62.0,,198.0,,23.0,,207.0,587.0,,64.0,2.0,5.0,195.0,,opel
81.0,43.0,68.0,148.0,64.0,,150.0,45.0,19.0,144.0,,330.0,171.0,80.0,1.0,2.0,,185.0,bus
88.0,,82.0,,56.0,8.0,,43.0,19.0,,180.0,357.0,170.0,,3.0,0.0,,193.0,saab
103.0,,,,56.0,11.0,210.0,32.0,,163.0,222.0,650.0,,73.0,8.0,,187.0,,saab
83.0,,,139.0,59.0,,,,,,172.0,336.0,183.0,,,,,,bus
,,55.0,120.0,,,142.0,,19.0,128.0,153.0,295.0,,81.0,,,180.0,183.0,saab
,55.0,103.0,,63.0,,,31.0,24.0,,219.0,677.0,219.0,75.0,5.0,,185.0,194.0,opel
83.0,39.0,69.0,127.0,54.0,,135.0,49.0,18.0,,155.0,,,,16.0,,187.0,,opel
,38.0,72.0,192.0,,,,38.0,20.0,131.0,,,,,,3.0,,,bus
,48.0,77.0,132.0,,10.0,157.0,,20.0,164.0,,354.0,,78.0,1.0,3.0,182.0,191.0,van
85.0,43.0,66.0,123.0,55.0,,,45.0,,146.0,172.0,326.0,173.0,83.0,,,180.0,,bus
,,,154.0,,,,45.0,,147.0,186.0,,186.0,88.0,,,,185.0,bus
,48.0,,,64.0,11.0,161.0,43.0,,167.0,175.0,375.0,186.0,74.0,3.0,16.0,185.0,195.0,van
,,108.0,204.0,,11.0,,31.0,,172.0,226.0,707.0,203.0,,,,189.0,203.0,saab
95.0,43.0,96.0,202.0,65.0,10.0,,,22.0,,,534.0,166.0,,6.0,27.0,,197.0,opel
93.0,42.0,,192.0,63.0,9.0,185.0,,22.0,,206.0,508.0,173.0,70.0,10.0,,189.0,,saab
87.0,38.0,71.0,,53.0,,137.0,,18.0,,158.0,,,,,9.0,,186.0,saab
104.0,,96.0,231.0,74.0,11.0,220.0,,25.0,172.0,223.0,713.0,218.0,73.0,6.0,16.0,,,opel
,,,,65.0,,,46.0,19.0,145.0,163.0,,140.0,,4.0,,,207.0,van
,54.0,105.0,213.0,,10.0,,33.0,23.0,,,,,68.0,10.0,,,198.0,opel
106.0,55.0,96.0,,60.0,12.0,221.0,30.0,,173.0,225.0,,,72.0,,,186.0,,opel
86.0,,84.0,,57.0,8.0,,,20.0,133.0,185.0,358.0,157.0,74.0,0.0,23.0,,190.0,opel
95.0,,92.0,,,10.0,178.0,,,154.0,,,,64.0,2.0,0.0,,,opel
,57.0,,,54.0,,224.0,30.0,25.0,188.0,223.0,,213.0,72.0,,7.0,185.0,,opel
89.0,42.0,,125.0,53.0,7.0,131.0,51.0,18.0,,162.0,,162.0,,,17.0,188.0,191.0,van
95.0,49.0,82.0,139.0,,11.0,159.0,,20.0,162.0,173.0,365.0,,75.0,7.0,10.0,182.0,,van
97.0,,70.0,173.0,66.0,7.0,151.0,,19.0,,,346.0,119.0,,0.0,,,208.0,bus
100.0,47.0,,,70.0,7.0,162.0,40.0,,153.0,,,172.0,,9.0,6.0,200.0,205.0,bus
,49.0,109.0,,61.0,,212.0,31.0,24.0,,229.0,665.0,215.0,71.0,16.0,,190.0,199.0,saab
92.0,46.0,83.0,154.0,56.0,,160.0,,,148.0,,382.0,184.0,,,5.0,,191.0,saab
,36.0,51.0,114.0,53.0,4.0,135.0,50.0,,126.0,,268.0,,86.0,15.0,,181.0,,saab
111.0,,105.0,,,,265.0,,29.0,,285.0,,,85.0,4.0,8.0,181.0,183.0,bus
87.0,,66.0,,,8.0,,47.0,18.0,148.0,168.0,,175.0,73.0,,12.0,188.0,,van
94.0,46.0,,169.0,60.0,8.0,,42.0,20.0,148.0,181.0,,181.0,67.0,,2.0,,,saab
,,,142.0,57.0,10.0,151.0,44.0,,,,339.0,159.0,,2.0,,187.0,200.0,van
,,72.0,,,8.0,137.0,48.0,,,,283.0,171.0,65.0,9.0,4.0,,,van
93.0,34.0,66.0,140.0,56.0,7.0,130.0,,,120.0,151.0,,114.0,,,29.0,201.0,207.0,opel
93.0,39.0,87.0,183.0,,,,,20.0,,200.0,,,72.0,,25.0,188.0,195.0,saab
89.0,46.0,84.0,163.0,,11.0,,,20.0,159.0,,368.0,,,1.0,20.0,186.0,197.0,van
,,101.0,222.0,67.0,,222.0,30.0,25.0,173.0,,,,70.0,3.0,4.0,,201.0,saab
,,78.0,,58.0,7.0,135.0,50.0,,124.0,155.0,270.0,,66.0,,,190.0,,saab
,,,123.0,55.0,,120.0,,17.0,,140.0,,,73.0,,18.0,186.0,,van
