bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
f,,f,,,,f,f,,,,,g,,n,,f,,f,f,,,,f,,,,f,,f,,,,,,,won
,f,f,,,f,,f,f,f,,,,,n,f,f,,f,,,,f,f,,,,,f,,f,,t,t,t,n,won
,f,f,,f,,f,f,f,f,,,,,,,,t,f,,t,,,f,f,,,f,f,f,f,f,,t,,,won
,,,f,,,f,f,,,f,,g,,,,f,t,,,t,,f,,f,t,f,,,f,f,f,t,,t,,won
,f,f,f,f,f,,,,f,f,t,,f,,f,,t,f,,,f,f,,,,,f,f,f,,,f,t,,,won
,,,f,,,f,f,,f,,,,,,f,,,,,,f,,f,,,,f,,f,f,,,t,,n,won
f,,,,,,,,,,f,t,g,f,n,,,,,f,t,,,,,f,,,,f,,,,,t,n,won
,f,,,,,f,f,,,,,,f,,,,,f,f,,f,,,,f,,f,,f,f,f,t,,t,,won
,f,,,,,,,,f,f,,l,f,,,,,f,,t,,f,,f,,,f,f,,,,,,,t,won
f,f,,f,f,,f,,,f,,f,,,n,f,,,,,,,,,,,,f,,,,,,t,,,won
f,,f,f,f,,,,f,f,,f,l,f,n,,,,,,,,,t,,,,f,f,,f,f,,t,,,won
,,f,,,f,,f,t,,,f,l,f,,f,,t,,,t,,,,,,,,,,,,,,,,won
f,f,,f,,f,,f,,,f,f,,f,n,f,f,,f,f,,f,,,f,,,f,,,,,,t,t,,won
f,f,f,,,,f,,f,f,,,l,f,,,,f,,f,,,f,,,t,,f,f,f,f,,,f,t,,won
f,f,,,,f,,f,f,,,,,f,n,f,,,,f,,,f,,,,,,f,,,f,t,f,,t,won
f,,,,t,,,f,,,,,,,,f,f,f,,f,t,f,f,,f,,f,,,,f,f,,,,,won
,,f,,f,,f,,,f,,,,,n,f,f,,,,,,,t,f,,f,,f,f,,,f,f,,,won
f,,f,,f,,f,f,,f,f,,,f,,f,,,,f,,f,,,,,f,,f,,,,,f,,,won
f,,f,f,f,,,f,,,f,,l,f,,,,t,f,,,,,,,,f,,,f,,,,,,,won
,,,f,,,,,,,f,f,,,,f,f,,,,,t,,,,,f,f,,,f,,,t,t,,won
,,f,f,,,,,f,,,,,f,,f,,t,,,,,f,,,,,,,,,f,,,,,won
,,,,,,,,t,f,f,,,f,n,f,f,,,f,,,f,,f,t,,,f,f,,f,t,,,,won
,f,,f,f,t,,f,f,f,f,,l,,,,f,,,f,t,,f,f,,t,f,,,,,,f,,t,,won
f,,,,,,,,f,,,,l,,n,f,f,,f,,,f,f,,,,,f,,f,,f,,f,,t,won
,f,,,t,,,,,,f,f,,,,,f,f,,,t,,,f,f,,,,,f,,,t,f,,t,won
f,f,f,,,,,,,,,,l,f,n,f,,,,f,,,,,,t,,,f,f,,,,,,,won
,f,,,f,f,f,,f,,,,,,,,f,,,,,,,,f,f,,f,f,,f,,,t,,,won
,,f,,,f,,f,,,f,,l,,n,,,,f,,,f,,f,f,,,f,f,,,f,t,,,t,won
,f,f,,f,,,,,,,f,l,,n,f,f,t,,f,,,f,,,,f,f,f,f,f,f,,,,t,won
,f,,f,f,f,f,f,,,f,,,,,,,,f,f,t,f,,,f,f,,f,,,,f,,,,,won
f,f,,f,,,,,,,,,,f,,,,,f,,,,,,,f,f,,f,f,,f,f,,t,,won
f,f,f,,t,f,,,f,,,,l,f,,,f,f,f,f,,f,,,f,,,,,f,f,f,,,,t,won
,,f,f,,,,f,,,,,l,,n,f,,,,f,t,,f,,,,,,,,,,t,f,,t,won
,,,f,f,,f,f,f,f,,f,,f,,f,f,,,f,,,f,,,,,,,,,f,f,,t,t,won
,f,,,,t,f,,f,f,,f,,,,,,t,,,t,,,f,,,,,f,f,,f,f,,,t,won
,,f,,,t,,,,f,,,,f,,,f,t,,,t,,,f,,,,,,f,,,,,,,won
f,,,,,t,f,,f,f,,,l,,,,f,t,,f,t,,,t,,,f,f,f,f,,f,,,t,t,won
f,,f,,,,,,f,f,,f,l,,n,,f,,f,f,,f,f,t,f,f,f,,,,f,,,,,,won
,,f,,,,,f,,,,f,,f,,,f,,f,,t,f,,f,,,,,,,f,f,,f,,,won
,,f,f,,,,,,,,,l,,,f,f,,f,,,f,,f,,,f,,,f,f,f,,,t,,won
,,,f,,f,,,f,t,,,,,,,f,,f,f,,,,f,,t,f,,,f,,,,t,,,won
,,,,t,,f,f,,t,,f,,,n,,,t,f,,,,f,,,,f,f,,,,,,,t,n,won
f,,,,t,f,f,f,f,,,f,,,n,,,t,,f,,,,t,,,f,,,,f,f,f,t,t,,won
f,,f,,f,,,f,f,,,f,,,,,f,,f,f,t,,,,,t,,f,f,f,,f,,,,,won
,f,,,,,f,,,,t,f,l,f,,,f,,f,,,,,,,t,,,f,,,,t,,t,,won
,,,f,,,f,,,,,,l,,,,f,,f,,t,,,,,t,,,,f,,f,,,,,won
,,,,f,,f,f,,t,,,l,f,,,,,f,f,,,,,,t,f,,,,,,f,t,,,won
,,,f,,,,f,,,,,,,,,f,,,f,t,f,f,,f,t,,f,,,f,,,t,,n,won
f,,,,,,f,,f,t,,,l,,,f,f,,f,t,t,f,,f,f,t,,,f,f,f,,f,,,n,won
,,f,,,,f,,,,,f,l,,,,,f,,,t,,,,,t,,,f,f,f,f,f,,t,n,won
,,,f,,,f,,f,t,,,,f,,f,,t,f,,,,f,f,,t,f,,,,,,,t,t,n,won
,,f,,,,,,,t,,,,f,,,,,,f,,,,,,,f,f,f,f,,f,,,,,won
,,,,,t,,,,,f,,,,,f,f,t,f,f,t,,,,,,,,,f,f,,f,,t,,won
,,,,f,,t,f,,,,,l,,n,,,,f,,,,f,,,,f,,,f,,,,,,n,won
,,,f,f,,f,,,,t,,l,f,,,,f,,t,,,f,f,,t,f,f,,f,,,f,t,,,won
f,,,f,f,,f,,,,,,l,f,,,,f,,,t,,,t,f,,f,,,,f,,,t,t,,won
f,,,,,,t,,,t,f,,,,,f,f,t,,f,t,,,f,,t,,f,,,,,,,,,won
,,f,f,f,,f,,,t,,f,l,f,,,,f,,f,t,,,f,,,f,,,,,,,t,t,,won
,f,,,,,,,f,,f,f,l,,,,,,f,f,t,,,,f,f,,f,,,,f,f,,t,n,won
,f,,,,f,,,,,f,,g,,,f,,,,,,,,,,,,f,,f,f,,f,,,n,won
,,f,f,t,,,,,t,,,g,,,f,,,,,,,f,f,f,,f,,f,,,,,,t,,won
,,,,,,f,,,,,f,,f,,f,f,,f,,t,f,f,t,f,t,,,f,,,,,t,,,won
,f,,,,f,,f,f,t,t,,,,,f,,t,f,,,f,,f,f,,f,f,f,f,,,,t,t,,won
,f,,,t,f,,,,t,,,,f,,,,,f,,,f,,,,,,,,,,f,,t,,,won
f,,,f,f,,,,,,,,g,,n,,,t,,,,,,f,,,f,,f,f,,f,,t,,n,won
,,,,t,,f,,f,,,,,,n,,,t,,,,f,,,f,,,,,,f,,,,t,,won
,,,,,f,f,f,f,,t,f,,,,,,,,,,f,,t,,t,,f,f,,,f,t,,t,n,won
f,f,f,,f,,,,,t,,,g,f,,,f,,,,,f,t,,,t,,f,,f,,,,t,,,won
,f,,,f,t,f,f,,t,f,f,,f,n,,f,,,,,f,f,,f,,f,,,,f,,f,t,,,won
,,f,f,t,t,,,f,t,,,,f,n,f,,t,f,f,t,,,,f,,,,f,,,,,,t,,won
,,f,f,t,,,,f,,f,,,,n,,f,t,,,,,f,,f,,f,,,f,,,,t,t,n,won
,f,,,,t,f,,,t,,,,,n,f,f,,,,,,,t,,,,,,,f,f,,,,n,won
,f,,,,,,,f,,t,,g,,,f,,,f,,,,,,,,,,,,f,,,,t,n,won
,,,,,t,f,,,t,t,f,,f,,,,t,,f,t,f,,f,,,,,,f,,f,,t,,,won
f,f,f,,,t,t,,f,t,,,g,,,f,,,,,,,f,,,,,,,,f,f,,t,t,,won
,,f,,f,t,,,,,t,f,g,f,n,,f,,,,,f,,f,,t,,,,,,,t,t,,n,won
,,,,f,,,,f,,,,g,f,,f,,t,,f,,,,,f,,,,f,,f,,,,t,,won
,,,,,,,f,,,t,f,,f,,f,f,,,,t,,f,t,f,t,,,,f,,,,,t,,won
,f,f,f,f,,,f,,t,,,g,f,,f,f,,,,,f,,,,t,,,,,f,f,,,t,,won
,f,f,,,,f,,,,f,,g,f,n,f,,t,,,,f,,,,f,,,f,f,,,,t,t,,won
f,,,,,,,,,,,f,g,,n,f,,,f,f,,,,,,f,,f,f,f,f,,,t,,n,won
,,,,t,,,,f,,,f,g,f,,,,,,f,t,,f,,,,,f,,,f,,f,,t,n,won
,,f,,f,t,f,f,f,,f,,g,f,,,,t,f,,,,,f,f,,,f,f,,,,,,,,won
f,,,,,,,,f,t,,,,,,,,t,f,,,f,f,f,f,,f,,,,,f,f,,t,,won
,f,f,f,,,t,,f,t,f,,g,,,,,,,,,,f,f,f,,f,,,f,,,f,,,,won
,,,f,,,f,f,f,,,f,,,,,,,,f,,f,,,f,,,f,,f,f,,f,t,,,won
,f,f,f,,,f,f,,,,,l,f,,,,t,,,t,,,,f,,f,,f,f,f,f,f,t,t,n,won
f,,,,f,f,,,,t,,t,l,,,,,f,f,f,,,,f,,t,,,,,,f,,t,t,n,won
,f,,,,,,f,,t,,t,,,,,,,f,f,,,,,f,t,f,,f,,,f,,t,t,n,won
,f,f,,f,,,,,t,,,,f,,,f,,,f,,,f,f,,t,,,f,f,,,,,,n,won
f,f,f,f,,f,f,,f,t,,f,,f,,,,,,,,,f,,f,t,,,,f,,,f,,,t,won
,f,,,f,f,,f,,,,,,,n,f,f,,,f,t,,,,f,,,,,f,f,f,,t,t,t,won
f,,f,,,,,,f,,,f,,,n,f,f,f,,,,f,f,,,,,f,f,,f,,f,,,t,won
,f,,,,f,,f,,,f,f,,f,,f,f,,,,,f,,,,,,f,,f,f,f,,t,,,won
f,,f,f,,t,,,f,t,f,,l,,,,,,f,,t,f,,,f,t,,f,f,,f,f,,,,t,won
,,,,f,,f,,f,t,,,,,,,,t,,,,f,,t,f,,,,f,f,,f,f,,,t,won
,f,f,,f,t,,f,,,f,,,,n,f,,,f,,,,f,f,f,t,f,,f,f,,,,,,,won
,f,f,,,,f,f,f,,,,l,,n,f,,,,,t,,f,f,,,f,,,,f,,,,,,won
,,f,,,,f,f,,t,,,,,,,,,,,t,f,f,f,,f,,f,,f,f,,,,,t,won
f,f,,f,t,,,,,,,f,l,,n,f,,,,f,,,,,,,,f,f,f,,f,,t,,t,won
f,f,,,f,f,,,f,,f,,l,,,,,t,f,,,f,f,,f,f,f,,,f,f,f,,,,,won
,,,,,f,f,f,f,,,f,l,,n,,,,,,t,,,,,,f,,,f,f,,f,t,t,,won
f,,f,f,t,,,,,t,,,l,,,,f,,f,,,,,,,,f,,f,f,,f,,t,,,won
f,f,,,f,f,,,,,f,f,l,,,,,,f,,,,,,,,,f,f,,f,f,,,t,t,won
,,f,,f,f,,f,,t,,f,,f,,,,,,,,,f,,f,,f,f,,f,,,,,,t,won
f,f,,,f,f,,,f,t,,f,,,,,f,f,,,,,,f,,f,f,,,f,,,f,,t,t,won
,f,f,f,,,,,,,,f,l,f,,,f,t,,,t,,,f,,f,,f,f,,,,f,t,,t,won
f,,,f,,,f,,,,,,,,,,f,,,,,f,,,,f,f,,,f,,,,,t,,won
,,,f,,,,f,,,,,l,,,f,,t,f,f,,f,,,f,f,f,,,f,,f,,,,t,won
,f,,f,,,,,f,,f,,,,,,f,t,f,,,,,t,,,f,f,,,,,,,,,won
,,,,f,t,,f,,t,f,f,l,,,,,t,f,f,,f,f,,,,,,,,f,,,,,,won
,f,,,f,t,f,,,t,f,,,,n,,,,,,t,f,,f,f,f,,f,,,,,f,,,t,won
f,,f,,,,f,,,,,f,,,,,f,t,,,t,f,,,f,,,,,,f,,,,,t,won
f,f,,,,,,f,,,f,,,,,f,f,,,,,f,f,,,,,,,f,,f,,t,,t,won
,,,,,,f,,,,,,g,f,,,,t,,,,f,f,f,f,,f,,,,f,f,,,,,won
,,,,,,,,,t,,t,,,,,,,,f,t,,f,f,f,t,,,f,,f,,,t,t,,won
,f,f,,,,f,f,f,,f,t,,,,,f,,f,f,,,,f,,,f,f,,,f,,,t,t,,won
f,f,,,,,,f,,,f,f,,,,,,t,f,f,f,,,,,t,f,,f,,,,,,t,,nowin
,,,,t,f,,,f,,,f,l,f,,f,f,,f,f,,,,,f,,,,,,,f,t,t,,n,nowin
f,,,f,f,f,f,f,,,f,f,l,,,f,f,,,f,f,f,f,,,,f,,,f,f,f,t,,,n,nowin
,,f,,,f,f,,,,,f,l,f,n,,f,,f,,,f,,f,,,,f,f,,,,f,t,,n,nowin
,f,,f,,,f,f,,f,f,f,,f,,,,t,f,f,f,,,,,,,,,f,,,,,,,nowin
f,,,,f,,,f,t,f,f,,l,,n,,,,,,,,,,f,t,,,,,,,,t,f,n,nowin
f,,,,t,,,f,t,f,,,,f,,f,f,,,,,,f,f,,,,,f,,,t,,,,n,nowin
,,,f,,f,f,,f,,f,f,,,n,f,f,,,f,f,,f,,f,,,f,f,,,,,,,,nowin
f,f,,,,,,f,f,,f,,,,,,f,,f,,,,,,,t,,f,,,f,t,f,,f,,nowin
f,,,f,f,f,f,f,f,,,,l,,,,,t,,,,f,f,t,,,,,f,,,t,,,f,,nowin
,,f,,f,,f,,,,,f,,,,,,t,,f,,,,,,,f,f,,,,t,,,,n,nowin
f,,f,,t,f,f,,,f,,,l,f,,,,t,,f,f,,,f,,,f,f,f,,f,f,,,,n,nowin
,,f,,,,f,,,f,,,l,,,,,t,f,,f,f,f,f,,,,,,f,f,f,,,,,nowin
f,,,f,,,,,,,,,l,,n,,,t,f,,,f,f,f,f,,f,f,f,,,f,f,,,n,nowin
f,,f,f,f,,f,f,,,t,,,f,,,,,,t,f,,f,,f,,,f,f,f,t,f,f,t,,n,nowin
f,f,f,,f,f,t,f,f,,t,,,,,,,,,,f,f,f,f,f,t,,,f,f,,,,t,,n,nowin
,f,,,,f,,,f,,,f,,f,,,f,,,,,,,,,t,,,f,f,,,f,,,,nowin
,f,,,,,,f,,,,,,f,,f,f,,,,,,,,,,,f,f,f,,,,,,,nowin
,,f,f,f,,,f,f,,,f,l,f,n,,f,t,,t,f,f,,,f,,,,,,f,f,,,,n,nowin
,f,f,,f,f,,,f,,,f,,f,n,f,,,,f,,,f,f,f,,,,,f,t,,,t,,,nowin
,,,,,f,f,,,,,f,,,,f,,,,,,,f,,,t,,f,,f,,,,t,,,nowin
f,,f,,,,,,,,t,,,,,f,,t,f,f,f,f,f,f,f,,f,f,,,,,,,,,nowin
,f,f,,t,f,t,,f,f,t,,,,n,f,,,,,,,,,,,f,f,,f,,,,t,f,,nowin
,,f,,,f,,,,f,,,,,n,f,f,t,,,,,f,,,,f,,,,t,,,,f,,nowin
,f,,,,f,f,,,,t,,,,n,f,f,,,,f,,f,,f,,,f,f,,f,f,f,t,,,nowin
f,f,f,f,,,f,,,,t,,l,f,n,,,,,t,f,t,,f,,,f,,,f,f,f,,,,,nowin
f,f,,f,t,f,,f,,f,,,,,,f,,,,f,,t,,f,,t,f,,,,f,f,,,f,,nowin
,,f,,,f,f,,,,,,l,f,,f,f,,,t,,t,,f,f,t,f,f,,,,,,,f,,nowin
,f,,,,f,f,,,,,f,,,,,,t,,f,,t,,,f,,f,f,,,,,,,f,,nowin
f,f,,,,,,f,t,,,,,,,,f,,,,,t,f,f,f,,,f,,,t,f,t,,,,nowin
f,,f,,,f,,,,f,t,,,,,,f,t,,,,f,,,f,,f,,f,,t,f,f,t,,n,nowin
f,,,,,f,,,,,t,f,,f,,,f,,,,,,,t,,t,f,f,,,t,f,,t,,,nowin
,,,,,,f,f,,,,,l,f,,f,,,,t,f,f,,t,f,,,,,f,t,,t,,f,,nowin
,f,,f,f,,f,,t,,,,,,n,,,,f,f,,,,,f,t,f,f,f,f,f,,,,f,,nowin
f,,,,,f,,,,,t,,,,,f,f,t,,t,,,f,t,f,,f,f,,,f,,f,,,,nowin
,f,,f,,,,,,f,t,f,,,n,,f,,f,,,,f,t,,t,,f,,,,f,f,t,,,nowin
,,,,f,f,,f,,f,t,,,,,,,t,,f,,,f,,f,,,,,,t,,f,t,,,nowin
f,f,,f,,,,,,f,,,,,,,,,f,,,,,f,,,,f,f,,f,f,,t,t,,nowin
f,,,f,f,,,,,,,,,,b,,,t,f,,f,,,f,,t,,f,f,f,,,f,t,t,,nowin
,f,,,f,,t,,,f,,,,f,b,f,f,t,,,,f,,,f,t,f,f,f,f,,f,f,,t,,nowin
f,f,f,,,,f,,f,f,,,,f,,,,,f,,,,f,t,f,t,,,,f,f,f,,,,n,nowin
f,,f,,,f,t,,f,f,,,l,,,,,,f,,,f,,,,t,f,f,,f,,,,,t,,nowin
f,,,,,,,f,,f,f,,,f,,,,,f,f,,,f,,f,,f,,,f,,t,f,,f,,nowin
,f,f,,t,,,f,f,,t,,,f,,f,f,t,,,f,f,,,f,t,,,f,,,f,f,,,,nowin
f,f,,,t,f,,,,f,,,,,b,,,t,f,f,,,f,,f,,f,,,,,,,t,,n,nowin
f,,f,,,,,,,,t,f,,,b,f,f,t,,,,f,,,,,,,,,,f,f,,f,n,nowin
,,f,f,,f,,,f,,,f,,,,,f,t,,,,,f,f,,,,f,,f,,f,,t,,n,nowin
,f,,f,,f,,,,,,,,,,f,f,,f,f,,t,,f,,t,,f,,,,,,,,,nowin
,f,,f,t,f,,,f,,,,,f,n,,,,,f,f,f,,,f,t,,f,,f,,,,,t,n,nowin
,,f,,,,f,,f,,t,,l,,,,f,f,,f,f,,f,f,,,,f,,,,f,f,,f,,nowin
,,f,f,,,f,,,f,t,f,,,,f,,f,f,t,,,,f,,t,,,f,,,f,,f,f,,nowin
,,f,f,,f,,,,f,,,,,n,,,,,,f,f,f,,,t,,f,,f,,f,f,,,,nowin
,,,,f,f,,,f,,t,f,,f,,,,,,f,f,f,f,,,,f,,,,,,,,,n,nowin
,,f,,,f,t,,f,f,t,,,,,f,f,f,,t,,,,f,f,t,f,,f,f,,f,,,,,nowin
f,f,,,,,,,f,f,,f,l,f,n,f,,,,f,,,f,,f,,f,,,f,,f,f,f,,n,nowin
,f,,,,f,t,f,f,,t,f,l,,,,,,f,t,,f,,,,,f,,,,,,f,f,,,nowin
f,,,,f,,f,,f,f,,f,,f,n,,f,,f,t,,,,,,t,,,,,f,f,,t,,n,nowin
f,,f,,f,,f,f,,f,,,l,f,,f,f,,,t,f,,f,,,,,f,f,,,,t,t,,,nowin
,,,f,f,f,,,,,,f,,,,f,f,,f,t,f,,f,f,f,,f,f,,,,,,,,,nowin
,,f,,,,,,f,f,t,,,,,,,f,f,,,f,f,,f,t,f,,,f,f,f,t,,f,n,nowin
,f,,,f,,t,f,f,f,t,f,,,,,,,,f,,f,,f,f,t,,,f,f,,f,t,,f,,nowin
,,,f,,,,f,,,,f,,f,n,,,f,,f,f,,,,f,t,,,f,,f,,,,f,n,nowin
,,,f,,f,,,f,f,,,l,f,n,,f,,f,,,,f,t,,t,,,f,,f,,,,,n,nowin
f,,f,,t,,,f,f,f,,,l,,,f,f,,f,,f,,,,f,t,,,,f,,,f,,,,nowin
f,,f,,t,f,,,,f,,,,,,,,,,,,,f,,,t,,,,,,,,f,,,nowin
,f,,,,f,,f,,f,t,,l,,n,f,,f,f,f,,f,,t,,,,,,,f,,,f,f,,nowin
f,f,,,,f,,f,f,,,,l,f,n,f,,,,,,,,,f,t,,,,f,,f,,,,,nowin
f,f,,f,t,f,t,,,,,,l,f,,,f,,f,f,,,,,f,,,,,f,,f,,t,,,nowin
,,,f,,,,t,t,f,t,,,f,,f,f,t,f,,,f,,,,t,f,f,f,,,,f,t,,,nowin
,,,,t,,,,t,f,t,,l,f,,,f,,,,,f,,,f,,,f,,f,,f,,t,,,nowin
f,f,,,f,f,t,,,,t,f,,,n,f,,,,,,,,,f,t,f,,f,f,,f,,,f,,nowin
,,,f,f,f,,t,,f,,,l,f,,f,,,,f,f,f,,,f,,,,f,,,f,,t,f,n,nowin
f,f,f,,,,t,t,,,,f,,f,,,,,f,f,,f,,,,,,f,,f,f,f,,,f,n,nowin
f,,,f,f,f,t,t,,,,f,l,,,,,,f,f,,,,,f,t,f,,,,f,f,t,t,f,,nowin
,,f,,t,,,,t,,,f,,,,,,,,,,,f,f,,t,,,f,,f,,,t,,,nowin
,f,,,,f,t,t,t,,,,,,,f,f,,,,f,f,f,,f,,,,f,,f,,,t,t,n,nowin
,,f,,t,,,t,t,,f,f,l,,,,,f,,,,f,,f,f,t,f,,f,f,,,t,,t,,nowin
,f,f,f,,,,,,,t,f,l,,n,,,,,f,,f,,,,,f,,f,,,,f,f,,,nowin
f,,,,,,,t,,,,f,,f,,,,f,f,f,f,,,f,f,,,,,,f,,,,,,nowin
,,f,f,f,,f,f,f,,t,f,,,,,,t,,,f,,,,,,,,,f,t,,f,,t,n,nowin
f,,f,,,f,f,f,,,t,f,,f,n,f,,,f,f,f,,,f,,,,f,f,,,f,,,f,,nowin
,f,f,,f,f,,,,,,,,,,,,t,,f,,f,,,,,f,,,,,f,,t,t,n,nowin
,f,,f,,,f,,,f,f,f,l,f,n,,f,t,,f,f,,f,,,t,,,,,f,f,t,t,t,,nowin
f,,,,,t,,,f,f,,f,,f,,,,t,,,,,f,f,,t,f,,,f,f,,,,t,,nowin
f,,f,,f,t,,,,f,,,l,,,,,t,,f,f,f,f,,,,f,,f,f,,,,t,t,n,nowin
,,t,,,t,t,,,,f,,,f,,f,,t,,f,f,,f,,,,,,f,,,,,,,,nowin
f,,,,,,,,f,,t,,l,,n,,f,t,,,f,,,f,f,,f,f,f,,,f,,,,n,nowin
f,,,f,f,t,f,f,f,,t,,,f,n,,f,,,t,,f,,,f,,,,f,,t,f,t,t,,,nowin
,,,f,,,,f,f,,,f,l,,n,,,t,,,,f,,,,,,f,,f,,,,t,f,n,nowin
,,f,f,,,t,f,f,,t,f,,,n,f,,,,,,,f,,,,f,,f,,,,,t,,,nowin
,,f,,,,,,,f,,,,,,,,t,,,f,f,f,f,f,,,f,,,,,,,,,nowin
f,f,f,,,,t,,t,,,,,f,n,,,t,f,f,,,f,f,f,t,,,,f,f,f,,,,,nowin
f,f,f,f,f,,,f,f,,t,,,,n,,,t,,f,f,f,,,,,,f,,,t,,t,,f,n,nowin
,,,,,t,,,,,t,f,l,f,,,,,,,f,,f,t,,t,f,,,,t,,,,f,,nowin
,,f,f,,t,,f,f,f,t,f,,,,f,f,t,f,f,f,,,f,f,,,f,,f,t,,t,t,f,,nowin
,,,,,t,,,f,,t,,l,,,,f,,,,f,f,f,,f,t,,,f,f,f,f,t,t,,,nowin
,,,t,f,,f,f,f,f,,f,l,,,f,,f,,f,f,,,f,,,,,,,f,f,t,f,,n,nowin
f,,,,,t,,f,f,f,f,,l,f,n,f,,f,,f,f,,,t,f,,f,,,f,f,,t,f,,,nowin
,f,,,,t,,,f,,,,,,n,,,,f,f,f,,f,t,f,,,,,,,f,,,,n,nowin
f,,f,,,,,,,,,,,,,f,f,f,f,,,,,t,f,,,,,f,,,t,,,,nowin
,f,f,,,t,,f,,,,f,,,,,f,,f,f,f,f,,,f,t,,f,f,,,,,,t,,nowin
,,,f,,,t,,f,f,t,f,l,f,,,f,f,f,,f,,f,f,,t,,,f,,f,f,t,f,,,nowin
f,,f,,,t,,f,f,f,t,f,,,,,,,,,,f,f,,,t,,,,f,,,,,f,n,nowin
f,f,,f,,t,,f,f,,t,,,f,,f,,,,,,,f,,,t,f,f,,,,f,,,,,nowin
,f,f,,,,,,,,,f,l,,,,f,,,f,,,f,f,,t,f,,f,,,f,t,t,t,,nowin
,f,f,,,t,,,t,,f,f,,,,,,,f,,,,,t,,,,f,f,f,,,,,,,nowin
,,,,f,,,f,f,,,f,,,,f,f,t,,f,f,f,,f,,,f,f,f,,f,,,,,,nowin
,f,f,f,t,,f,,,f,,,,,n,,,t,f,f,,f,f,,f,f,,f,,,,f,,,,,nowin
f,f,f,f,,,,,,,f,,l,,,,f,t,,,,,,,f,f,,,,,,,t,t,t,n,nowin
,,,,f,,,,,,,,,,n,f,f,,,f,,,f,,,,,,,,,f,,t,t,,nowin
f,,f,,,f,,,,,,f,,f,,,f,,,f,,,,,,,,,f,,,f,t,,,n,nowin
f,f,f,f,,,,,f,,,,,f,n,,f,,,f,,,,,f,f,f,,f,,f,f,,t,,,nowin
,,,f,f,,f,f,f,f,f,f,,,,f,f,t,,f,f,f,f,t,f,,,,f,,f,f,,t,,,nowin
,f,f,,,f,,,t,,,,,f,n,f,,t,,f,,t,f,,,,,f,f,f,,f,t,t,,n,nowin
f,f,f,f,,,t,,f,,,,l,f,,,f,,f,,f,f,f,,f,,,f,,,f,,,f,,,nowin
,,,f,f,f,,,f,,f,,,f,,,,,,f,,f,f,t,f,,,f,f,f,f,f,t,,,,nowin
,,,f,,f,,,f,,f,f,,f,,f,,f,,f,f,,f,t,f,,f,f,,,,,,f,,n,nowin
,f,,,,,,t,t,f,f,,,f,n,,f,,,,,f,,f,,f,,,f,,f,,,t,,n,nowin
f,f,,,f,,,,f,f,f,f,,,,f,f,,,,,,t,,,,f,,,f,,f,,,,,nowin
f,f,,,f,f,f,f,,f,,,,,,,,t,,,,,,f,f,f,f,,,f,f,,,,,,nowin
,,,,f,f,f,,f,f,,,,f,,f,,t,,,,f,,t,,,,,,f,f,,f,,t,,nowin
,f,,f,,,,,,,,f,l,f,n,,,t,,,,f,t,,f,f,,f,,,,f,t,t,t,,nowin
,f,f,f,,,f,,f,f,f,,l,f,,f,f,t,,,,f,,,,f,,f,f,,f,f,t,,t,n,nowin
,f,f,,,t,f,,,,f,f,l,f,,f,f,t,,,,f,f,,f,,,,,,,,t,t,t,,nowin
,,f,f,,,,,,,,f,,,,,,,,,f,,f,f,f,,,,,,,f,,,,,nowin
,,f,,,t,t,f,f,f,f,f,,,n,,f,t,,f,,f,,f,f,f,f,,,f,,,t,f,,n,nowin
,f,,,t,,,,,,,,,,,,f,,f,,f,f,f,f,f,f,,,,,f,f,,t,t,,nowin
f,f,,,,,,,,,f,f,,f,,,,t,,f,f,,,,f,f,,f,f,f,f,,,f,t,n,nowin
,,,,f,,t,f,,f,f,f,l,f,,,,t,f,,f,,,f,,,,,,,,f,,,t,,nowin
f,f,,,t,t,,,f,,,f,,,,t,f,,,f,,,f,,f,f,f,,,,f,f,,,,,nowin
,f,f,,,,,,t,f,,,l,f,n,f,,t,,,,,,f,,,f,,f,,f,f,t,,,,nowin
,,,,,t,t,,t,f,,f,,f,n,f,,,,,,t,,,,,f,,f,,f,,,t,,n,nowin
,,f,,f,,,,f,,f,,l,,n,f,f,,,,,,,t,f,f,,,f,,,f,,t,t,,nowin
,,,,,t,,f,,f,,f,l,,,,,t,,,,,,t,,,,,,,,,,t,,n,nowin
f,,,,f,t,,,,,,f,,f,,f,f,,,f,,t,f,,,f,f,,f,,,,t,,,,nowin
,,f,f,,,,f,,,,,,f,,f,f,,,,f,,,,f,,,f,f,,,,,,t,n,nowin
f,f,f,f,f,,f,,,,f,,,,n,,f,,,,f,,,,f,,,f,f,,f,f,,,t,,nowin
,f,f,f,,,t,,f,,,,,,,,f,f,,,f,,f,t,f,,,,f,,f,,,,t,,nowin
,,f,,f,,,,,,f,,,,,,,,,,,f,,f,,,,,f,,f,f,t,,,n,nowin
,,f,,,t,,t,,,,f,,,,f,,t,f,,,,,,f,,,,f,f,f,,t,t,t,,nowin
,,f,f,t,,,t,t,,,,,f,n,,f,,,,f,,,f,f,,f,f,f,f,,f,,,t,n,nowin
