checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,,existing paid,furniture/equipment,1123.0,500<=X<1000,,4.0,,none,4.0,,29.0,none,rent,1.0,,,,,bad
<0,48.0,critical/other existing credit,used car,6331.0,,,,,,4.0,,46.0,none,for free,,,1.0,,,bad
>=200,,existing paid,radio/tv,1377.0,,>=7,4.0,,none,2.0,,47.0,none,for free,,,1.0,,yes,good
,,,,,,>=7,,male single,,,,41.0,stores,own,,,,none,,good
0<=X<200,27.0,,business,2528.0,<100,<1,4.0,female div/dep/mar,none,1.0,,32.0,none,,1.0,skilled,2.0,,yes,good
no checking,15.0,,,,500<=X<1000,>=7,,,,,no known property,35.0,,for free,1.0,skilled,1.0,,yes,good
0<=X<200,,existing paid,new car,,100<=X<500,4<=X<7,3.0,male single,none,,life insurance,24.0,none,,1.0,skilled,,none,,bad
0<=X<200,,,,2969.0,<100,,4.0,female div/dep/mar,,,,25.0,,rent,,,,,yes,bad
,9.0,existing paid,radio/tv,,<100,>=7,4.0,female div/dep/mar,none,,real estate,25.0,none,,1.0,skilled,1.0,,,good
,,existing paid,radio/tv,,,1<=X<4,,male single,none,2.0,,37.0,,,,unskilled resident,,none,yes,good
,18.0,,,629.0,500<=X<1000,,,,none,3.0,life insurance,32.0,bank,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,,all paid,,1198.0,<100,>=7,4.0,,,,no known property,,,for free,1.0,,1.0,none,,bad
,,,,2476.0,,>=7,,,,,real estate,46.0,none,own,1.0,high qualif/self emp/mgmt,1.0,,yes,good
<0,,,,1138.0,<100,1<=X<4,4.0,,,,real estate,,none,own,2.0,,,none,yes,good
,60.0,existing paid,new car,14027.0,<100,,4.0,,none,2.0,,27.0,none,,,high qualif/self emp/mgmt,,,,bad
no checking,30.0,critical/other existing credit,,7596.0,no known savings,,,male single,,4.0,car,,none,own,2.0,skilled,1.0,none,yes,good
no checking,30.0,critical/other existing credit,,3077.0,,,3.0,male single,none,2.0,car,40.0,none,own,,skilled,2.0,yes,yes,good
no checking,18.0,existing paid,,1505.0,,1<=X<4,4.0,,none,2.0,no known property,,none,,1.0,high qualif/self emp/mgmt,1.0,yes,,good
>=200,,critical/other existing credit,radio/tv,3148.0,no known savings,,3.0,male single,,2.0,car,,,,,,1.0,yes,yes,good
,20.0,,,6148.0,100<=X<500,>=7,,male mar/wid,,4.0,,31.0,bank,own,2.0,skilled,1.0,,,good
>=200,9.0,no credits/all paid,radio/tv,1337.0,<100,<1,4.0,,,2.0,,34.0,none,,2.0,,1.0,yes,yes,bad
0<=X<200,6.0,all paid,,433.0,>=1000,,4.0,female div/dep/mar,none,,,24.0,,rent,1.0,,2.0,none,yes,bad
<0,12.0,existing paid,new car,1228.0,,1<=X<4,,female div/dep/mar,none,2.0,,24.0,,own,1.0,,1.0,none,yes,bad
,,existing paid,,790.0,500<=X<1000,1<=X<4,4.0,,none,3.0,real estate,,none,own,1.0,,,,yes,good
no checking,27.0,,,2570.0,<100,,,female div/dep/mar,none,3.0,real estate,21.0,none,rent,1.0,skilled,,none,,bad
no checking,,,,,>=1000,1<=X<4,,female div/dep/mar,none,2.0,,,,own,2.0,unskilled resident,,none,yes,good
,15.0,critical/other existing credit,,1316.0,500<=X<1000,,2.0,male mar/wid,none,,,,none,,2.0,unskilled resident,1.0,none,yes,good
<0,18.0,,radio/tv,1882.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,,25.0,bank,,2.0,skilled,,none,yes,bad
,48.0,,,6416.0,<100,>=7,4.0,,none,,,,none,rent,1.0,skilled,1.0,,yes,bad
,24.0,,,1275.0,>=1000,1<=X<4,,male div/sep,none,4.0,,,none,own,2.0,,,yes,,good
0<=X<200,24.0,,radio/tv,,<100,,,male single,none,2.0,,,none,,,skilled,1.0,none,,good
,24.0,,radio/tv,1987.0,<100,,,male single,none,4.0,real estate,21.0,none,rent,1.0,unskilled resident,,none,,bad
0<=X<200,,existing paid,,,<100,4<=X<7,4.0,female div/dep/mar,guarantor,2.0,real estate,44.0,,own,,unskilled resident,,none,,good
no checking,,existing paid,used car,,>=1000,1<=X<4,2.0,female div/dep/mar,none,4.0,car,28.0,,rent,1.0,skilled,1.0,yes,yes,good
no checking,4.0,critical/other existing credit,new car,3380.0,<100,,1.0,female div/dep/mar,none,,,37.0,,own,,skilled,2.0,,yes,good
0<=X<200,36.0,all paid,domestic appliance,,,,,,none,,,,bank,own,1.0,unemp/unskilled non res,,none,yes,good
0<=X<200,24.0,,used car,,,1<=X<4,1.0,,none,4.0,car,23.0,none,rent,2.0,high qualif/self emp/mgmt,1.0,none,,bad
<0,18.0,,new car,,100<=X<500,1<=X<4,,,none,4.0,car,35.0,none,,1.0,,2.0,yes,,good
no checking,6.0,critical/other existing credit,,6761.0,,4<=X<7,,male single,,3.0,,45.0,none,own,2.0,high qualif/self emp/mgmt,2.0,,,good
,30.0,,business,,100<=X<500,,4.0,,,,car,26.0,none,,,unskilled resident,,none,yes,bad
,24.0,all paid,new car,,100<=X<500,4<=X<7,2.0,male single,,,,32.0,,,1.0,skilled,,none,,good
0<=X<200,,all paid,radio/tv,,<100,,,male single,none,4.0,real estate,23.0,stores,,,,,none,,good
no checking,,existing paid,radio/tv,,,>=7,4.0,male single,none,3.0,,,,,,skilled,1.0,yes,yes,good
,,,furniture/equipment,,,,4.0,male single,none,4.0,real estate,,,,1.0,skilled,,,yes,good
<0,,,,14179.0,,4<=X<7,,male single,none,,life insurance,30.0,,own,,,1.0,yes,,good
,13.0,critical/other existing credit,business,1797.0,<100,<1,,,,1.0,life insurance,28.0,,,,unskilled resident,,none,,good
<0,15.0,,,2511.0,<100,unemployed,,female div/dep/mar,,4.0,car,23.0,none,rent,,skilled,1.0,none,yes,good
,12.0,,new car,1274.0,<100,<1,3.0,female div/dep/mar,none,1.0,,37.0,none,,,unskilled resident,,none,,bad
no checking,,existing paid,used car,,,,1.0,male single,,,,26.0,none,,,skilled,1.0,,yes,good
,15.0,existing paid,used car,3029.0,<100,4<=X<7,2.0,male single,none,2.0,car,33.0,,,1.0,skilled,1.0,none,yes,good
<0,6.0,existing paid,,428.0,<100,>=7,,,,1.0,life insurance,49.0,bank,own,1.0,,,yes,yes,good
,,existing paid,new car,976.0,<100,<1,1.0,female div/dep/mar,,2.0,,,none,,1.0,unskilled resident,1.0,,,bad
0<=X<200,12.0,,,841.0,,4<=X<7,2.0,female div/dep/mar,,,real estate,,none,rent,,,,none,,good
no checking,30.0,critical/other existing credit,radio/tv,5771.0,<100,4<=X<7,4.0,female div/dep/mar,none,2.0,car,25.0,,,2.0,skilled,1.0,none,yes,good
,,delayed previously,,,>=1000,>=7,4.0,,none,4.0,no known property,55.0,none,for free,2.0,skilled,2.0,none,yes,bad
,24.0,existing paid,new car,1285.0,,4<=X<7,4.0,,,4.0,,32.0,none,rent,,,,none,,bad
,,critical/other existing credit,,,,1<=X<4,1.0,male single,none,,,,none,own,,,2.0,,no,good
,15.0,critical/other existing credit,radio/tv,1271.0,,,,male single,,4.0,no known property,39.0,none,for free,2.0,,,,yes,bad
,,,new car,1393.0,<100,1<=X<4,2.0,,guarantor,2.0,real estate,,none,,,,1.0,,,good
<0,,critical/other existing credit,,691.0,<100,>=7,4.0,,,,life insurance,35.0,,own,,skilled,1.0,,yes,bad
no checking,,,,5045.0,no known savings,,1.0,female div/dep/mar,none,,car,59.0,none,,1.0,,,yes,yes,good
<0,,critical/other existing credit,,,<100,,,female div/dep/mar,,4.0,real estate,24.0,none,,,,,,,bad
<0,12.0,,,2214.0,<100,1<=X<4,4.0,male single,,3.0,life insurance,,,own,1.0,unskilled resident,,none,yes,good
no checking,21.0,,new car,,no known savings,>=7,,,none,,no known property,,,for free,1.0,,1.0,,,bad
,24.0,critical/other existing credit,,2463.0,100<=X<500,,,male mar/wid,none,3.0,life insurance,,,own,,,1.0,yes,yes,good
,12.0,,radio/tv,1155.0,<100,>=7,3.0,,,3.0,real estate,40.0,,own,,,1.0,,,good
,30.0,existing paid,furniture/equipment,3108.0,<100,<1,2.0,male div/sep,none,,life insurance,31.0,none,own,1.0,unskilled resident,,,yes,bad
,10.0,,,,no known savings,,1.0,,none,4.0,real estate,,none,rent,1.0,skilled,1.0,,yes,good
,12.0,critical/other existing credit,,,<100,,1.0,,,,car,28.0,none,,,skilled,1.0,yes,yes,good
no checking,12.0,critical/other existing credit,radio/tv,1655.0,,>=7,2.0,male single,,4.0,real estate,,none,,2.0,unskilled resident,1.0,,yes,good
<0,24.0,existing paid,,,no known savings,>=7,2.0,female div/dep/mar,,4.0,real estate,,,,1.0,skilled,1.0,none,,good
,36.0,critical/other existing credit,,8065.0,<100,1<=X<4,3.0,female div/dep/mar,none,2.0,,,none,own,,high qualif/self emp/mgmt,1.0,yes,,bad
,21.0,,used car,,<100,>=7,,,,4.0,car,36.0,none,,1.0,high qualif/self emp/mgmt,1.0,,,good
,,critical/other existing credit,radio/tv,2223.0,,>=7,4.0,male single,none,4.0,,52.0,,,2.0,skilled,1.0,,yes,good
>=200,,,new car,1480.0,500<=X<1000,unemployed,2.0,,none,,,66.0,bank,for free,3.0,,1.0,none,,good
<0,,existing paid,,,,1<=X<4,4.0,female div/dep/mar,,4.0,,25.0,none,,1.0,,1.0,none,yes,bad
no checking,,,new car,,,4<=X<7,,male single,none,4.0,,37.0,none,own,2.0,,1.0,yes,,good
<0,,existing paid,radio/tv,3509.0,,,4.0,,,,,25.0,none,own,,skilled,,none,yes,good
no checking,36.0,critical/other existing credit,,,>=1000,>=7,,,none,,,38.0,,own,2.0,,,,yes,good
,,,repairs,3872.0,<100,unemployed,,female div/dep/mar,none,4.0,car,,,,,,,yes,,good
,,,radio/tv,4933.0,<100,,,,guarantor,,,,none,own,2.0,skilled,1.0,none,yes,bad
no checking,,,new car,,>=1000,>=7,4.0,male single,none,4.0,,60.0,,own,,skilled,,yes,yes,good
0<=X<200,12.0,,retraining,1410.0,,1<=X<4,2.0,male single,none,,real estate,31.0,,,,,1.0,yes,,good
0<=X<200,12.0,existing paid,new car,836.0,,,4.0,female div/dep/mar,none,,life insurance,,bank,own,,,,none,yes,bad
,20.0,,used car,6468.0,no known savings,unemployed,,male div/sep,none,,real estate,60.0,,own,1.0,high qualif/self emp/mgmt,,yes,,good
0<=X<200,,,business,,>=1000,1<=X<4,,,,,,35.0,,own,1.0,unskilled resident,1.0,,yes,good
no checking,22.0,existing paid,radio/tv,,500<=X<1000,>=7,,,none,4.0,car,40.0,none,own,,skilled,,none,yes,good
no checking,48.0,critical/other existing credit,,2751.0,no known savings,,,male single,none,3.0,,38.0,none,own,2.0,,2.0,,,good
0<=X<200,48.0,delayed previously,education,6224.0,<100,,4.0,male single,none,,no known property,50.0,,,1.0,skilled,1.0,,yes,bad
<0,,critical/other existing credit,,5998.0,,1<=X<4,,,none,3.0,no known property,,bank,,,,1.0,yes,,bad
,21.0,existing paid,business,1188.0,<100,,,female div/dep/mar,none,4.0,,39.0,none,own,,skilled,,none,yes,bad
,24.0,existing paid,used car,6313.0,,>=7,3.0,male single,none,4.0,car,41.0,,own,,high qualif/self emp/mgmt,2.0,,,good
no checking,6.0,critical/other existing credit,,1221.0,no known savings,1<=X<4,,male mar/wid,none,,life insurance,27.0,none,,,,1.0,,yes,good
>=200,24.0,,furniture/equipment,,,>=7,,,none,4.0,no known property,51.0,none,,,skilled,1.0,none,,good
no checking,24.0,existing paid,,3062.0,500<=X<1000,>=7,,,none,,no known property,32.0,none,,,,1.0,yes,,good
,9.0,existing paid,furniture/equipment,,100<=X<500,<1,2.0,female div/dep/mar,,4.0,,22.0,,rent,,skilled,,none,yes,good
,18.0,existing paid,used car,,no known savings,,1.0,male single,none,4.0,life insurance,51.0,,for free,1.0,,,yes,yes,bad
no checking,,critical/other existing credit,furniture/equipment,1258.0,<100,<1,2.0,female div/dep/mar,,4.0,life insurance,22.0,none,,2.0,,,,yes,good
no checking,,delayed previously,new car,,,,4.0,male mar/wid,,4.0,car,54.0,none,,2.0,,,yes,,good
,9.0,existing paid,new car,1549.0,,<1,,male single,,2.0,,,none,,1.0,unemp/unskilled non res,,none,yes,good
,24.0,,,1597.0,<100,>=7,,male single,,4.0,no known property,54.0,,,2.0,,2.0,,yes,good
,18.0,critical/other existing credit,,,<100,,,,guarantor,,real estate,,bank,rent,,,,,yes,good
,20.0,critical/other existing credit,,,,,1.0,female div/dep/mar,none,4.0,life insurance,24.0,none,own,,skilled,,,yes,good
no checking,12.0,,,976.0,,,,male single,none,,car,,none,,2.0,skilled,,none,,good
,,,,,no known savings,,,female div/dep/mar,,2.0,real estate,,,rent,1.0,,1.0,none,,good
,36.0,existing paid,new car,,,,2.0,male single,none,1.0,,,,own,1.0,skilled,1.0,,,bad
,6.0,,radio/tv,590.0,<100,<1,3.0,male mar/wid,none,3.0,real estate,26.0,,own,,,1.0,none,no,good
no checking,,critical/other existing credit,radio/tv,930.0,no known savings,,,,,4.0,real estate,65.0,none,own,,skilled,1.0,none,yes,good
0<=X<200,,,used car,9283.0,,,,male single,none,,no known property,,bank,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
0<=X<200,15.0,,,,<100,,2.0,female div/dep/mar,none,,real estate,26.0,,rent,2.0,,,none,,bad
,8.0,existing paid,,907.0,,<1,3.0,male mar/wid,none,,real estate,26.0,none,own,1.0,,,yes,yes,good
0<=X<200,6.0,,radio/tv,,<100,4<=X<7,3.0,,guarantor,,,28.0,bank,own,,,,none,,good
<0,,critical/other existing credit,used car,9629.0,<100,,,male single,,4.0,car,24.0,none,own,2.0,skilled,,yes,,bad
<0,,,,,<100,1<=X<4,3.0,male single,none,,car,,,,1.0,,1.0,,,bad
,48.0,,new car,3931.0,<100,,4.0,male single,,,,46.0,,for free,1.0,skilled,2.0,none,,bad
,,,,7432.0,<100,,,,,2.0,life insurance,54.0,none,,1.0,,,,,good
no checking,6.0,existing paid,,1338.0,,1<=X<4,1.0,male div/sep,,,real estate,,none,,1.0,,1.0,none,yes,good
no checking,6.0,critical/other existing credit,radio/tv,1554.0,,4<=X<7,,,none,2.0,,24.0,none,rent,,,1.0,,yes,good
<0,36.0,existing paid,,,,unemployed,2.0,male div/sep,,,car,43.0,none,own,1.0,high qualif/self emp/mgmt,1.0,,,good
<0,18.0,existing paid,,,,1<=X<4,,male mar/wid,,3.0,real estate,26.0,,own,,,1.0,none,,bad
,12.0,existing paid,new car,,<100,1<=X<4,3.0,,,2.0,,27.0,none,own,,,1.0,,yes,good
>=200,,,radio/tv,,,,3.0,,,,car,24.0,none,own,,,,,,good
,,existing paid,,,<100,,2.0,,,,,,,own,1.0,skilled,2.0,none,,bad
<0,,,new car,731.0,<100,,4.0,,,4.0,real estate,,,,,unskilled resident,,,,good
no checking,,critical/other existing credit,,3780.0,<100,<1,,male div/sep,none,,car,,,own,2.0,high qualif/self emp/mgmt,,,yes,good
<0,21.0,,new car,1602.0,<100,>=7,4.0,,none,,car,30.0,none,own,,,1.0,,yes,good
,18.0,,,3966.0,<100,>=7,,female div/dep/mar,none,,,33.0,,,3.0,skilled,1.0,,,bad
,18.0,,business,4165.0,,,,,none,2.0,car,36.0,stores,,2.0,skilled,,,yes,bad
<0,36.0,,used car,,,>=7,3.0,male single,none,,no known property,47.0,none,for free,,,,,yes,bad
,48.0,delayed previously,,,no known savings,1<=X<4,,male single,none,4.0,,38.0,none,for free,1.0,skilled,,yes,yes,good
no checking,,delayed previously,business,,500<=X<1000,1<=X<4,,male single,none,,,,,own,2.0,,,,yes,good
<0,,,new car,,<100,<1,,female div/dep/mar,,,car,,none,rent,1.0,,1.0,yes,yes,bad
<0,,,,11816.0,<100,>=7,2.0,male single,none,4.0,car,29.0,none,,,skilled,,none,yes,bad
0<=X<200,,existing paid,radio/tv,,no known savings,>=7,2.0,female div/dep/mar,none,,,,none,,,skilled,,yes,yes,good
>=200,15.0,existing paid,,2327.0,<100,,,female div/dep/mar,none,3.0,real estate,,,,,,1.0,none,yes,bad
,,,,,<100,,4.0,,none,,,48.0,,,2.0,,1.0,none,,bad
,,existing paid,radio/tv,886.0,,,,,none,,,21.0,none,,,skilled,1.0,none,yes,good
no checking,4.0,,furniture/equipment,601.0,<100,<1,1.0,female div/dep/mar,none,3.0,real estate,23.0,,rent,,unskilled resident,2.0,,yes,good
<0,24.0,,used car,,<100,>=7,4.0,male single,none,,life insurance,63.0,none,own,,,,,,good
no checking,24.0,,,,,>=7,4.0,male mar/wid,co applicant,,real estate,46.0,,,2.0,skilled,1.0,,yes,good
,36.0,,furniture/equipment,,<100,,,,,,life insurance,29.0,,,1.0,,,,yes,bad
no checking,,delayed previously,used car,2993.0,<100,,3.0,male single,,2.0,real estate,28.0,stores,,,unskilled resident,1.0,,yes,good
no checking,18.0,existing paid,,,,,4.0,,,4.0,real estate,,,,,,1.0,none,,bad
no checking,24.0,all paid,business,1559.0,<100,4<=X<7,,male single,,,,50.0,bank,own,1.0,skilled,,,yes,good
no checking,18.0,existing paid,furniture/equipment,,,,4.0,,none,4.0,life insurance,47.0,bank,own,,skilled,,yes,yes,good
0<=X<200,,,,,,,2.0,,,,car,,none,own,,skilled,1.0,yes,,good
no checking,,existing paid,new car,,,1<=X<4,,male single,none,,car,,none,,2.0,,,none,yes,bad
,24.0,existing paid,new car,,<100,<1,,male mar/wid,none,2.0,real estate,28.0,,own,1.0,,1.0,none,yes,good
<0,,,radio/tv,1364.0,,4<=X<7,3.0,male single,,4.0,real estate,59.0,none,own,,skilled,1.0,none,,good
,12.0,existing paid,,709.0,,>=7,,,none,,,,,own,1.0,,1.0,,,bad
<0,,critical/other existing credit,new car,2235.0,,1<=X<4,4.0,male mar/wid,guarantor,2.0,life insurance,33.0,bank,rent,2.0,skilled,,,no,bad
,,critical/other existing credit,used car,,,,3.0,male single,,,life insurance,43.0,none,,,,1.0,,,good
no checking,15.0,critical/other existing credit,,1471.0,,1<=X<4,4.0,,,,,35.0,none,for free,,skilled,1.0,,yes,good
<0,,,,,<100,4<=X<7,4.0,male single,none,4.0,,,none,,,,,none,,bad
no checking,36.0,,,,,>=7,,male single,none,2.0,,,none,own,2.0,skilled,2.0,,,good
no checking,24.0,existing paid,new car,1474.0,100<=X<500,<1,,,,,real estate,33.0,,own,,skilled,,yes,yes,good
no checking,10.0,existing paid,retraining,,no known savings,4<=X<7,4.0,,,,life insurance,40.0,none,own,1.0,skilled,,,yes,good
,15.0,critical/other existing credit,furniture/equipment,,<100,1<=X<4,4.0,,none,2.0,,,,,1.0,,,,,good
<0,,existing paid,,3959.0,<100,1<=X<4,,,none,2.0,,,,own,,,1.0,,yes,bad
no checking,,existing paid,new car,,,1<=X<4,1.0,male single,guarantor,2.0,real estate,,,rent,,skilled,,none,no,good
no checking,24.0,critical/other existing credit,used car,5804.0,,,4.0,,,2.0,real estate,,,,2.0,skilled,1.0,,,good
no checking,18.0,,,2169.0,<100,,4.0,male mar/wid,none,2.0,,28.0,none,own,1.0,skilled,1.0,yes,yes,bad
,,,radio/tv,2439.0,<100,<1,,female div/dep/mar,none,4.0,,,none,,,,1.0,,,bad
,27.0,,,,,,4.0,,none,2.0,real estate,,stores,own,,unskilled resident,2.0,yes,yes,good
no checking,10.0,existing paid,furniture/equipment,,<100,,2.0,male single,,2.0,,25.0,bank,rent,,,1.0,,,bad
,15.0,existing paid,furniture/equipment,2221.0,500<=X<1000,,,female div/dep/mar,,4.0,,20.0,,rent,1.0,skilled,,,yes,good
<0,18.0,existing paid,radio/tv,2389.0,,,,female div/dep/mar,,,car,27.0,stores,own,1.0,skilled,1.0,none,yes,good
,12.0,critical/other existing credit,furniture/equipment,3331.0,,,,male single,,4.0,,,,,,,1.0,none,yes,good
no checking,36.0,existing paid,business,7409.0,no known savings,>=7,3.0,male single,none,2.0,life insurance,,,,2.0,skilled,,,,good
,12.0,existing paid,furniture/equipment,,,>=7,4.0,female div/dep/mar,none,4.0,life insurance,24.0,none,rent,1.0,,1.0,none,,good
no checking,,,furniture/equipment,7678.0,500<=X<1000,,,female div/dep/mar,none,,car,40.0,none,own,2.0,skilled,1.0,,,good
,6.0,,new car,,,,1.0,male single,,,real estate,46.0,,own,2.0,skilled,2.0,none,no,good
,24.0,critical/other existing credit,,1382.0,,4<=X<7,,male single,,,,,none,own,2.0,,,,yes,good
,15.0,existing paid,,,no known savings,<1,,,,1.0,,24.0,,own,,skilled,1.0,,,good
<0,,existing paid,furniture/equipment,,,1<=X<4,,male single,co applicant,,life insurance,,none,own,,,2.0,none,yes,good
0<=X<200,,,,1322.0,>=1000,,,female div/dep/mar,none,4.0,,,none,own,2.0,skilled,1.0,,yes,good
,,,radio/tv,,<100,<1,3.0,male single,co applicant,4.0,,,bank,for free,1.0,,1.0,yes,yes,good
no checking,,,,,<100,>=7,4.0,,,,car,,none,own,,skilled,1.0,none,,good
,9.0,existing paid,new car,1422.0,,<1,,male single,,2.0,,27.0,,for free,,,,yes,,bad
,30.0,critical/other existing credit,,6742.0,,,2.0,,none,,,36.0,none,own,2.0,skilled,,none,yes,good
no checking,24.0,existing paid,used car,7814.0,,4<=X<7,,,,3.0,car,38.0,,,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,24.0,,used car,9277.0,no known savings,,2.0,,none,,no known property,,,,1.0,skilled,1.0,yes,,good
0<=X<200,30.0,critical/other existing credit,,2181.0,,>=7,4.0,,none,,,36.0,,,2.0,skilled,1.0,,yes,good
,18.0,,,1098.0,<100,,,,none,4.0,,,none,own,,unemp/unskilled non res,1.0,none,,good
,24.0,existing paid,,4057.0,<100,,,male div/sep,none,,,,none,,,skilled,1.0,yes,,bad
<0,12.0,existing paid,,,<100,,,female div/dep/mar,,,,,,own,1.0,skilled,,none,yes,bad
,24.0,,,,,4<=X<7,,,none,3.0,,,,own,,skilled,2.0,yes,yes,good
0<=X<200,,existing paid,,15672.0,<100,1<=X<4,2.0,male single,,2.0,,23.0,,own,1.0,,,,yes,bad
no checking,36.0,,,6614.0,<100,,4.0,male single,,,,34.0,,own,2.0,high qualif/self emp/mgmt,1.0,,yes,good
no checking,,all paid,,7824.0,no known savings,,,male single,guarantor,,real estate,,bank,rent,2.0,,2.0,yes,,good
<0,27.0,,business,,<100,,4.0,male single,none,4.0,car,43.0,stores,,,high qualif/self emp/mgmt,2.0,yes,yes,good
,15.0,,radio/tv,1829.0,,,4.0,,none,,car,,none,own,,skilled,,yes,,good
,12.0,,new car,,<100,1<=X<4,,male single,none,4.0,life insurance,38.0,bank,,2.0,unskilled resident,1.0,none,no,good
,,critical/other existing credit,,,<100,1<=X<4,3.0,male single,none,4.0,car,,none,,2.0,skilled,1.0,,yes,good
,18.0,,radio/tv,,,1<=X<4,4.0,male single,,,life insurance,,none,own,,skilled,,yes,yes,good
,36.0,delayed previously,used car,8947.0,no known savings,4<=X<7,,,none,2.0,car,31.0,stores,own,,,2.0,,,good
<0,21.0,,radio/tv,2606.0,,,,,none,,,,,,1.0,,1.0,yes,,good
no checking,12.0,critical/other existing credit,furniture/equipment,1592.0,>=1000,4<=X<7,3.0,female div/dep/mar,none,2.0,life insurance,35.0,none,own,1.0,,1.0,none,no,good
,15.0,existing paid,furniture/equipment,2186.0,no known savings,,,female div/dep/mar,none,,real estate,33.0,bank,rent,,unskilled resident,,,yes,good
,,,,,,1<=X<4,,,,3.0,,,none,own,1.0,,1.0,none,yes,bad
<0,16.0,critical/other existing credit,new car,2625.0,,>=7,,male single,,,,43.0,bank,,1.0,skilled,1.0,yes,yes,bad
no checking,20.0,critical/other existing credit,new car,,no known savings,,2.0,male div/sep,none,,real estate,,none,,,,1.0,,yes,good
no checking,36.0,critical/other existing credit,used car,10477.0,no known savings,>=7,2.0,,none,4.0,,42.0,,for free,,skilled,,,yes,good
,,existing paid,,1386.0,,,4.0,,none,2.0,,40.0,none,rent,1.0,skilled,,,yes,good
no checking,24.0,existing paid,radio/tv,,<100,,4.0,male single,none,,real estate,36.0,,,,,,yes,yes,good
,12.0,existing paid,,1107.0,<100,1<=X<4,2.0,male single,,,real estate,20.0,none,,1.0,high qualif/self emp/mgmt,2.0,yes,,good
<0,,,new car,,,4<=X<7,2.0,male single,co applicant,,real estate,,none,,,unskilled resident,1.0,,no,good
0<=X<200,36.0,existing paid,,3711.0,,1<=X<4,,male mar/wid,none,2.0,car,27.0,,,,,,none,yes,good
no checking,15.0,delayed previously,,3594.0,<100,,,,none,2.0,,46.0,none,own,2.0,unskilled resident,1.0,,,good
,9.0,existing paid,new car,3195.0,no known savings,1<=X<4,,female div/dep/mar,none,2.0,,,none,own,1.0,unskilled resident,,,yes,good
no checking,36.0,delayed previously,radio/tv,4454.0,,,4.0,female div/dep/mar,none,,,34.0,,own,2.0,,,none,yes,good
0<=X<200,24.0,critical/other existing credit,furniture/equipment,4736.0,<100,,2.0,female div/dep/mar,,4.0,car,25.0,bank,own,1.0,,,none,,bad
0<=X<200,30.0,,radio/tv,2991.0,,>=7,,female div/dep/mar,none,4.0,,,none,own,,,,,,good
no checking,11.0,,business,2142.0,>=1000,,1.0,,none,2.0,real estate,,,own,1.0,skilled,1.0,,,good
<0,,,,,<100,,,male single,,2.0,life insurance,,none,,1.0,,1.0,,yes,bad
0<=X<200,,no credits/all paid,other,18424.0,,,,female div/dep/mar,none,2.0,,32.0,,,1.0,high qualif/self emp/mgmt,,,no,bad
no checking,10.0,,used car,,,1<=X<4,,,,2.0,real estate,,,,,,,none,yes,good
<0,,,,,<100,>=7,,male single,none,4.0,no known property,68.0,,,1.0,high qualif/self emp/mgmt,1.0,yes,,bad
<0,24.0,,furniture/equipment,,100<=X<500,unemployed,1.0,,none,1.0,life insurance,33.0,none,own,,,,none,yes,bad
,24.0,,,3345.0,,,,,,,life insurance,39.0,,,1.0,,1.0,yes,yes,bad
no checking,18.0,,,,<100,,4.0,,none,2.0,,,none,own,,skilled,,,,good
no checking,,delayed previously,,,500<=X<1000,4<=X<7,,male single,,1.0,,,none,,,,,yes,yes,good
<0,9.0,,radio/tv,1366.0,,<1,3.0,female div/dep/mar,,,life insurance,22.0,none,rent,1.0,,,,,bad
,12.0,existing paid,,2002.0,<100,4<=X<7,3.0,male single,,,life insurance,30.0,none,rent,,skilled,,yes,,good
<0,24.0,,furniture/equipment,6872.0,,,2.0,male div/sep,none,1.0,,55.0,bank,own,1.0,skilled,1.0,yes,,bad
<0,12.0,all paid,new car,,<100,<1,4.0,,,2.0,,46.0,,,,skilled,1.0,yes,yes,bad
,18.0,,furniture/equipment,1049.0,<100,,4.0,female div/dep/mar,none,,,21.0,none,rent,1.0,,,none,yes,good
,48.0,,used car,10297.0,<100,,4.0,,,4.0,,39.0,stores,,3.0,,,yes,yes,bad
,,,radio/tv,,,>=7,,male single,,,car,58.0,,own,,skilled,1.0,yes,yes,good
<0,12.0,,,,<100,1<=X<4,4.0,,,2.0,,43.0,none,own,2.0,,2.0,none,yes,good
,,,furniture/equipment,1747.0,<100,,,,co applicant,1.0,life insurance,24.0,,own,,unskilled resident,1.0,,no,good
0<=X<200,,existing paid,,,<100,<1,,,,2.0,car,22.0,,,,skilled,1.0,yes,yes,bad
no checking,,,,1224.0,,1<=X<4,,male single,none,,real estate,30.0,,own,,skilled,1.0,none,,good
no checking,12.0,,radio/tv,522.0,,>=7,,,,,life insurance,42.0,,,2.0,,2.0,yes,yes,good
<0,12.0,,radio/tv,,<100,,,,,1.0,car,23.0,bank,,1.0,skilled,,none,yes,good
0<=X<200,30.0,delayed previously,radio/tv,1919.0,100<=X<500,<1,,male single,none,,no known property,,stores,own,,,,none,yes,bad
