bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
f,,,,,,,,,,,f,,,,,,,,,f,,,,,,,,,,,,f,,,n,nowin
,,,,,,f,,,,,,l,,,,,,,,f,,,,,,,f,f,,,,,,f,,nowin
,,,,f,f,,,,,,,,,n,,,,,,,,,,f,,f,,,f,,,,,f,,nowin
,,,,,,,,,,t,,,,,,,,,f,,,,,f,,,,,,,,,,,,nowin
,,,,,,,,,,t,,l,f,,f,,,,,,,,,,,,,f,f,,,,,,,nowin
f,f,,,,,,,f,,,,,f,,,f,,,f,,,,f,,,f,,,,,,,,,,nowin
f,f,f,,,,,f,,,,,,f,,f,,,,,,,,,,,f,,,,,,,,,,nowin
,,,,f,,,f,,,,f,,f,,f,,t,f,,,,,,,t,,,,f,,,,,f,,nowin
,,,f,,f,,f,,,,f,,,,,,,f,,,,,,f,,,,,f,f,,,,f,n,nowin
,,,,,f,,f,,f,,f,,,n,f,f,,,t,,,f,,,,,,,,,,t,,,,nowin
,,,,,,,f,,,,,,,,,,,,,,f,,,,,,,,,,,,,,n,nowin
,,,,,,f,,,,t,f,,,n,f,,,,,,,,f,f,,,f,,,,,,,,n,nowin
,,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,t,,,t,,,nowin
,,,,,,,f,f,,,,,,,,,t,,,,,,,,,,,,,,,,,f,,nowin
,,,,,,,f,f,,,f,l,f,n,,,,f,,,,,,,,,,,,,f,,,,n,nowin
,,,,,,,,,,,,l,,,,,,,,,,f,,,,,,,,,,t,,,,nowin
,,,,,,,,,,t,f,,,,,,,,,,,,,,,,,,,f,,,,f,n,nowin
,,,,,,,f,,,,,l,,,,,,,,,,,,,t,,,,,,,,,,,nowin
,f,f,,,,f,f,,,,f,,f,n,f,,,,,f,,,f,,,f,,f,,,,f,,,,nowin
,,,,t,,,,,,t,,,,,f,,,,,,,f,,,,,,,,,,,,,n,nowin
f,,f,,f,f,,f,,,,,,,,f,,t,f,,,,,f,,t,,,,f,,,f,,,,nowin
,,,,f,,,f,,f,,,,,,f,,,,,,t,,,,,,f,,f,,f,t,,f,,nowin
,,,,f,f,,,f,,,f,,,,f,,,,,f,f,,,,t,,f,,,t,,,,,,nowin
,,,,,,,f,,,,f,l,f,,,,,,,,f,,,,,,,f,,,,t,,,,nowin
,f,,,f,f,,,,,t,,,f,,,,,,t,,,,t,,t,,,,f,,,,t,,,nowin
,,,,f,f,,,,,,f,,,n,,,,f,,,,f,,,t,,,,,,,f,,f,,nowin
f,,f,,f,,,,,,,,,,,,,,,,,,,,,t,,,,,f,,,,,,nowin
,,,,,,f,,,,,,l,,,,,,,,f,,f,,f,,,,,,,,,,,,nowin
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,t,,,nowin
,,,,,,,f,,,,,,,,,,t,,,,,,,,,,,f,,f,,,,,,nowin
,,,,,,,,f,,,,,f,,,,,,,,,,,,,f,,,,,,,t,,,nowin
,,,,f,,,,,,,f,l,,b,,f,,f,,f,,,,,,f,,,,,,,,,,nowin
,,,,t,,f,f,,f,t,,,,,,f,,,,,,,,,t,,,f,,,,,,,,nowin
,,,,,,,,,f,,,,,,,,,,,,,,,,t,f,,f,,,f,f,,,n,nowin
,,f,,f,,,,,,,,,,,,f,,,,,,f,f,,,f,,,,,t,,t,,n,nowin
,f,,,,,,,,f,t,,,,,,,t,f,,f,f,,,f,t,,,,,,f,f,,,,nowin
f,f,,t,,f,,,,,,,,f,b,,f,t,,,,,,,,,,,,,f,,,,,,nowin
,,f,,,,,,,,,,,,b,,f,,,,,,,,,,,f,,f,,,,,,,nowin
,,f,,,f,,,,,,,,,,f,,,,,,f,,,f,,,,,,,,,,,,nowin
f,f,f,,,,f,,,,,,,,,,,,,,,t,,f,f,,,,,,,,f,,,n,nowin
f,,,,t,,,,,,f,,l,,,,,,,,,,,,,,,,,,,,,,,n,nowin
,,,,,,,f,,,,f,,f,,,,,,f,,,,,,t,,,f,,,,f,,,n,nowin
,,,,,,,,,,t,,,,,,,,,,,,,,,t,,f,,,,f,,f,,,nowin
,,,,t,,,f,f,,,f,,,,,f,,,,,,,,,,,,,,,,,,,,nowin
,,,,,,,,f,,,,,,,,,,,,,,,f,,,,,,,,,f,,,,nowin
f,,f,,f,,,,f,,,,,,,f,,,,t,f,,,,f,,,,f,,,,,,f,n,nowin
f,,,f,,,,,f,,,,,,,f,,,,f,,,,f,,,f,,,,,,f,f,,,nowin
,,,,,,t,f,,,,,l,,n,,,f,,,f,,f,,,,f,,,,,,,,,n,nowin
,f,,f,,,f,,,,t,,l,f,,,,,,,,,,,,,,,,f,f,,,,,,nowin
,,,,,f,,,,f,,,,,,,f,f,f,,,,,,,,f,,,,,,,,,,nowin
,,,,,,t,,,,,,,,n,,,,,,,f,,f,f,,,,,,,,,,f,,nowin
,,,,,f,,,f,,,,l,f,,f,,f,,,,f,f,,,t,,,f,f,,,,,f,,nowin
f,,,,,,,,f,,,,l,,,,,,,f,f,,,,,t,,,,f,,,,,,,nowin
f,,,,,f,f,,,,,,,f,,,f,,,,,,,,,,,,,,,,,,f,n,nowin
,,,,,,,,,,,f,,,,,f,f,,,,f,,,,,f,,,,f,,f,f,,,nowin
,,,f,,,f,,f,,,,,,,,,,f,,,,,,f,,,,,f,t,,,,,,nowin
,,,,t,,,,,,,,,,,,,f,,,,,f,t,,,,,,f,,,,,,,nowin
,,,,,,,,,,,,l,,,,,f,,,,,,,,,f,,f,,,f,,,,n,nowin
,,,,f,f,,,f,,,,,,,f,,,,,,,,f,f,,,,,f,t,,,,,,nowin
,,,f,,,,,,,,f,,,n,,,t,,f,f,,,,,,,,,,,,,,,,nowin
,,,,,,,,,,,f,,,,,,t,f,f,,,,,,,,,f,,,,,t,f,,nowin
,,,,,,,,,f,,,,,,f,,,,f,,,,f,,t,,,,,f,,,,f,,nowin
f,f,f,,f,,,,,,,,,,n,f,f,,,,,,,,f,,,,,f,f,,,,,,nowin
,,,,f,,,,,,,,l,f,,,f,,,,,,,,,,,,,f,,f,,t,,n,nowin
,,,,,,,t,,,,,l,,n,,,,,,,,,,,,,,,,,,,,,n,nowin
f,,f,,,,,t,,,,f,,,,,f,,,f,,,,,,,,,,,,,,,,,nowin
,,,,t,,,,,,,,l,f,b,,,,,f,,f,,f,,,,,,,,,f,t,t,,nowin
,,,,,,,t,,f,,,,,,,,,,f,,,,t,,,,,,,,,,,,,nowin
,,,f,t,,t,,,,,,,,,,f,f,,,f,,,f,,,,f,,,,,,,,,nowin
f,f,,,,,,,,,,f,,,,f,,,,,,,,,,,f,,,,,,f,f,,,nowin
f,,,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,f,t,,,n,nowin
f,,,,,,,,,,,f,l,,n,,,,,f,,,,,,,,,f,,t,,,t,,,nowin
f,f,,,,,f,,,,,,,,,,,,,,,f,,,,,,f,,,f,,,,,n,nowin
,,,,,,,f,,,t,,,,,,,,,,,,,f,,,f,,f,f,,,,,,,nowin
f,,,,,,,,,,,f,,,,,,,,,,f,,,,,,,,,,f,t,,,,nowin
,,,f,,,,f,,,,,,,,,f,,,,,,,f,,t,,,,,,,,,,,nowin
f,f,,,,,,f,f,,,,,f,,,,t,,,,,,,,,,,,,f,,,,t,,nowin
f,,,,,t,,f,f,,f,f,,,,,,t,,,,,,t,,,f,,,f,f,,,,,,nowin
,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nowin
,,f,f,,,,,f,f,,f,,,,,,,f,,,,,f,,t,,f,,,t,,,,,,nowin
,f,,,,t,,,,,,,,,,f,,t,,,,,,f,f,,,,,,,,,t,,,nowin
,,,,t,,,,,,,,,,,,,t,,f,,,f,,,,,,,,,,,,,,nowin
,,,,,,t,,f,f,,,,,,,,,,,,f,,,f,t,,f,,,,,,,,n,nowin
,,,,,,,,,,,f,,,,f,,t,f,,,,,,,,,f,,,f,,t,t,,n,nowin
f,,,,,t,f,,,,t,,,,,,,,,,,f,f,t,,,,,,f,,,,t,,,nowin
f,,,,,,,f,,,,,,,,,,,,t,f,,,,,,,,f,,t,,,,,,nowin
,,,,f,,,,,,t,,,,,f,,,,,,,,,,,,f,f,,,,,,,,nowin
,f,,,,t,,f,,,,,,,,,f,t,,,,f,,,,,,,,,f,,,t,,n,nowin
f,,,,,,f,,,,,,,,,,,f,f,,,,,,,,,,,,,,,,,,nowin
,f,,,f,,,,,,,,,,,f,,,f,f,,,f,,,,,,f,,,,,,,,nowin
,,f,,,,,,,f,,,,,n,,,,,,,,,,f,t,f,,,,,,t,,,n,nowin
,,f,,f,t,,,,,,,,,,,,,,,,,,,,t,,,f,f,,,,,,,nowin
,,,,t,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,,nowin
,,f,,,,,,f,,,,,,n,,,,,,,f,,,,t,,,,f,,,t,,,,nowin
f,,f,,,t,,,,f,t,,,,n,,,,,,,f,,,,,,,,,f,,,,f,n,nowin
f,f,f,,,,t,f,,,t,,l,,,,,,,,,,f,,,,,,f,,,,,,,,nowin
,,,,,,,t,t,f,,,,,,,,,f,,,,,,f,,,,,,,,,,,,nowin
,f,,,,,,,,,,,l,,n,,,,,,,,f,t,,,,f,,,f,,,,,,nowin
,,,,,f,,f,,,,f,,,,,,,,,,f,,f,,,,f,f,f,,,,t,,,nowin
,,,,,,,f,,,f,f,,f,,,f,t,,f,,,,,,,,,,,,f,,,,,nowin
,,,,,,t,,,,,f,,,,,,,f,,,,,,,,,f,f,f,,,,,,,nowin
,,,,,,,f,,,,,,f,,,,,,,,,,,,,,,,,,,,,,n,nowin
,,,,,,,,,f,f,,,,,,f,,,,f,f,,,,,,,f,,f,,t,t,,n,nowin
,,,f,,,,,,,,,l,,n,,f,,,,,,,t,,,,f,,,,,t,,,,nowin
,,,f,f,f,,,,,f,,,f,,f,,,,,,,,,,,,,f,,,,,t,,,nowin
f,,,f,f,,,f,,,,,,,,,f,,,,f,,,,f,,,,,,,,,,,n,nowin
,,,,,f,,,,,,,,,,,,,,f,,,,,,,f,,,,,,,f,,n,nowin
,,,f,f,,,,,,,,,,,,,,f,f,f,,f,,f,,,f,,,,,,f,,n,nowin
f,,,,t,,,,,f,f,,,,,,,f,,,,,,,,f,,f,f,f,,,,f,,,nowin
,,,f,,,,,,,f,,,,n,f,,,f,f,,,f,,,,f,,,,,,t,,t,,nowin
,,,,,,f,f,f,,,,,f,,,,,,,f,f,,f,,f,,,f,,f,,,,,,nowin
,,f,,,,f,f,,,,,,,n,,,,,,,f,,,f,f,,,,,,,,,,,nowin
,f,,,,f,f,,,f,f,,,f,n,,,,,,,,t,,f,,,,,,,,,,t,,nowin
,,,,,,,,,,f,f,l,f,,,,,,,,,,f,,,f,,,,,f,,,,n,nowin
,f,,,,,,f,f,,,,l,f,,f,,t,,,f,,f,,,,,,,,,,t,t,,,nowin
f,f,,,,,,,f,,,,,f,n,f,f,,,,,,f,,,f,,,,f,,f,,,,,nowin
,,,f,,,,,,f,,,,f,,,,,,f,,,,,,,,,,f,,,,,,n,nowin
,,,,f,,,,,,,,,,,,,t,,,,,,,,,f,,,,,,,,,,nowin
,f,,f,t,,,,,f,,,,,,,f,t,,,f,,,,,,,,,,,,,t,,,nowin
,,,,,,t,,f,,,,,,,,f,,f,,,,,,,,f,f,,,,f,,,,n,nowin
f,,,,,,t,f,f,,,f,,,,,,,,,,,,,,,,,,f,,f,t,,t,n,nowin
,f,f,,,,t,f,,,,f,,,n,,,,,,f,f,,f,,,,,,,,,,,,,nowin
,,f,,,,f,,,,f,f,,f,n,,,,f,,,,,,,,,,,,,,,,,n,nowin
,,,,t,,,,,f,f,,,,,f,f,,,,,,,,,,,f,,,,,,,t,,nowin
,,,,f,,,,f,f,,,,,,,,,,,,,,,,,,,,,,f,t,,,n,nowin
,,f,,,,,,f,,f,,,,,,f,t,f,,,f,,,,,,,,,,,,,t,,nowin
,,,,,,,,t,,,,,,,f,,,f,,,t,,,f,,,,,,,,,,,,nowin
,,,,,,t,,,,f,,l,f,n,,f,,,,,,,,,f,,,,,,,,,,,nowin
,,,,f,t,f,f,,,,,,f,,,,,,,,,,,,,,,,,,,,f,,,nowin
,,,f,,,t,,,,f,,,,,,,,,,,f,,,,,,,,,f,,,,,n,nowin
,,,,,,,,,,,,,,,,,,f,,,,,,,,,,,f,,,,,,,nowin
,f,,,,,t,t,,,,,,,,,,,,,f,,,,,,,,,,,,,t,,,nowin
,f,,,,,,,,f,,,l,,,,,,,,,,f,f,f,f,,,,f,,,t,,,,nowin
f,,,,,,,,,f,f,,,,,,,,,,f,,,,,,,f,,,,f,,,,,nowin
,,,,,,,,,,,,,,,,,,,,,,,,,,,f,,,,,t,,,,nowin
,,,,f,,,f,,,,,g,,,,f,t,,,,f,,f,f,,,,f,f,f,,,,,,nowin
,,f,,,,,,,,,f,,,,,,t,f,,,,,,,t,,f,,,,,,,,n,nowin
,,f,,,f,,,,,,,,,,,,,,,f,f,f,,,,,,,,,,,,,,nowin
,,,f,,f,f,,t,,f,f,,,,,f,,f,,f,,,,,,,f,,,,,t,,,,nowin
,,,f,,,,,,,,,,,n,,,,,,,,,,,,,,,f,,f,,t,t,,nowin
,f,,,,,,,,,,,,,,f,,t,,,,,,,,,,,,f,,,,,,,nowin
,,,,,,f,,,,,,,,,,,t,,,,,f,,,,,,f,,,,,t,,,nowin
,,,,f,,,,,,,,g,,,f,f,,,f,,,,,f,t,,,,,,,,,,,nowin
,,,,,f,,,,,,f,,,,,f,,,,,,,,,,,,f,,f,f,,,,n,nowin
,,f,,,,f,,,f,,,,,,,,,,,,,,,f,,,,,,f,,t,,,,nowin
f,,,,,f,f,,,f,,,,,,,,,f,,,,,,f,,f,,f,f,,,,t,,,nowin
f,,,,,,,,f,,,,,,,,,,,,,,,,,,,,,,,,,t,,,nowin
,,f,f,,,,,,,,,,,,,,t,f,,,,,,,,,,,,,,,,,n,nowin
,,f,,,f,,,,,,,,f,,,,,,f,,,,,,,,,,,,,,,,,nowin
,,,,f,,,,,,f,,g,,n,,,,,,f,f,,,,,,,f,,,,f,,f,,nowin
,,f,,f,,,,f,,t,,,,,,,t,,,,f,,,f,t,,,,,,,f,t,f,,nowin
,f,f,,,,f,,,,,,,,,,,,f,,,,,f,,,,f,,,f,,,t,,,nowin
,,f,t,,f,f,,,f,,,g,,,f,,,,,,,f,,,,f,f,,,,,f,t,,,nowin
f,,,,,,,,,f,,,,,,,,,,,,,f,,,,,,f,f,,,,,,n,nowin
,,,,,f,,,f,,t,,,,,f,,,f,,,,,,,,,,,,,,,,,,nowin
f,f,,,,,f,,,f,t,,g,,,,,,,,,,,f,,,,,,,,f,,,,,nowin
,,,,,f,,,,,,,g,,,,,,,,,,,,,,f,f,,,f,,f,,,,nowin
,,,,,,f,f,,f,,,,,,f,,,,,f,,,t,,t,,,,,,,,,f,,nowin
,,,,,f,,,f,,,,,f,,,f,,,,,,f,t,,,f,f,,,,f,,,,,nowin
,,,f,,,,,,,t,,,,,,,,,f,,,,,,,,f,,,,,,t,,,nowin
,,,,t,f,,,,,,,,,,,,t,,,,,,,,,,f,,f,f,,,t,,,nowin
,,,,,,,,,,,,,,n,,,,,,,,,,f,,f,f,,,,,f,,,n,nowin
f,,,f,,,,f,,,,,,,,,,,f,f,,,,,,,,,,f,,,,,,,nowin
,,,,,,,,f,f,t,,,,,,,t,,,f,,,,,t,,,f,,,,f,t,,,nowin
,f,,,,,f,f,,f,,,,,,,f,,,,f,,,,f,,f,,f,,,,f,,,,nowin
f,,,f,,,t,,,f,,,g,,,,,,,,f,,,,,,f,,,,,,,,,,nowin
,,,f,,,,,f,,,,,,,f,,t,,,,,,,,,,,,,,,,t,t,,nowin
,f,,,,,t,,,,t,,,,,,f,,,,,,f,,f,,,,,f,,,,,,,nowin
,,,,,,,,,f,,,,f,,,,t,,f,,,f,,,,,,,,,t,,,,n,nowin
,f,,,,,,,,,,,,,,,f,,f,f,f,f,,,,,,,,f,f,,,,,n,nowin
,f,,,,,f,f,,f,,,,f,b,,,,,f,,,,,f,,,,,,,,,,,,nowin
,f,,,,f,,,,,,,g,f,,,,,,,,,,t,,,f,,,f,,,,,f,n,nowin
t,f,f,,,f,,,f,,,,,,,,f,t,f,,,,,f,,,,,,,f,,,,,,nowin
,,,,,,t,,,f,,,,,,,,,,f,,,,,,,,,,f,,,t,,t,n,nowin
,f,f,f,,,t,,t,,,,,,,f,f,,,,,,,,,,,,,,,,t,,t,n,nowin
,,,,f,,,,,,t,,g,f,,,,,,,f,,,f,,,,,,,,,,,,n,nowin
,f,f,,,,,t,,,,f,,,,,,,,,f,,,f,,,f,,,,,,,t,,,nowin
,,,,,,f,,,,,,,,,,f,,,,f,f,t,,,,,f,,,f,f,,,,,nowin
,,f,,,,,,,,,,,,n,,,,,,,,,,,,,f,f,f,f,,,,,,nowin
,,,,,,,,,,,,,,,,,,,,,,t,,,,f,,f,,f,f,f,,,,nowin
,f,,,,,f,,,,f,f,,,,,,,,f,,t,,f,,,,,,,f,,t,,,,nowin
,,,,,,,,,,f,,,,,f,,,f,,,,,,,,,,,,,f,,,t,,nowin
,,,,,,f,,t,,f,f,,,,,,,,,,,,,,,,,,,f,f,f,,,,nowin
,,,,f,f,,,,,,,,f,,,,,,f,,,,f,,t,,,,f,,,,,,n,nowin
f,f,,,,,,f,t,,,f,g,,,,,,f,,,,t,,,t,f,,,,,,,,,,nowin
f,,,f,f,f,f,,f,,,,,,,,,,,,,,t,,,,f,,,f,,,,,,,nowin
,,f,,,,f,f,f,,,,,,n,,f,,,,,,,,,,,f,,,f,f,,,,,nowin
,,f,,,,,,,,,,,,,f,,,,,,,,,,,,,f,,f,,,,,,nowin
,,,,t,,f,f,,,,,g,,n,,,,,,,f,,,,,,,,,,,,,,n,nowin
,,,,,,,f,,,,f,g,,,,,,,,,,f,f,,,,,f,,,,t,,,n,nowin
f,,,,f,t,,,,,,f,,,,,,,,,f,t,,,,t,,,f,,,,t,,,,nowin
,,,,,,,,,,f,,,,,f,,,,,,,,f,f,,f,,,,,,,,,n,nowin
,,,f,,,,,,,f,,,f,,,f,,,f,,f,,,f,,,,,f,,,,,,,nowin
,,,f,,,,,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,nowin
f,,,,f,,,,f,,,,,,,,f,,,,,,,,,t,f,,,,,f,,f,,,nowin
,,,,f,,t,f,,,,,,,,,,,,,,,,,,t,f,,,,,,,t,,n,nowin
,,,,t,,,,,f,,,,f,,,,,f,,f,,,,f,t,,,f,,,,,,,n,nowin
,f,,,,,,,,,,,g,,,,,,f,,,,,t,,,,,,f,,,,t,,,nowin
,,,,,t,,t,,,,f,,,,f,f,,,,,,,,,,f,f,,,,,,,,n,nowin
f,,f,,,,,,,,f,,,,n,,,,f,,,,f,,,,,,,,,,t,,,,nowin
,,f,f,,t,,,,,f,,g,,n,,,,,f,,,,,,t,,,,,,,,,t,,nowin
,,,f,,,,,,,,,,,,,f,,,,,,,,,,f,f,,,,,,,,,nowin
,,f,,,,,,,,,f,,,,,,,,f,f,,,,,,f,f,,,,,,t,,,nowin
f,f,,,,,f,,,,,f,,,,,f,,,f,,t,,,,t,,,,f,,,t,,,,nowin
f,,,,,,,f,,,,f,g,,n,,,t,,f,f,f,,f,,f,,,,f,f,f,,,,,nowin
,,,,t,f,f,,f,,f,f,,,,,,,,,,,,,f,f,,,,,f,,,,,,nowin
,,,,,f,,f,,,,,,f,,f,,,,,f,,,,,,,,,,f,,,t,,,nowin
,f,,,,,,,,,,,,,,f,,,,,,,f,,,,,f,,,,,,,,,nowin
,,,f,,,,,,,,,,,n,,,t,,,f,f,,,,f,f,,,,,,,t,,,nowin
,,,,,,f,,,f,,,g,,,f,,,,,,,,,,,,,,,,,,t,,,nowin
f,,,f,,,,,,,,,,f,,,,t,,,,,,t,,,,,,,f,,,,,,nowin
,,,,,,,,,,,f,,f,,f,,t,,,f,,,t,,,f,f,,,,,,,,,nowin
,,f,,,,,,,,,f,,,n,,f,,f,f,,,f,,,,,,,,,,t,,,,nowin
,,,,,,,f,,,,f,,,,,f,,,,f,,,,,,,,,f,,,t,,,,nowin
,f,,f,,,,,,f,,,,,,,,,f,,,f,f,,f,,,,,,,,,,,,nowin
,,,f,,,f,,,,,f,g,,n,,,,,,,f,f,,,f,,,,,,,,,,,nowin
,,,,,,,,,,,,,f,,,,,f,,f,,,,,,,f,,,,,,,t,,nowin
,f,,,,,,f,f,,,,,,,,,,,f,f,,t,,,,,,,,,,f,t,,,nowin
,,f,,,,f,,,f,f,,,,,,,,f,,,f,,f,,f,,,,,f,,,t,,,nowin
,,,f,,,,,,,f,,,,,,,t,,,,t,,,,,,f,,,,,,,t,,nowin
,f,,,,,,,,f,,,g,,,f,,,,,f,,,,,,f,,f,,,,,,,,nowin
f,f,,,,,,,f,,,,g,f,,,,,f,,,,,,,,f,,f,,,,,,,,nowin
f,,f,,f,,f,,,,f,,g,,,,,,f,,,,,f,f,,,f,,,f,,t,,,n,nowin
,f,,t,,,f,,,,f,,,,n,,,t,,,f,,,,f,,,,,,,,t,,,,nowin
f,f,,,,,,f,,f,f,,,,,f,f,,,,,,,,,f,,,,,,,,,t,,nowin
,,,,f,t,,,,,,,,f,,,,,,,,,,,,,,f,,,f,,,,,,nowin
,f,,,,,,,t,,f,f,,,,,,,,,,,,f,,,,f,,,,f,t,,,,nowin
,,,,,,,,,f,,,,f,,,,t,f,,,,,,,,,,,,,,,,,,nowin
,,t,,,,f,,,,,,,,,,f,,,,,,,,,,,,,,,,,,,,nowin
,,,,,,,,,f,,f,,,,,,,,,,,,,,,f,f,,f,,,,,,n,nowin
,,,,f,,,f,,,,,,,,,,,,f,,,,,,,,,,f,f,,,,,,nowin
,f,,,t,t,,f,,,f,,,f,,f,,,,,f,,,,,,,,,,,,,t,t,n,nowin
,,f,,f,,,,,f,,,,,,,f,,,,,,f,,,,,f,,,,f,,,t,n,nowin
,,,f,,,,t,,,f,,,,,f,,,,f,,,,,,,,,,,,,t,,,,nowin
,,,,f,,f,,,,,,g,,,,,,,,,,,,f,,,,,f,,,t,,,,nowin
,,,,,f,,,f,,,,l,,,,,,f,,f,,f,,,,,,,f,,,,,,,nowin
,,f,,,,,,,,,,,,,,f,t,,,,,,f,,,,,,,,,t,,,n,nowin
f,,,,f,f,,,,,,,l,,,,,,,,,,,,,,,,,,,f,,,t,n,nowin
f,,,,f,,,,t,,,,l,,,,,,f,,,,f,,,,f,,,f,,,t,t,,,nowin
,,,,,,,,f,,,t,l,,,,,t,,,,,,,,f,,,,,,,,,,,nowin
,f,,f,,,f,,,,,,,f,n,,,,,,,,f,,,,,,,,,,t,,t,,nowin
,,,,f,,,,,,f,,l,,,,,,,f,f,,f,t,,,,,,,,,t,t,,,nowin
,,,,,,,,,,,,,,,,f,,,,f,,,,,t,,f,f,,,,,,,,nowin
,,,,,,,,,,,,,,n,,,t,f,f,,,,,,,,,,,,,t,,,,nowin
,f,,f,,,f,f,,,,,,f,n,,,,f,,,,f,,,,,,,,,,,t,,,nowin
f,,,,,,,,t,,f,,,,,f,,,f,,,t,,t,f,t,,,,,,,,,t,,nowin
,,f,,,,,f,,,,,,,,,,,,,f,,f,,,,,,,,f,,,,,n,nowin
,,,,,,,f,,,,,,f,,,,,,,f,,,,,,,,,,,,t,,t,,nowin
,,,f,,,,,,f,,t,,,,,,,,,,,,t,f,,,,,,,,,,,,nowin
,,f,,,f,,,,f,,,,f,,,,,,,f,,,,f,,,,,f,,f,t,t,,,nowin
f,,,,,,,f,f,,,,g,,,,,t,,,,,,,,,,,,,,f,t,,,n,nowin
f,,,,,t,,,,,,,g,,,,f,,f,,f,f,,,,,,,,,f,,,,,,nowin
,,,,,t,,,,f,,,,,,,,t,,,,f,,,,,,,,,,,,,,n,nowin
,,,f,,,,,,,,,,,,,,,,,,,,,,t,f,,,f,,,,,,,nowin
f,,,f,,f,,,,,,,l,,,,,,,f,f,t,,f,,,,,f,,,f,,t,,t,nowin
,,,,f,,f,,,,,,,,,,,t,,,,,,,f,,,f,,f,,f,t,,,,nowin
f,f,,,f,f,f,,,,,,,f,,,,,f,f,,,,,f,,f,,,,,,,,,,nowin
,,f,,,f,t,,,f,,,,,n,,,,,,,,f,,,,,,,,,,,,,,nowin
,,,,f,f,,,,,f,,,,,f,,f,,f,,,,,,,,,f,,,,,,,,nowin
f,,f,,t,,,,,,,,,,n,,,,,,,f,,,,,,,,,f,,,,,t,nowin
,,f,t,,,,,,,f,,,,,,,,f,,,,,,f,,,,,,,,,,,,nowin
f,,,f,f,t,f,,,,,,,,,,f,,,f,,,f,,,,,,,,,,,t,,,nowin
,,f,,t,,,,,,,,l,f,,,,t,,,,t,,,f,t,,,,,,,,t,,t,nowin
,,f,,,,,,,,,,,,,,,,f,,,,,,,,,,f,,,,,,,,nowin
,,,,,t,,,f,,,,,f,n,,,,,f,,,,,f,,f,,,,,,,,t,t,nowin
,,,,,,,,,f,,,l,,,,,,f,f,,f,,,,,,,,f,f,f,,,,,nowin
,f,,,,,t,,t,,,,,,n,,,t,,,,,f,,,t,,,,,,,,,,,nowin
,,f,,f,f,f,,,,,,,,n,,,t,,f,,,,,,,,,,f,,f,,,,,nowin
,,,,f,,,,,,,,l,,,,,,,,,,,f,,,,,f,,,f,,,,,nowin
,,,,,,,,,,,,l,,,,f,,,f,,,f,f,,,,f,,f,,,,,t,,nowin
,,,f,,,,f,,f,,f,,,,f,,t,,,,,,,,,,,,,f,,,t,,,nowin
,,,,,,,,,f,,,,,,,f,t,f,f,f,,,,f,,,,,,,,,,,,nowin
,,,,,,,f,,,,,,f,,,,t,,f,,t,,,,,,,f,f,f,,t,,,,nowin
,,,,f,,,,,,f,,l,,,,,,,,,,,,f,,,,,f,,,,,,,nowin
,,,,,,,,f,,f,f,,,,,f,,,,,,,t,,,t,,f,,,,,,,,nowin
,f,f,,,,,,,,,f,,,n,,,,,,,t,,,,,,f,,,,,,,,,nowin
,,,,,,f,,,,,f,l,f,,f,f,,,,f,t,,,,,,f,,f,,,t,,,,nowin
,f,,,,,t,,,,,,,,,f,,f,,,,,f,,f,,,,f,,f,,,,t,,nowin
,,,,,,,,t,,,,,,,,,,,,f,,,,f,f,,,,,f,,,,,,nowin
,,,,,,t,,t,f,f,,,f,,,,t,,f,f,,,f,,f,,f,,,,,,,,,nowin
,,,,,f,,,f,,,,,,,,,,f,,,,,,,,,,,f,,,,,,,nowin
,,,,f,,f,,,,f,,,,n,,,,,f,,,,,,f,f,,,f,f,,,,,,nowin
,,,,,,,,f,,,f,,,,,f,,,,,f,,,,f,,f,,f,,,,,,t,nowin
,,,,,,,,,,,,,,,t,,,f,,f,,,,f,f,,,,,,,,f,,,nowin
,,,,,,,,,,,f,,,,,,,f,,,,,,,,,,,,,,t,t,,,nowin
,,,,,,,f,,f,,,,,,,,,,,,,,f,,,f,,,,,,,,,,nowin
,f,,f,f,t,f,,f,f,f,,,,,,,,,,,,,,,f,f,,,,,f,t,,,,nowin
f,,,f,,,,,,,f,,,,,,,t,,,,,f,t,,,,f,,f,f,,,,,t,nowin
,f,,,,,,,,,,,,,,f,f,f,,,f,,,,f,,,,,,,f,,,,,nowin
,,,,,,,,,f,f,,,,n,,,,f,,,,,,,,,,,,f,,,,,t,nowin
,,,,,f,,,f,,,f,,f,,,,,,,f,,,,f,,,,,,f,f,,,,t,nowin
,,,f,,,f,f,,f,,f,,,,f,,,,,,,f,,,t,,,,,,,,t,,t,nowin
