checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,9.0,existing paid,furniture/equipment,1388.0,<100,1<=X<4,,female div/dep/mar,none,2.0,real estate,26.0,none,rent,1.0,skilled,1.0,none,yes,good
0<=X<200,36.0,existing paid,repairs,2384.0,<100,<1,4.0,male single,none,1.0,no known property,33.0,,,1.0,,1.0,none,yes,bad
no checking,12.0,existing paid,new car,2133.0,no known savings,>=7,4.0,female div/dep/mar,,4.0,no known property,52.0,none,for free,1.0,high qualif/self emp/mgmt,,,yes,good
<0,18.0,existing paid,furniture/equipment,2039.0,<100,1<=X<4,1.0,,none,4.0,,20.0,bank,rent,1.0,,,none,,bad
,9.0,critical/other existing credit,new car,,<100,1<=X<4,2.0,male single,none,,real estate,36.0,none,rent,2.0,skilled,2.0,none,yes,good
<0,12.0,,furniture/equipment,1289.0,<100,,,male single,,1.0,,21.0,none,own,1.0,,1.0,none,,good
<0,,existing paid,domestic appliance,1217.0,<100,1<=X<4,4.0,male mar/wid,,3.0,real estate,,none,own,,unskilled resident,1.0,,yes,bad
<0,12.0,critical/other existing credit,furniture/equipment,2246.0,,>=7,3.0,male single,none,,life insurance,60.0,none,own,2.0,skilled,,none,yes,bad
<0,,critical/other existing credit,radio/tv,385.0,<100,4<=X<7,,female div/dep/mar,none,3.0,real estate,58.0,none,own,4.0,unskilled resident,1.0,,,good
0<=X<200,24.0,,new car,1965.0,,1<=X<4,,female div/dep/mar,none,4.0,,,none,,2.0,skilled,1.0,yes,yes,good
no checking,,existing paid,business,1572.0,>=1000,>=7,4.0,female div/dep/mar,none,4.0,real estate,36.0,,own,1.0,unskilled resident,,none,yes,good
,,existing paid,new car,2718.0,,1<=X<4,3.0,female div/dep/mar,,4.0,life insurance,,,rent,,unskilled resident,1.0,,yes,bad
<0,24.0,all paid,other,1358.0,no known savings,>=7,4.0,,none,3.0,car,40.0,stores,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
0<=X<200,6.0,all paid,new car,931.0,,<1,,,,1.0,life insurance,32.0,stores,own,1.0,,1.0,none,,bad
<0,24.0,existing paid,new car,1442.0,<100,4<=X<7,4.0,female div/dep/mar,none,4.0,car,23.0,none,rent,2.0,skilled,1.0,none,yes,bad
0<=X<200,24.0,no credits/all paid,business,,<100,1<=X<4,1.0,male single,,,,,none,own,,unskilled resident,1.0,,yes,bad
no checking,18.0,critical/other existing credit,,2775.0,<100,4<=X<7,2.0,male single,none,2.0,life insurance,31.0,bank,,2.0,skilled,,,yes,bad
no checking,24.0,delayed previously,,3863.0,,1<=X<4,1.0,male single,none,2.0,no known property,,,for free,,skilled,1.0,none,yes,good
0<=X<200,7.0,existing paid,radio/tv,,<100,<1,1.0,female div/dep/mar,guarantor,1.0,,45.0,none,own,1.0,skilled,1.0,none,,good
,9.0,existing paid,furniture/equipment,918.0,<100,1<=X<4,4.0,female div/dep/mar,none,1.0,,30.0,none,,,skilled,1.0,none,yes,bad
0<=X<200,,all paid,education,1837.0,,4<=X<7,,female div/dep/mar,none,4.0,no known property,34.0,bank,for free,,,1.0,,,bad
no checking,36.0,existing paid,furniture/equipment,3349.0,,,4.0,female div/dep/mar,none,2.0,,28.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
,,existing paid,furniture/equipment,1275.0,<100,,,female div/dep/mar,none,2.0,life insurance,23.0,none,own,1.0,skilled,1.0,none,yes,good
<0,24.0,all paid,furniture/equipment,,500<=X<1000,,4.0,male single,none,4.0,,22.0,,own,1.0,skilled,,yes,yes,good
no checking,24.0,critical/other existing credit,business,4526.0,<100,1<=X<4,3.0,male single,,2.0,real estate,,none,,1.0,,1.0,yes,yes,good
,36.0,existing paid,radio/tv,2671.0,100<=X<500,1<=X<4,4.0,,,4.0,no known property,50.0,none,for free,,skilled,1.0,,yes,bad
no checking,18.0,existing paid,radio/tv,2051.0,<100,<1,4.0,male single,,1.0,real estate,,none,own,1.0,,1.0,none,,good
,15.0,existing paid,used car,1300.0,no known savings,>=7,,,none,,,45.0,bank,,1.0,skilled,2.0,none,yes,good
<0,12.0,existing paid,domestic appliance,741.0,100<=X<500,,,female div/dep/mar,,3.0,life insurance,22.0,none,own,1.0,skilled,,none,yes,bad
>=200,10.0,existing paid,new car,1240.0,100<=X<500,>=7,1.0,female div/dep/mar,none,4.0,,,none,for free,1.0,,2.0,none,yes,bad
<0,21.0,existing paid,radio/tv,3357.0,>=1000,<1,4.0,female div/dep/mar,none,2.0,car,29.0,bank,own,1.0,skilled,1.0,none,yes,good
,24.0,all paid,used car,3632.0,<100,,1.0,female div/dep/mar,guarantor,4.0,,22.0,bank,rent,1.0,skilled,1.0,none,no,good
,18.0,delayed previously,furniture/equipment,1808.0,<100,4<=X<7,,,none,,real estate,22.0,none,own,1.0,skilled,1.0,,yes,bad
0<=X<200,48.0,no credits/all paid,business,12204.0,no known savings,1<=X<4,2.0,male single,,2.0,car,48.0,bank,own,1.0,,1.0,yes,,good
0<=X<200,60.0,delayed previously,radio/tv,9157.0,no known savings,1<=X<4,2.0,male single,none,2.0,,27.0,none,,1.0,high qualif/self emp/mgmt,1.0,none,,good
<0,6.0,,,3676.0,<100,1<=X<4,1.0,male single,none,3.0,real estate,37.0,none,rent,3.0,skilled,,none,yes,good
0<=X<200,30.0,,furniture/equipment,3441.0,100<=X<500,1<=X<4,2.0,female div/dep/mar,co applicant,4.0,,21.0,none,,1.0,skilled,1.0,none,yes,bad
no checking,12.0,existing paid,new car,,<100,1<=X<4,4.0,male div/sep,none,2.0,real estate,49.0,none,own,1.0,unskilled resident,1.0,none,,good
0<=X<200,21.0,critical/other existing credit,business,,<100,4<=X<7,,male single,none,3.0,life insurance,27.0,none,,2.0,skilled,1.0,none,yes,good
no checking,18.0,,new car,1530.0,<100,1<=X<4,3.0,male single,none,,life insurance,32.0,bank,own,2.0,skilled,1.0,,yes,bad
no checking,,,business,3914.0,no known savings,,4.0,male div/sep,none,2.0,,,bank,own,1.0,skilled,1.0,none,yes,bad
<0,12.0,existing paid,,,<100,<1,4.0,,,1.0,car,22.0,none,rent,1.0,,1.0,,yes,good
<0,18.0,existing paid,radio/tv,2600.0,<100,1<=X<4,4.0,,,4.0,,65.0,none,for free,,skilled,1.0,none,,bad
no checking,15.0,,radio/tv,1979.0,no known savings,>=7,4.0,male single,,2.0,car,35.0,none,own,1.0,,,none,yes,good
>=200,6.0,,furniture/equipment,2116.0,,1<=X<4,2.0,male single,none,2.0,,,,own,,,1.0,yes,yes,good
0<=X<200,,all paid,new car,1437.0,100<=X<500,4<=X<7,2.0,,none,3.0,no known property,,none,own,,skilled,1.0,none,,bad
no checking,,critical/other existing credit,,4042.0,500<=X<1000,1<=X<4,4.0,,none,4.0,real estate,36.0,none,own,2.0,skilled,,yes,yes,good
,9.0,existing paid,,3832.0,no known savings,>=7,1.0,,none,4.0,real estate,,none,own,1.0,unskilled resident,1.0,none,yes,good
,24.0,existing paid,radio/tv,3660.0,,,2.0,female div/dep/mar,none,,car,,,own,1.0,skilled,,,yes,good
<0,18.0,all paid,furniture/equipment,1553.0,<100,1<=X<4,4.0,male single,none,,car,,bank,own,,skilled,1.0,none,yes,bad
,,existing paid,radio/tv,1444.0,no known savings,<1,4.0,male single,none,1.0,life insurance,23.0,none,own,1.0,skilled,,none,yes,good
no checking,9.0,existing paid,furniture/equipment,1980.0,<100,<1,2.0,female div/dep/mar,co applicant,2.0,car,19.0,none,rent,2.0,skilled,1.0,none,yes,bad
0<=X<200,24.0,existing paid,new car,1355.0,<100,<1,3.0,female div/dep/mar,none,4.0,car,25.0,none,own,1.0,,1.0,yes,yes,bad
,12.0,existing paid,education,1393.0,<100,>=7,4.0,,none,,,47.0,bank,own,,skilled,2.0,yes,yes,good
no checking,24.0,existing paid,radio/tv,1376.0,500<=X<1000,4<=X<7,4.0,female div/dep/mar,none,1.0,car,28.0,none,own,1.0,skilled,,none,yes,good
no checking,60.0,delayed previously,,15653.0,<100,4<=X<7,2.0,male single,none,,car,21.0,none,own,2.0,skilled,1.0,,,good
no checking,12.0,existing paid,,1493.0,<100,<1,,female div/dep/mar,,3.0,car,34.0,none,own,1.0,,2.0,,yes,good
<0,42.0,delayed previously,radio/tv,4370.0,,4<=X<7,3.0,male single,none,,life insurance,,bank,own,2.0,skilled,2.0,,yes,bad
<0,18.0,existing paid,education,750.0,<100,unemployed,4.0,female div/dep/mar,none,1.0,,27.0,none,own,1.0,unemp/unskilled non res,1.0,none,yes,bad
0<=X<200,15.0,,repairs,1308.0,<100,>=7,4.0,male single,none,4.0,,38.0,none,own,2.0,unskilled resident,,none,yes,good
no checking,15.0,,,4623.0,100<=X<500,,,male single,none,2.0,life insurance,,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,,radio/tv,1851.0,<100,4<=X<7,4.0,male mar/wid,guarantor,2.0,car,33.0,none,own,2.0,,,yes,yes,good
<0,,critical/other existing credit,radio/tv,1880.0,,4<=X<7,,male mar/wid,none,1.0,,32.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,36.0,,business,7980.0,no known savings,<1,,male single,none,4.0,car,27.0,none,rent,,skilled,1.0,yes,yes,bad
<0,30.0,,,4583.0,<100,1<=X<4,2.0,male div/sep,guarantor,2.0,real estate,32.0,none,own,2.0,skilled,1.0,,yes,good
,12.0,,new car,1386.0,500<=X<1000,,,,none,2.0,,,none,own,1.0,,1.0,none,yes,bad
>=200,24.0,existing paid,,947.0,<100,4<=X<7,4.0,male single,none,3.0,no known property,38.0,bank,,1.0,skilled,2.0,none,yes,bad
<0,12.0,existing paid,education,,<100,1<=X<4,4.0,male single,none,4.0,car,40.0,none,,1.0,unskilled resident,2.0,none,yes,bad
<0,48.0,existing paid,education,7476.0,,4<=X<7,4.0,,none,1.0,no known property,,none,,1.0,high qualif/self emp/mgmt,,yes,yes,good
0<=X<200,12.0,existing paid,,1922.0,<100,1<=X<4,,male single,none,2.0,life insurance,37.0,none,own,1.0,unskilled resident,1.0,,yes,bad
<0,24.0,existing paid,new car,2303.0,<100,>=7,,male single,co applicant,1.0,real estate,45.0,,,1.0,skilled,1.0,,yes,bad
,36.0,delayed previously,new car,8086.0,100<=X<500,,,,none,4.0,car,42.0,none,own,4.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,,2346.0,<100,4<=X<7,4.0,,none,3.0,car,35.0,,own,2.0,skilled,,yes,yes,good
<0,,,new car,3973.0,<100,unemployed,1.0,male single,none,,no known property,22.0,none,for free,1.0,skilled,1.0,none,yes,good
0<=X<200,12.0,existing paid,new car,888.0,<100,,4.0,male single,none,,,41.0,bank,own,1.0,unskilled resident,,none,yes,bad
no checking,48.0,existing paid,,,no known savings,4<=X<7,4.0,male single,,3.0,,37.0,stores,,1.0,skilled,1.0,yes,yes,good
0<=X<200,30.0,,business,4221.0,<100,1<=X<4,2.0,female div/dep/mar,none,1.0,car,28.0,none,own,2.0,skilled,,none,yes,good
0<=X<200,18.0,,furniture/equipment,,<100,,2.0,,none,1.0,no known property,41.0,none,own,1.0,skilled,,yes,,good
>=200,,,radio/tv,1297.0,<100,1<=X<4,3.0,male mar/wid,none,,real estate,,none,rent,1.0,skilled,1.0,,yes,good
<0,,,new car,900.0,,1<=X<4,4.0,male mar/wid,none,2.0,,23.0,none,own,1.0,,1.0,none,yes,bad
no checking,,,furniture/equipment,,<100,>=7,4.0,male single,none,2.0,real estate,50.0,none,own,,,1.0,none,yes,good
,6.0,delayed previously,furniture/equipment,,<100,unemployed,4.0,male single,none,,life insurance,35.0,stores,own,,,,yes,yes,good
>=200,6.0,,education,,<100,1<=X<4,,,none,,life insurance,,none,own,1.0,,,none,yes,good
,24.0,critical/other existing credit,other,6314.0,<100,,4.0,male single,co applicant,2.0,no known property,27.0,bank,,,,1.0,yes,,good
0<=X<200,30.0,all paid,furniture/equipment,3496.0,>=1000,1<=X<4,4.0,male single,none,2.0,car,34.0,,own,1.0,,2.0,yes,,good
no checking,48.0,all paid,business,3609.0,<100,1<=X<4,1.0,female div/dep/mar,none,,,27.0,stores,own,1.0,,1.0,none,yes,good
<0,12.0,critical/other existing credit,new car,,<100,>=7,3.0,male single,co applicant,4.0,,43.0,none,rent,2.0,,,yes,yes,bad
>=200,30.0,critical/other existing credit,radio/tv,,<100,>=7,,male single,,4.0,life insurance,,,own,1.0,skilled,1.0,none,yes,good
no checking,24.0,critical/other existing credit,business,4139.0,100<=X<500,1<=X<4,3.0,male single,none,3.0,,27.0,none,,2.0,,1.0,,yes,good
no checking,36.0,existing paid,,5742.0,100<=X<500,,2.0,male single,none,2.0,car,31.0,none,own,2.0,skilled,1.0,,yes,good
,60.0,existing paid,new car,10366.0,<100,>=7,,male single,,4.0,life insurance,42.0,none,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,6.0,critical/other existing credit,new car,2080.0,,1<=X<4,,male mar/wid,,2.0,car,24.0,,,1.0,,,none,,good
no checking,,delayed previously,business,2580.0,500<=X<1000,<1,4.0,,none,2.0,real estate,,bank,own,1.0,unskilled resident,2.0,none,yes,bad
no checking,30.0,critical/other existing credit,radio/tv,4530.0,,4<=X<7,4.0,female div/dep/mar,none,4.0,car,26.0,none,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
,,,,5150.0,<100,>=7,,male single,none,,car,33.0,,own,1.0,skilled,1.0,yes,yes,good
0<=X<200,,existing paid,radio/tv,5595.0,100<=X<500,,2.0,male mar/wid,none,2.0,,24.0,none,own,1.0,skilled,1.0,none,,bad
<0,24.0,,radio/tv,2384.0,<100,>=7,4.0,male single,none,4.0,real estate,64.0,bank,rent,1.0,unskilled resident,1.0,none,yes,good
,18.0,existing paid,radio/tv,1453.0,<100,<1,3.0,female div/dep/mar,none,1.0,real estate,26.0,none,own,1.0,skilled,1.0,none,yes,good
no checking,6.0,existing paid,education,1538.0,<100,<1,1.0,female div/dep/mar,none,2.0,no known property,56.0,none,own,,skilled,1.0,none,yes,good
no checking,12.0,existing paid,,,no known savings,1<=X<4,4.0,male single,none,,no known property,37.0,,,,,,yes,yes,good
no checking,15.0,delayed previously,radio/tv,1478.0,<100,1<=X<4,4.0,,none,3.0,,33.0,bank,own,2.0,skilled,,none,yes,good
no checking,24.0,critical/other existing credit,radio/tv,5103.0,<100,<1,3.0,,none,3.0,,,none,,3.0,skilled,1.0,yes,,good
0<=X<200,,,business,,100<=X<500,4<=X<7,,male single,none,3.0,life insurance,,,,2.0,unskilled resident,,,yes,good
,,existing paid,new car,6527.0,no known savings,1<=X<4,4.0,male single,none,,no known property,34.0,none,,1.0,,2.0,yes,yes,good
,10.0,critical/other existing credit,radio/tv,1347.0,,4<=X<7,4.0,male single,,2.0,life insurance,27.0,,,2.0,skilled,1.0,yes,yes,good
0<=X<200,36.0,delayed previously,new car,2862.0,100<=X<500,>=7,4.0,male single,,3.0,,30.0,none,for free,1.0,skilled,,none,yes,good
no checking,9.0,existing paid,radio/tv,2753.0,100<=X<500,>=7,3.0,male single,,4.0,car,35.0,none,own,,,1.0,yes,yes,good
<0,,,,3651.0,,1<=X<4,1.0,male single,none,3.0,life insurance,31.0,none,own,1.0,skilled,2.0,,yes,good
,15.0,critical/other existing credit,,975.0,<100,1<=X<4,2.0,male div/sep,,3.0,,25.0,none,own,2.0,skilled,1.0,none,yes,good
,15.0,existing paid,repairs,2631.0,100<=X<500,1<=X<4,3.0,female div/dep/mar,none,2.0,real estate,25.0,,own,1.0,unskilled resident,1.0,none,,good
0<=X<200,24.0,existing paid,radio/tv,2896.0,,<1,2.0,,,1.0,car,29.0,none,,1.0,skilled,,none,yes,good
<0,6.0,critical/other existing credit,new car,4716.0,no known savings,<1,1.0,,none,3.0,real estate,44.0,none,own,2.0,unskilled resident,2.0,none,yes,good
no checking,24.0,existing paid,radio/tv,2284.0,<100,4<=X<7,4.0,male single,none,,car,28.0,none,,1.0,skilled,1.0,yes,,good
no checking,6.0,,used car,1236.0,,1<=X<4,,male single,none,4.0,life insurance,,,rent,1.0,skilled,,,,good
,,existing paid,radio/tv,1103.0,<100,4<=X<7,4.0,,guarantor,3.0,real estate,,none,,2.0,skilled,1.0,,no,good
,12.0,critical/other existing credit,new car,926.0,<100,unemployed,1.0,,,,,38.0,none,own,1.0,unemp/unskilled non res,1.0,none,,good
no checking,18.0,critical/other existing credit,radio/tv,,,1<=X<4,4.0,,none,2.0,car,24.0,,own,2.0,,1.0,none,yes,good
>=200,15.0,,education,1905.0,<100,>=7,4.0,male single,none,4.0,car,40.0,,rent,1.0,high qualif/self emp/mgmt,1.0,yes,yes,good
no checking,12.0,existing paid,,,500<=X<1000,,4.0,female div/dep/mar,none,4.0,car,29.0,none,rent,1.0,unskilled resident,1.0,none,,bad
<0,48.0,critical/other existing credit,used car,6331.0,<100,,,male single,none,4.0,no known property,46.0,none,for free,2.0,skilled,,yes,yes,bad
>=200,24.0,existing paid,radio/tv,,100<=X<500,>=7,4.0,female div/dep/mar,none,2.0,no known property,47.0,none,,1.0,skilled,1.0,yes,yes,good
,,,,,100<=X<500,>=7,4.0,male single,,2.0,life insurance,41.0,,own,2.0,skilled,,none,yes,good
0<=X<200,27.0,existing paid,business,2528.0,<100,<1,4.0,female div/dep/mar,none,,life insurance,32.0,none,own,1.0,skilled,,,yes,good
,15.0,existing paid,new car,,500<=X<1000,>=7,,female div/dep/mar,none,4.0,no known property,35.0,none,for free,,,1.0,,yes,good
0<=X<200,48.0,existing paid,,6560.0,100<=X<500,,3.0,male single,none,2.0,life insurance,24.0,none,own,1.0,,1.0,none,yes,bad
,12.0,no credits/all paid,furniture/equipment,2969.0,,<1,4.0,female div/dep/mar,none,3.0,life insurance,,none,rent,,skilled,1.0,none,yes,bad
,9.0,existing paid,,1206.0,<100,,4.0,female div/dep/mar,none,4.0,,25.0,none,own,1.0,skilled,1.0,none,yes,good
0<=X<200,9.0,existing paid,,2118.0,<100,1<=X<4,2.0,male single,none,2.0,real estate,37.0,none,own,,unskilled resident,2.0,none,yes,good
no checking,18.0,critical/other existing credit,radio/tv,629.0,500<=X<1000,,,male single,none,,life insurance,32.0,bank,own,,high qualif/self emp/mgmt,1.0,,yes,good
<0,6.0,all paid,education,1198.0,<100,>=7,4.0,female div/dep/mar,none,4.0,no known property,35.0,none,,1.0,skilled,1.0,,yes,bad
no checking,21.0,existing paid,used car,2476.0,no known savings,,4.0,male single,none,4.0,real estate,46.0,none,own,1.0,high qualif/self emp/mgmt,1.0,,yes,good
,,critical/other existing credit,radio/tv,1138.0,<100,1<=X<4,,male single,none,4.0,real estate,25.0,,own,2.0,unskilled resident,1.0,none,yes,good
0<=X<200,60.0,,,14027.0,<100,4<=X<7,4.0,male single,none,,no known property,27.0,,own,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,30.0,critical/other existing credit,used car,7596.0,no known savings,>=7,1.0,male single,none,4.0,car,63.0,,own,2.0,,,none,yes,good
,30.0,critical/other existing credit,radio/tv,,,>=7,3.0,,none,2.0,car,40.0,none,own,2.0,skilled,2.0,yes,,good
,18.0,existing paid,radio/tv,1505.0,<100,1<=X<4,4.0,male single,none,2.0,no known property,32.0,none,for free,1.0,high qualif/self emp/mgmt,,yes,yes,good
>=200,24.0,critical/other existing credit,radio/tv,3148.0,no known savings,,3.0,male single,none,2.0,car,31.0,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,20.0,no credits/all paid,used car,6148.0,100<=X<500,>=7,3.0,male mar/wid,none,4.0,car,31.0,bank,own,,skilled,1.0,yes,,good
>=200,9.0,no credits/all paid,radio/tv,1337.0,,<1,4.0,male single,none,,,34.0,none,own,2.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
,6.0,,education,433.0,>=1000,<1,4.0,female div/dep/mar,none,2.0,life insurance,24.0,bank,rent,1.0,,2.0,,yes,bad
<0,12.0,existing paid,,,<100,,4.0,,none,,real estate,24.0,none,own,1.0,,1.0,none,,bad
0<=X<200,9.0,existing paid,radio/tv,790.0,500<=X<1000,1<=X<4,4.0,,none,3.0,real estate,66.0,none,own,1.0,,1.0,,yes,good
no checking,27.0,existing paid,new car,2570.0,,1<=X<4,3.0,female div/dep/mar,none,3.0,real estate,21.0,,rent,1.0,skilled,,none,,bad
no checking,6.0,,new car,250.0,>=1000,1<=X<4,2.0,female div/dep/mar,none,2.0,real estate,41.0,bank,,2.0,unskilled resident,1.0,none,yes,good
,15.0,critical/other existing credit,,1316.0,500<=X<1000,1<=X<4,2.0,male mar/wid,,2.0,life insurance,47.0,none,own,2.0,unskilled resident,,,yes,good
<0,,existing paid,radio/tv,1882.0,<100,1<=X<4,4.0,,none,4.0,car,25.0,,rent,2.0,skilled,,none,,bad
0<=X<200,48.0,all paid,business,6416.0,,>=7,4.0,,none,3.0,no known property,59.0,none,rent,1.0,skilled,1.0,none,yes,bad
>=200,24.0,critical/other existing credit,business,1275.0,,1<=X<4,,male div/sep,none,4.0,real estate,36.0,none,own,2.0,skilled,,yes,,good
0<=X<200,,,radio/tv,6403.0,<100,<1,1.0,male single,none,2.0,car,33.0,none,own,1.0,skilled,1.0,none,yes,good
<0,24.0,,radio/tv,,<100,1<=X<4,2.0,male single,none,4.0,real estate,21.0,,,1.0,unskilled resident,,none,yes,bad
0<=X<200,8.0,existing paid,radio/tv,760.0,<100,4<=X<7,4.0,female div/dep/mar,guarantor,2.0,real estate,44.0,none,own,,unskilled resident,1.0,none,,good
no checking,,existing paid,used car,2603.0,>=1000,1<=X<4,2.0,female div/dep/mar,none,4.0,car,28.0,none,rent,1.0,skilled,1.0,yes,yes,good
,4.0,critical/other existing credit,new car,3380.0,,4<=X<7,1.0,female div/dep/mar,,1.0,real estate,37.0,,own,1.0,skilled,2.0,none,yes,good
,36.0,all paid,domestic appliance,3990.0,no known savings,,3.0,female div/dep/mar,none,2.0,,29.0,bank,own,1.0,,1.0,none,,good
0<=X<200,24.0,,used car,11560.0,<100,1<=X<4,1.0,female div/dep/mar,none,4.0,,,none,,,,1.0,none,yes,bad
<0,18.0,existing paid,new car,4380.0,100<=X<500,1<=X<4,3.0,male single,none,,,35.0,none,own,1.0,,2.0,yes,yes,good
no checking,6.0,critical/other existing credit,new car,,<100,4<=X<7,1.0,male single,,3.0,no known property,45.0,none,own,2.0,high qualif/self emp/mgmt,2.0,yes,yes,good
0<=X<200,,no credits/all paid,business,4280.0,100<=X<500,1<=X<4,4.0,female div/dep/mar,,4.0,car,26.0,none,rent,,unskilled resident,1.0,none,,bad
<0,24.0,all paid,,2325.0,100<=X<500,4<=X<7,2.0,,none,,,32.0,bank,own,1.0,skilled,1.0,none,yes,good
0<=X<200,10.0,all paid,radio/tv,1048.0,,1<=X<4,,male single,none,4.0,real estate,23.0,stores,own,1.0,unskilled resident,1.0,none,yes,good
no checking,,existing paid,radio/tv,,,,4.0,male single,none,3.0,life insurance,,none,own,,skilled,1.0,yes,,good
<0,24.0,all paid,furniture/equipment,2483.0,500<=X<1000,1<=X<4,4.0,male single,none,4.0,real estate,22.0,stores,,1.0,skilled,1.0,,yes,good
<0,39.0,critical/other existing credit,furniture/equipment,,no known savings,,4.0,male single,none,4.0,life insurance,30.0,,,2.0,high qualif/self emp/mgmt,1.0,yes,yes,good
<0,13.0,critical/other existing credit,business,1797.0,,<1,,male single,none,1.0,life insurance,28.0,bank,own,,unskilled resident,1.0,none,,good
<0,15.0,existing paid,new car,,<100,unemployed,1.0,,none,4.0,car,23.0,,rent,1.0,skilled,,none,yes,good
<0,12.0,existing paid,new car,,<100,,3.0,female div/dep/mar,none,1.0,,37.0,none,own,1.0,unskilled resident,,,yes,bad
no checking,21.0,existing paid,,5248.0,,,1.0,male single,none,3.0,car,26.0,none,own,1.0,,,none,,good
no checking,,existing paid,,3029.0,<100,4<=X<7,2.0,male single,none,,car,33.0,,own,1.0,skilled,1.0,,yes,good
<0,6.0,existing paid,,428.0,<100,>=7,,female div/dep/mar,,,,49.0,,,1.0,,1.0,yes,yes,good
,18.0,existing paid,new car,976.0,<100,<1,,female div/dep/mar,none,,car,23.0,,own,1.0,unskilled resident,,,,bad
,12.0,existing paid,business,,100<=X<500,4<=X<7,2.0,,none,4.0,real estate,23.0,none,rent,1.0,unskilled resident,1.0,,yes,good
,30.0,,radio/tv,5771.0,<100,4<=X<7,4.0,,none,2.0,car,25.0,none,own,2.0,skilled,1.0,none,yes,good
no checking,12.0,delayed previously,repairs,1555.0,>=1000,>=7,4.0,male single,none,,no known property,55.0,none,for free,,skilled,2.0,none,yes,bad
<0,24.0,existing paid,,1285.0,no known savings,,4.0,,none,4.0,no known property,32.0,none,,,,1.0,none,yes,bad
,6.0,critical/other existing credit,new car,1299.0,<100,1<=X<4,1.0,male single,none,1.0,,,none,own,,unemp/unskilled non res,2.0,none,no,good
>=200,15.0,critical/other existing credit,radio/tv,1271.0,no known savings,1<=X<4,3.0,male single,none,4.0,no known property,39.0,none,for free,2.0,skilled,,yes,yes,bad
no checking,24.0,existing paid,new car,1393.0,<100,1<=X<4,2.0,male single,guarantor,2.0,,31.0,none,own,1.0,,1.0,yes,,good
<0,12.0,critical/other existing credit,new car,691.0,<100,>=7,4.0,,none,3.0,,35.0,none,,,skilled,1.0,none,yes,bad
,15.0,critical/other existing credit,new car,5045.0,no known savings,,1.0,female div/dep/mar,none,4.0,car,,none,own,1.0,skilled,1.0,yes,yes,good
<0,18.0,critical/other existing credit,furniture/equipment,2124.0,<100,1<=X<4,4.0,female div/dep/mar,none,4.0,real estate,,,,2.0,skilled,1.0,none,yes,bad
<0,,existing paid,radio/tv,2214.0,,1<=X<4,4.0,male single,,3.0,life insurance,,none,,1.0,unskilled resident,1.0,none,,good
no checking,21.0,,new car,12680.0,,>=7,4.0,male single,none,4.0,no known property,30.0,,for free,1.0,high qualif/self emp/mgmt,1.0,yes,yes,bad
no checking,24.0,critical/other existing credit,new car,2463.0,,4<=X<7,4.0,male mar/wid,none,3.0,life insurance,,none,own,2.0,skilled,1.0,yes,yes,good
0<=X<200,12.0,existing paid,radio/tv,1155.0,,>=7,3.0,male mar/wid,,,real estate,40.0,bank,own,2.0,unskilled resident,,none,yes,good
<0,30.0,existing paid,furniture/equipment,3108.0,<100,<1,2.0,male div/sep,,,life insurance,31.0,none,,1.0,unskilled resident,,,,bad
no checking,10.0,existing paid,used car,2901.0,no known savings,<1,1.0,,none,4.0,real estate,,none,rent,1.0,,1.0,none,yes,good
0<=X<200,12.0,critical/other existing credit,furniture/equipment,3617.0,<100,,,,none,4.0,,28.0,none,rent,,skilled,1.0,yes,yes,good
no checking,,critical/other existing credit,radio/tv,1655.0,<100,>=7,2.0,male single,none,,,63.0,none,own,2.0,unskilled resident,1.0,yes,,good
<0,24.0,,used car,2812.0,no known savings,,2.0,female div/dep/mar,none,4.0,,26.0,none,,1.0,,,none,,good
,36.0,critical/other existing credit,education,,<100,1<=X<4,,female div/dep/mar,none,2.0,,25.0,none,own,2.0,high qualif/self emp/mgmt,1.0,,yes,bad
,21.0,critical/other existing credit,used car,,,>=7,1.0,male single,none,4.0,,36.0,none,own,1.0,high qualif/self emp/mgmt,1.0,,yes,good
no checking,24.0,critical/other existing credit,radio/tv,2223.0,,>=7,4.0,,,4.0,life insurance,52.0,bank,own,2.0,skilled,1.0,none,,good
>=200,12.0,critical/other existing credit,new car,1480.0,,unemployed,2.0,,none,,no known property,,bank,for free,3.0,unemp/unskilled non res,1.0,none,,good
<0,24.0,existing paid,new car,1371.0,no known savings,1<=X<4,,female div/dep/mar,none,4.0,real estate,,,rent,1.0,skilled,1.0,none,yes,bad
